"strataID","YEAR","BpS_Code","SCLASS","MAP_ZONE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2011_Na0210290_fwo_OSW",2011,"Na0210290_fwo","A","OSW","A",0.237785750979766,17710.0664220483,1.96753998456553e-05,126524201.495048,5,7550,135955.593600149,12586.747374518,10126.1398367193,15047.3547763612,2662.71164568711
"2011_Na0210290_fwo_OSW",2011,"Na0210290_fwo","B","OSW","B",0.501681368541372,2327.71067314345,8.38559415317482e-05,293113209.625534,7,7550,135955.593600149,1485.87798815032,644.045303157194,2327.71067314345,4.54747350886464e-13
"2011_Na0210290_fwo_OSW",2011,"Na0210290_fwo","C","OSW","C",0.222878653528435,25453.5752359446,1.70465717370513e-05,99099595.9951914,6,7550,135955.593600149,28795.013912894,25453.5752359446,32136.4551729996,0
"2011_Na0210290_fwo_OSW",2011,"Na0210290_fwo","D",NA,NA,0,84108.6242559363,NA,NA,NA,NA,135955.593600149,88265.1383334579,84108.6242559363,92421.6524109796,0
"2011_Na0210290_fwo_OSW",2011,"Na0210290_fwo","E","OSW","E",0.485727653340037,6355.61701307663,7.8845621777042e-05,297928935.765428,6,7550,135955.593600149,4822.81449561759,3290.01170624737,6355.61701307664,0
"2011_Na0710270_fdd_OSW",2011,"Na0710270_fdd","A","OSW","A",1.11932699029399,213473.392281725,0.00010523922292434,1192432476.02429,42,14475,1560088.27579162,140823.967321398,114298.825386905,167349.110815979,46124.2814657459
"2011_Na0710270_fdd_OSW",2011,"Na0710270_fdd","B","OSW","B",4.3946921984035,141018.318301924,0.00145924907744745,4824769541.40077,167,14816,1560088.27579162,98409.1874501103,73973.9350896028,122844.432010177,18173.8862917475
"2011_Na0710270_fdd_OSW",2011,"Na0710270_fdd","C","OSW","C",1.41900263298144,277173.209885668,0.000167707282212505,1435065443.57876,56,14475,1560088.27579162,312806.406148886,277173.209885668,348439.602412105,0
"2011_Na0710270_fdd_OSW",2011,"Na0710270_fdd","D","OSW","D",0.0413620465403058,616945.748121965,1.11359265583971e-07,7822358.59321475,2,6925,1560088.27579162,659565.489270749,616945.748121965,702185.172696267,0
"2011_Na0710270_fdd_OSW",2011,"Na0710270_fdd","E","OSW","E",0.925654984247651,311477.607200334,7.20014812936414e-05,874717921.745615,43,14475,1560088.27579162,348483.225600472,311477.607200334,385488.8720822,0
