"BpS_Code","Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","REST_ACRES","strataID"
"RaMCONdy_fmx",1,"B","C","Thin / low fire","None",1,0,0,167804.325154353,"2011_RaMCONdy_fmx"
"RaMCONdy_fmx",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,229811.160783546,"2011_RaMCONdy_fmx"
"RaMCONdy_fmx",13,"B","E","Grow w/o fire","None",0,0,1,1895.33476973554,"2011_RaMCONdy_fmx"
"RaMCONms_fcm",1,"B","C","Thin / low fire","None",1,0,0,179276.531249735,"2011_RaMCONms_fcm"
"RaMCONms_fcm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,175594.142354565,"2011_RaMCONms_fcm"
"RaMCONms_fcm",6,"B","A","Regen / high fire","None",1,0,0,28397.1058713857,"2011_RaMCONms_fcm"
"RaMCONms_fmm",1,"B","C","Thin / low fire","None",1,0,0,154445.687623801,"2011_RaMCONms_fmm"
"RaMCONms_fmm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,139031.490149819,"2011_RaMCONms_fmm"
"RaMCONms_fmm",6,"B","A","Regen / high fire","None",1,0,0,33578.4360995326,"2011_RaMCONms_fmm"
"RaMCONsw_fdm",1,"B","C","Thin / low fire","None",1,0,0,14396.8177262582,"2011_RaMCONsw_fdm"
"RaMCONsw_fdm",2,"E","D","Thin / low fire","None",1,0,0,71804.0064280099,"2011_RaMCONsw_fdm"
"RaMCONsw_fdm",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,11082.0583076977,"2011_RaMCONsw_fdm"
"RaMCONsw_fdm",6,"B","A","Regen / high fire","None",1,0,0,11570.6079288783,"2011_RaMCONsw_fdm"
"RaMCONsw_fiw",1,"B","C","Thin / low fire","None",1,0,0,-2371.97993988636,"2011_RaMCONsw_fiw"
"RaMCONsw_fiw",2,"E","D","Thin / low fire","None",1,0,0,-151870.762073623,"2011_RaMCONsw_fiw"
"RaMCONsw_fiw",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,0,"2011_RaMCONsw_fiw"
"RaMCONsw_fiw",5,"E","C","Overstory removal","None",1,0,0,0,"2011_RaMCONsw_fiw"
"RaMCONsw_fiw",6,"B","A","Regen / high fire","None",1,0,0,0,"2011_RaMCONsw_fiw"
"RaMCONsw_fiw",9,"E","A","Regen / high fire","None",1,0,0,0,"2011_RaMCONsw_fiw"
"RaMCONsw_fvw",1,"B","C","Thin / low fire","None",1,0,0,9730.08228241344,"2011_RaMCONsw_fvw"
"RaMCONsw_fvw",2,"E","D","Thin / low fire","None",1,0,0,24881.1551693142,"2011_RaMCONsw_fvw"
"RaMCONsw_fvw",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,20346.2130869403,"2011_RaMCONsw_fvw"
"RaMCONsw_fvw",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,781.393100066525,"2011_RaMCONsw_fvw"
"RaMEVG_ftd",1,"B","C","Thin / low fire","None",1,0,0,108164.587927949,"2011_RaMEVG_ftd"
"RaMEVG_ftd",2,"E","D","Thin / low fire","None",1,0,0,70963.1396022426,"2011_RaMEVG_ftd"
"RaMEVG_ftd",5,"E","C","Overstory removal","None",1,0,0,84393.329145196,"2011_RaMEVG_ftd"
