"strataID","YEAR","BpS_Code","SCLASS","ew","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2002_Na0710412_fmc",2002,"Na0710412_fmc","E","eastside","E",0.162848775449144,19346.2764036157,4.97946032055526e-06,302953323.093098,1,714,727848.231962838,303428.58948555,283722.512022952,323134.695334229,-264376.235619336
"2002_Na0710412_fmc",2002,"Na0710412_fmc","E","westside","E",2.11343117194902,461718.314896229,0.000633273516788917,9373176960.98928,15,1106,727848.231962838,303428.58948555,283722.512022952,323134.695334229,138583.619562
"2002_Na0710412_fmh",2002,"Na0710412_fmh","A","eastside","A",0.235600134316613,179938.181515472,5.92073217476601e-06,662578704.3773,5,1037,1424740.85128399,210164.058675461,179938.181515472,240389.935835451,0
"2002_Na0710412_fmh",2002,"Na0710412_fmh","B","eastside","B",1.47844508283513,367533.728193806,0.000326924754061066,21049939387.1753,16,1664,1424740.85128399,323291.343147039,287316.343155503,359266.316068499,8267.41212530626
"2002_Na0710412_fmh",2002,"Na0710412_fmh","C","eastside","C",0.545687075539325,194733.039576713,0.00019722870528982,4997154439.96613,1,592,1424740.85128399,227145.493591245,194733.039576713,259557.934783108,0
"2002_Na0710412_fmh",2002,"Na0710412_fmh","D",NA,NA,0,50009.5308500814,NA,NA,NA,NA,1424740.85128399,70187.6824592258,50009.5308500814,90365.8354931111,0
"2002_Na0710412_fmh",2002,"Na0710412_fmh","E","eastside","E",1.54218367990833,632526.371147918,0.000409872104050312,52645759089.2654,17,2438,1424740.85128399,593952.266287314,555378.216991603,632526.371147918,0
"2002_Na0710412_fmi",2002,"Na0710412_fmi","A",NA,NA,0,5481.03945942267,NA,NA,NA,NA,43398.5758862832,6401.74024685017,5481.03945942267,7322.44103427767,0
"2002_Na0710412_fmi",2002,"Na0710412_fmi","B",NA,NA,0,8751.85133532615,NA,NA,NA,NA,43398.5758862832,9847.67431656143,8751.85133532615,10943.4964732238,0
"2002_Na0710412_fmi",2002,"Na0710412_fmi","C",NA,NA,0,5931.70090407693,NA,NA,NA,NA,43398.5758862832,6919.00631049005,5931.70090407693,7906.31132631598,0
"2002_Na0710412_fmi",2002,"Na0710412_fmi","D",NA,NA,0,1523.32434188207,NA,NA,NA,NA,43398.5758862832,2137.96457141236,1523.32434188207,2752.60484434124,0
"2002_Na0710412_fmi",2002,"Na0710412_fmi","E","eastside","E",2.26415009804897,21710.6598455754,0.028580205423255,4703826128.67231,1,35,43398.5758862832,18092.1902239763,16917.1984322463,19267.1837082508,2443.47613732461
"2002_Na1010471_frn",2002,"Na1010471_frn","A","eastside","A",0.5607207832794,86272.1185089919,0.000115321265305717,6158675444.83832,3,915,561306.345744507,67843.5611533639,56546.3835199231,79140.7443998682,7131.37410912376
"2002_Na1010471_frn",2002,"Na1010471_frn","B","eastside","B",1.99989731346627,212186.191774231,0.00130923917360588,15859230752.232,18,915,561306.345744507,196039.662974753,179893.133613968,212186.191774231,0
"2002_Na1010471_frn",2002,"Na1010471_frn","C",NA,NA,0,19954.6752172697,NA,NA,NA,NA,561306.345744507,27796.9881564803,19954.6752172697,35639.3016569971,0
"2002_Na1010471_frn",2002,"Na1010471_frn","D",NA,NA,0,42317.4500798622,NA,NA,NA,NA,561306.345744507,52438.6735184716,42317.4500798622,62559.8963957746,0
"2002_Na1010471_frn",2002,"Na1010471_frn","E","eastside","E",0.609819458802685,200575.910164152,9.29032021186762e-05,802558301.218708,2,323,561306.345744507,217187.467799727,200575.910164152,233799.004666968,0
"2002_R1RFWF_fcw",2002,"R1RFWF_fcw","A","eastside","A",0.143114544318569,23585.2285377147,4.36763787327116e-06,294067309.208346,1,714,159271.14164951,26957.9913434608,23585.2285377147,30330.7557419182,0
"2002_R1RFWF_fcw",2002,"R1RFWF_fcw","B","eastside","B",0.235141423141179,35849.5253278295,9.1127884252697e-06,385597473.834235,3,714,159271.14164951,40078.3423289496,35849.5253278295,44307.156303918,0
"2002_R1RFWF_fcw",2002,"R1RFWF_fcw","C",NA,NA,0,10983.681794545,NA,NA,NA,NA,159271.14164951,13973.6739993259,10983.681794545,16963.6670004625,0
"2002_R1RFWF_fcw",2002,"R1RFWF_fcw","D",NA,NA,0,22981.9376441385,NA,NA,NA,NA,159271.14164951,26439.7391349186,22981.9376441385,29897.5452445618,0
"2002_R1RFWF_fcw",2002,"R1RFWF_fcw","E","eastside","E",0.962421165487776,65870.7683452822,0.000115724121759515,2147074998.91692,6,714,159271.14164951,51821.3932501438,47655.754492053,55987.0348751151,9883.73347016709
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","A","eastside","A",0.249488008138745,15025.6511592305,1.41479489457383e-05,86232862.642975,3,323,2270934.31777587,298727.586326223,251276.706706823,346178.465945623,-236251.055547593
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","A","westside","A",0.893994989357883,289353.449685279,0.000119406149333021,8509630200.57318,20,1629,2270934.31777587,298727.586326223,251276.706706823,346178.465945623,0
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","B","eastside","B",0.457031360276493,147924.319805577,3.4978393469031e-05,5478773049.37979,7,1629,2270934.31777587,472879.250939329,410711.747251787,535046.709208183,-262787.42744621
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","B","westside","B",1.81216578000302,621266.792065053,0.000484294112102373,19276089018.1774,34,1664,2270934.31777587,472879.250939329,410711.747251787,535046.709208183,86220.0828568698
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","C","eastside","C",0.199928926640084,12040.9086221999,1.23386314004817e-05,150781961.509784,1,323,2270934.31777587,67281.3048600904,45614.2841992417,88948.318708136,-33573.3755770418
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","C","westside","C",0.0282268274971798,3353.31969952798,3.41071586847125e-07,35942175.4757542,1,714,2270934.31777587,67281.3048600904,45614.2841992417,88948.318708136,-42260.9644997137
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","D",NA,NA,0,0,NA,NA,NA,NA,2270934.31777587,174378.297045216,132849.850619305,215906.73438739,-132849.850619305
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","E","eastside","E",0.479434940182372,85830.8279174905,2.06189483126975e-05,1423203046.32081,6,1037,2270934.31777587,1257667.87860501,1189662.86331279,1325672.89389723,-1103832.0353953
"2002_RaABAMlw_fsi",2002,"RaABAMlw_fsi","E","westside","E",3.01877696771511,1096139.04882151,0.00136875367709001,37452505638.0853,39,1698,2270934.31777587,1257667.87860501,1189662.86331279,1325672.89389723,-93523.8144912829
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","A","westside","A",0.00702349223570547,834.384058067669,9.97548632964662e-09,629158.138446424,1,714,188945.533625745,24854.6348370036,20906.6422858675,28802.6273881397,-20072.2582277998
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","B","westside","B",0.0908583505010797,10793.883819651,1.4959390378106e-06,80603520.3376661,2,714,188945.533625745,39344.3446205794,34171.9043318056,44516.7811304425,-23378.0205121546
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","C",NA,NA,0,0,NA,NA,NA,NA,188945.533625745,5597.91709972339,3795.18474027162,7400.64889233856,-3795.18474027162
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","D",NA,NA,0,0,NA,NA,NA,NA,188945.533625745,14508.565980995,11053.3297774764,17963.8014287315,-11053.3297774764
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","E","eastside","E",0.110120802630315,13082.2444295224,3.18717625393123e-06,263462624.147105,1,714,188945.533625745,104640.071087444,98981.9400692823,110298.202105605,-85899.6956397599
"2002_RaABAMlw_fsw",2002,"RaABAMlw_fsw","E","westside","E",1.19039574805443,164235.021318504,0.000297286698875938,6882121941.95828,7,749,188945.533625745,104640.071087444,98981.9400692823,110298.202105605,53936.8192128989
"2002_RaABAMlw_fwc",2002,"RaABAMlw_fwc","A","westside","A",0.251214279403056,9718.01048845559,2.04481710733962e-05,301428309.046344,1,323,63750.2493358619,8385.95725236492,7053.90401627425,9718.01048845559,0
"2002_RaABAMlw_fwc",2002,"RaABAMlw_fwc","B","westside","B",0.108869362582051,15019.9681476303,6.1236388754912e-06,2552713148.53865,2,1306,63750.2493358619,13274.7873494918,11529.6052763482,15019.9681476303,0
"2002_RaABAMlw_fwc",2002,"RaABAMlw_fwc","C","westside","C",0.0427839465835483,2496.97996602693,4.70840414840675e-07,36358732.9027148,1,714,63750.2493358619,1888.73800836023,1280.49585944278,2496.97996602693,0
"2002_RaABAMlw_fwc",2002,"RaABAMlw_fwc","D",NA,NA,0,3729.39500491911,NA,NA,NA,NA,63750.2493358619,4895.19218075981,3729.39500491911,6060.9891015995,0
"2002_RaABAMlw_fwc",2002,"RaABAMlw_fwc","E","westside","E",0.246698888245806,32785.8957288299,2.23194876294072e-05,388745760.978487,1,323,63750.2493358619,35305.5745448852,33396.5203520656,37214.6287377047,-610.624623235635
"2002_RaABAMup_fst",2002,"RaABAMup_fst","A","westside","A",0.426173744872507,137025.917097898,6.48026622875994e-05,4038624862.67841,8,949,1599176.65562807,168683.446854973,137025.917097898,200340.975012871,0
"2002_RaABAMup_fst",2002,"RaABAMup_fst","B","westside","B",3.31754888541125,485722.896224534,0.00342796700857802,37897707367.2352,22,949,1599176.65562807,411732.780448545,369470.145984477,453995.384528257,31727.5116962772
"2002_RaABAMup_fst",2002,"RaABAMup_fst","C","westside","C",0.423363526878914,58767.5892329778,6.8378462259205e-05,3864212874.58045,4,915,1599176.65562807,37116.2201221087,23146.0255490371,51086.4146951803,7681.17453779745
"2002_RaABAMup_fst",2002,"RaABAMup_fst","D",NA,NA,0,27964.50952764,NA,NA,NA,NA,1599176.65562807,43769.5594159629,27964.50952764,59574.6141018157,0
"2002_RaABAMup_fst",2002,"RaABAMup_fst","E","westside","E",2.97406547048107,889695.743545018,0.00285726840021331,32760390858.6232,22,949,1599176.65562807,937874.674373304,889695.743545018,986053.605201591,0
"2002_RaABLA_faf",2002,"RaABLA_faf","A",NA,NA,0,13540.6638758339,NA,NA,NA,NA,104670.160343839,15974.045288492,13540.6638758339,18407.42659648,0
"2002_RaABLA_faf",2002,"RaABLA_faf","B","westside","B",0.0402080474819365,19429.496380425,1.73709969894723e-06,156962669.676938,1,592,104670.160343839,22147.9761777544,19429.496380425,24866.4559750837,0
"2002_RaABLA_faf",2002,"RaABLA_faf","C",NA,NA,0,326.143950688735,NA,NA,NA,NA,104670.160343839,916.751819978788,326.143950688735,1507.35968926884,0
"2002_RaABLA_faf",2002,"RaABLA_faf","D",NA,NA,0,1675.64868708015,NA,NA,NA,NA,104670.160343839,2728.71549230937,1675.64868708015,3781.78250687891,0
"2002_RaABLA_faf",2002,"RaABLA_faf","E","westside","E",0.683459723008892,69698.2074498112,0.000320884094776887,7200726781.9663,2,592,104670.160343839,62902.6720886552,59578.8162997726,66226.5239000718,3471.68354973942
"2002_RaDFHEdy_fdg",2002,"RaDFHEdy_fdg","A","westside","A",0.602367783550922,83839.363060345,0.000249939940297915,5757753591.35391,2,592,799218.017381703,45080.2015677877,33682.0219419257,56478.3851897398,27360.9778706052
"2002_RaDFHEdy_fdg",2002,"RaDFHEdy_fdg","B","westside","B",1.44808097910013,152636.269781517,0.000707807510860476,19492457531.5074,7,915,799218.017381703,135789.700249243,118943.116331045,152636.269781517,0
"2002_RaDFHEdy_fdg",2002,"RaDFHEdy_fdg","C",NA,NA,0,35897.371966652,NA,NA,NA,NA,799218.017381703,46893.2012660235,35897.371966652,57889.026569305,0
"2002_RaDFHEdy_fdg",2002,"RaDFHEdy_fdg","D",NA,NA,0,103445.042583741,NA,NA,NA,NA,799218.017381703,122453.436911681,103445.042583741,141461.839231801,0
"2002_RaDFHEdy_fdg",2002,"RaDFHEdy_fdg","E","westside","E",2.02784079013271,423399.969989449,0.00138557689368973,25763163758.9139,9,915,799218.017381703,449001.477386968,423399.969989449,474602.98398527,0
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","A","eastside","A",0.273584164904399,74510.0761003337,3.18584446080872e-05,3825462272.88986,3,1454,6290008.31974302,354790.353508325,265084.362004937,444496.376461755,-190574.285904603
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","A","westside","A",2.47463039116292,1180923.99617449,0.00106364518549433,60396394636.808,35,2369,6290008.31974302,354790.353508325,265084.362004937,444496.376461755,736427.619712736
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","B","eastside","B",0.599033818800966,163145.609838677,0.000139960052588969,9178969548.87381,4,1454,6290008.31974302,1068692.55413098,936106.512900498,1201278.48214131,-772960.903061821
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","B","westside","B",4.67064390931459,2318414.15581821,0.00373699054833155,110306576259.232,67,2404,6290008.31974302,1068692.55413098,936106.512900498,1201278.48214131,1117135.6736769
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","C","westside","C",0.414689596676171,172919.892404367,4.29205856828992e-05,9565341620.99983,7,2046,6290008.31974302,369059.029811387,282519.617196408,455598.410976326,-109599.724792041
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","D","westside","D",0.0775012034355633,4667.58324751113,1.65600474252e-06,19403091.6549933,1,323,6290008.31974302,963733.449702423,814133.52093781,1113333.44136712,-809465.937690298
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","E","eastside","E",0.799710160479928,217799.392506475,0.000241318144827679,9527412555.25368,10,1454,6290008.31974302,3533732.93258991,3332243.86324195,3735221.99564786,-3114444.47073547
"2002_RaDFHEdy_fwi",2002,"RaDFHEdy_fwi","E","westside","E",4.34672564735122,2157627.61365296,0.0032677852790136,101605385660.973,64,2404,6290008.31974302,3533732.93258991,3332243.86324195,3735221.99564786,-1174616.24958899
"2002_RaDFHEdy_fwx",2002,"RaDFHEdy_fwx","A",NA,NA,0,1767.26175877258,NA,NA,NA,NA,41934.1642100948,2365.31276079195,1767.26175877258,2963.36397248213,0
"2002_RaDFHEdy_fwx",2002,"RaDFHEdy_fwx","B",NA,NA,0,6240.82548617558,NA,NA,NA,NA,41934.1642100948,7124.74877248891,6240.82548617558,8008.67130398728,0
"2002_RaDFHEdy_fwx",2002,"RaDFHEdy_fwx","C",NA,NA,0,1883.49894274405,NA,NA,NA,NA,41934.1642100948,2460.43902847513,1883.49894274405,3037.37890453538,0
"2002_RaDFHEdy_fwx",2002,"RaDFHEdy_fwx","D",NA,NA,0,5427.65716998981,NA,NA,NA,NA,41934.1642100948,6425.00847061417,5427.65716998981,7422.36019058018,0
"2002_RaDFHEdy_fwx",2002,"RaDFHEdy_fwx","E","eastside","E",0.352984065182742,26614.9208524128,1.88376823473165e-05,778420950.67611,3,714,41934.1642100948,23558.6551777246,22215.3698764865,24901.9404370286,1712.98041538414
"2002_RaDFHEwt_fdm",2002,"RaDFHEwt_fdm","A",NA,NA,0,456.34035745703,NA,NA,NA,NA,14000.5930921062,648.540443423091,456.34035745703,840.740571390932,0
"2002_RaDFHEwt_fdm",2002,"RaDFHEwt_fdm","B",NA,NA,0,2059.3150085526,NA,NA,NA,NA,14000.5930921062,2380.50885894313,2059.3150085526,2701.70258332832,0
"2002_RaDFHEwt_fdm",2002,"RaDFHEwt_fdm","C",NA,NA,0,10.7778665711997,NA,NA,NA,NA,14000.5930921062,84.7273472137198,10.7778665711997,158.676813855647,0
"2002_RaDFHEwt_fdm",2002,"RaDFHEwt_fdm","D",NA,NA,0,319.385785797427,NA,NA,NA,NA,14000.5930921062,486.804261966737,319.385785797427,654.222724135453,0
"2002_RaDFHEwt_fdm",2002,"RaDFHEwt_fdm","E","westside","E",0.117851073407858,11154.7740737279,3.45294263056018e-06,275876138.22072,1,714,14000.5930921062,10400.012096556,10004.534221351,10795.491035806,359.283037921919
"2002_RaDFHEwt_fhc",2002,"RaDFHEwt_fhc","A","eastside","A",0.415046375771123,7313.06219464533,0.000195193431468235,4111817848.74176,1,740,63729.9074255834,2952.11939588501,2077.23548166623,3827.00350129351,3486.05869335182
"2002_RaDFHEwt_fhc",2002,"RaDFHEwt_fhc","B",NA,NA,0,9373.88537698217,NA,NA,NA,NA,63729.9074255834,10835.9416067712,9373.88537698217,12297.997262991,0
"2002_RaDFHEwt_fhc",2002,"RaDFHEwt_fhc","C",NA,NA,0,49.0602386848255,NA,NA,NA,NA,63729.9074255834,385.674089577681,49.0602386848255,722.287876740629,0
"2002_RaDFHEwt_fhc",2002,"RaDFHEwt_fhc","D",NA,NA,0,1453.82602208427,NA,NA,NA,NA,63729.9074255834,2215.90545096347,1453.82602208427,2977.98481611276,0
"2002_RaDFHEwt_fhc",2002,"RaDFHEwt_fhc","E",NA,NA,0,45540.0735931868,NA,NA,NA,NA,63729.9074255834,47340.2665000066,45540.0735931868,49140.4642502994,0
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","A","eastside","A",0.257375315564257,78612.0423707258,2.84477878147503e-05,4293380282.85046,2,1454,2411829.67797359,111721.630542629,78612.0423707258,144831.22595002,0
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","A","westside","A",1.13601483896949,550636.637101627,0.000235973548436907,28891623212.413,13,2369,2411829.67797359,111721.630542629,78612.0423707258,144831.22595002,405805.411151607
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","B","eastside","B",0.357610523969627,97394.4795546487,5.33084895692971e-05,5822483952.20178,3,1454,2411829.67797359,410081.335619646,354750.475301217,465412.174231608,-257355.995746569
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","B","westside","B",1.68532984896553,804260.089595533,0.00051036823359126,42788325361.4235,15,2369,2411829.67797359,410081.335619646,354750.475301217,465412.174231608,338847.915363925
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","C","westside","C",0.194753928367168,27334.6597780286,1.36990217650357e-05,759683189.706606,4,915,2411829.67797359,14595.6624267038,1856.66266354924,27334.6597780286,0
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","D",NA,NA,0,0,NA,NA,NA,NA,2411829.67797359,83859.9449788582,55019.3918101558,112700.495735731,-55019.3918101558
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","E","eastside","E",0.475148364935166,133452.732063337,9.14654266543353e-05,8366031156.44465,3,1454,2411829.67797359,1791571.08993478,1723443.59918304,1859698.76398557,-1589990.86711971
"2002_RaDFHEwt_fwm",2002,"RaDFHEwt_fwm","E","westside","E",1.46793881983977,732702.516982548,0.000372153404217708,38434291642.1864,21,2404,2411829.67797359,1791571.08993478,1723443.59918304,1859698.76398557,-990741.082200494
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","A","westside","A",1.11594726739598,223816.293361154,0.000288558498580419,28508076777.365,11,2046,3727143.6128612,172650.069570939,121483.856962155,223816.293361154,0
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","B","eastside","B",0.887805748391791,377840.041578184,0.000871096871086293,9109218033.88777,2,740,3727143.6128612,633723.038059857,548216.974131157,719229.068444265,-170376.932552973
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","B","westside","B",4.06123726405282,2179590.73038663,0.00291428688859978,104794122699.421,41,2369,3727143.6128612,633723.038059857,548216.974131157,719229.068444265,1460361.66194236
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","C","westside","C",0.174691970677872,42241.8728535642,1.0107262611606e-05,2787657462.58194,4,1777,3727143.6128612,22555.5438205213,2869.21106033474,42241.8728535642,0
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","D",NA,NA,0,0,NA,NA,NA,NA,3727143.6128612,129593.752476523,85024.733148248,174162.768077655,-85024.733148248
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","E","eastside","E",0.945058887654545,160968.846357525,0.000984397540245956,11171300461.3123,2,740,3727143.6128612,2768621.1865705,2663339.72978498,2873902.92661893,-2502370.88342746
"2002_RaDFHEwt_fwn",2002,"RaDFHEwt_fwn","E","westside","E",2.0624035519478,1000060.39856021,0.000766934299638239,43584761344.4323,24,2369,3727143.6128612,2768621.1865705,2663339.72978498,2873902.92661893,-1663279.33122478
"2002_RaDFHEwt_fww",2002,"RaDFHEwt_fww","A","westside","A",0.73206677446062,42321.2884625729,0.000127301238517098,19413498943.0539,5,2046,614527.75861778,28466.3729920471,20030.1383798533,36902.6094478243,5418.67901474863
"2002_RaDFHEwt_fww",2002,"RaDFHEwt_fww","B","westside","B",0.559834166206572,118585.778621101,7.84748757313304e-05,13473762113.9083,6,2046,614527.75861778,104487.62876202,90389.473372189,118585.778621101,0
"2002_RaDFHEwt_fww",2002,"RaDFHEwt_fww","C",NA,NA,0,473.072686500346,NA,NA,NA,NA,614527.75861778,3718.93579324395,473.072686500346,6964.79828545978,0
"2002_RaDFHEwt_fww",2002,"RaDFHEwt_fww","D",NA,NA,0,14018.7940460274,NA,NA,NA,NA,614527.75861778,21367.2899443575,14018.7940460274,28715.7852281597,0
"2002_RaDFHEwt_fww",2002,"RaDFHEwt_fww","E","westside","E",0.423531570137206,439128.824801579,1.77214088595098e-05,1587603116.5871,4,1037,614527.75861778,456487.527438945,439128.824801579,473846.276780422,0
"2002_RaDFWV_fwx",2002,"RaDFWV_fwx","A","westside","A",1.56272284890584,162183.376538642,0.00253596060094537,14911758115.0689,4,740,1130362.60555828,140174.434397499,118165.503559982,162183.376538642,0
"2002_RaDFWV_fwx",2002,"RaDFWV_fwx","B","westside","B",2.19795041760601,209554.878247591,0.00520021793414632,23522306973.6648,7,740,1130362.60555828,183763.350592426,157971.800330009,209554.878247591,0
"2002_RaDFWV_fwx",2002,"RaDFWV_fwx","C","westside","C",0.0361777411464675,74925.7891544281,1.5187860982604e-06,30694134.2607822,1,740,1130362.60555828,95094.6264439713,74925.7891544281,115263.468254965,0
"2002_RaDFWV_fwx",2002,"RaDFWV_fwx","D",NA,NA,0,298676.345400087,NA,NA,NA,NA,1130362.60555828,359286.312575827,327148.050961314,391424.574190341,-28471.7055612269
"2002_RaDFWV_fwx",2002,"RaDFWV_fwx","E","westside","E",2.00978362513687,385022.216217535,0.00146655469264575,28447383770.5033,14,1454,1130362.60555828,352043.871375296,319065.546879584,385022.216217535,0
"2002_RaMCONdy_fdd",2002,"RaMCONdy_fdd","A","eastside","A",1.06622650843895,573066.03428955,0.000205044393008654,23391509491.3048,24,2369,4912017.34331652,686011.762549538,573066.03428955,798957.485897509,0
