"strataID","YEAR","BpS_Code","SCLASS","STATE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2002_Oregon_RaDFHEwt_fww",2002,"RaDFHEwt_fww","A","Oregon","A",0.446749234718376,23872.7848048568,7.99173963831471e-05,7748818418.30267,3,1454,346645.611961157,16057.441096457,11298.6915220366,20816.1917108141,3056.59309404266
"2002_Oregon_RaDFHEwt_fww",2002,"RaDFHEwt_fww","B","Oregon","B",0.595903224232085,66892.405141245,0.000139639338561632,8809886830.90435,5,1454,346645.611961157,58939.8566731117,50987.3050851679,66892.405141245,0
"2002_Oregon_RaDFHEwt_fww",2002,"RaDFHEwt_fww","C",NA,NA,0,266.852991771878,NA,NA,NA,NA,346645.611961157,2097.7942099685,266.852991771878,3928.73508151951,0
"2002_Oregon_RaDFHEwt_fww",2002,"RaDFHEwt_fww","D",NA,NA,0,7907.78508032395,NA,NA,NA,NA,346645.611961157,12052.9580557485,7907.78508032395,16198.1306845275,0
"2002_Oregon_RaDFHEwt_fww",2002,"RaDFHEwt_fww","E","Oregon","E",0.527625454583661,247705.783942959,4.04020479962707e-05,1414628890.00476,3,714,346645.611961157,257497.559845998,247705.783942959,267289.362094102,0
"2002_Oregon_RaDFWV_fwx",2002,"RaDFWV_fwx","A","Oregon","A",1.56272284890584,162183.376538642,0.00253596060094537,14911758115.0689,4,740,1130362.60555828,140174.434397499,118165.503559982,162183.376538642,0
"2002_Oregon_RaDFWV_fwx",2002,"RaDFWV_fwx","B","Oregon","B",2.19795041760601,209554.878247591,0.00520021793414632,23522306973.6648,7,740,1130362.60555828,183763.350592426,157971.800330009,209554.878247591,0
"2002_Oregon_RaDFWV_fwx",2002,"RaDFWV_fwx","C","Oregon","C",0.0361777411464675,74925.7891544281,1.5187860982604e-06,30694134.2607822,1,740,1130362.60555828,95094.6264439713,74925.7891544281,115263.468254965,0
"2002_Oregon_RaDFWV_fwx",2002,"RaDFWV_fwx","D",NA,NA,0,298676.345400087,NA,NA,NA,NA,1130362.60555828,359286.312575827,327148.050961314,391424.574190341,-28471.7055612269
"2002_Oregon_RaDFWV_fwx",2002,"RaDFWV_fwx","E","Oregon","E",2.00978362513687,385022.216217535,0.00146655469264575,28447383770.5033,14,1454,1130362.60555828,352043.871375296,319065.546879584,385022.216217535,0
"2002_Oregon_RaMCONdy_fdd",2002,"RaMCONdy_fdd","A","Oregon","A",1.09242923427281,297520.82109116,0.000434369622345402,14586988137.8866,14,1454,1632031.25804602,227929.292919018,190402.764387135,265455.81981887,32065.0012722897
"2002_Oregon_RaMCONdy_fdd",2002,"RaMCONdy_fdd","B","Oregon","B",4.30245963071417,73614.0721909023,0.00608027987168596,55560763550.2553,47,1489,1632031.25804602,10710.1643301455,2959.79150443571,18460.5371558554,55153.535035047
"2002_Oregon_RaMCONdy_fdd",2002,"RaMCONdy_fdd","C","Oregon","C",0.0901600621678092,469318.68366924,3.27686056336812e-06,182149342.94784,5,1454,1632031.25804602,515943.704863167,469318.68366924,562568.727689125,0
"2002_Oregon_RaMCONdy_fdd",2002,"RaMCONdy_fdd","D",NA,NA,0,624160.438417776,NA,NA,NA,NA,1632031.25804602,676496.829704704,624160.438417776,728833.2193596,0
"2002_Oregon_RaMCONdy_fdd",2002,"RaMCONdy_fdd","E","Oregon","E",0.469038596952549,167417.24267694,3.13020016291636e-05,1075344518.00503,4,714,1632031.25804602,200951.256436796,167417.24267694,234485.271828684,0
"2002_Oregon_RaMCONdy_fdg",2002,"RaMCONdy_fdg","A","Oregon","A",0.357462504700801,106740.283727007,5.05941067028763e-05,4680648399.30217,7,1454,914920.95766518,127777.752986846,106740.283727007,148815.221331765,0
"2002_Oregon_RaMCONdy_fdg",2002,"RaMCONdy_fdg","B","Oregon","B",2.79986262589319,101318.900379021,0.0027876456769315,20108800759.1642,35,1454,914920.95766518,6004.14591165381,1659.26679674614,10349.0250265615,90969.8753524599
"2002_Oregon_RaMCONdy_fdg",2002,"RaMCONdy_fdg","C",NA,NA,0,263101.271740909,NA,NA,NA,NA,914920.95766518,289239.379593684,263101.271740909,315377.48836138,0
"2002_Oregon_RaMCONdy_fdg",2002,"RaMCONdy_fdg","D",NA,NA,0,349905.96119931,NA,NA,NA,NA,914920.95766518,379245.877944719,349905.96119931,408585.793775207,0
"2002_Oregon_RaMCONdy_fdg",2002,"RaMCONdy_fdg","E","Oregon","E",0.463219698968279,93854.540618934,3.12404397717354e-05,1102473334.0724,2,714,914920.95766518,112653.795738752,93854.540618934,131453.051773491,0
"2002_Oregon_RaMCONdy_fmd",2002,"RaMCONdy_fmd","A","Oregon","A",0.532555294729716,145040.322607168,0.000106761175387087,5489904982.21708,8,1454,806383.380363339,112619.407748305,94077.6250577752,131161.189632451,13879.1329747165
"2002_Oregon_RaMCONdy_fmd",2002,"RaMCONdy_fmd","B","Oregon","B",2.0446880472263,16580.6734473539,0.00152214897357699,24760082948.6163,20,1454,806383.380363339,5291.8707740499,1462.42706244188,9121.31448565793,7459.35896169595
"2002_Oregon_RaMCONdy_fmd",2002,"RaMCONdy_fmd","C",NA,NA,0,231889.422913371,NA,NA,NA,NA,806383.380363339,254926.752630258,231889.422913371,277964.083153527,0
"2002_Oregon_RaMCONdy_fmd",2002,"RaMCONdy_fmd","D",NA,NA,0,308396.42423454,NA,NA,NA,NA,806383.380363339,334255.730491027,308396.42423454,360115.03594113,0
"2002_Oregon_RaMCONdy_fmd",2002,"RaMCONdy_fmd","E","Oregon","E",0.87943931870221,104476.537160906,9.9090032377632e-05,2008165358.1418,5,714,806383.380363339,99289.6138813996,82720.5247542715,115858.703814911,0
"2002_Oregon_RaMCONdy_fmx",2002,"RaMCONdy_fmx","A","Oregon","A",0.324054746121397,82986.7684364243,1.53790174394881e-05,638214850.343959,5,714,711318.454479446,99342.6514170218,82986.7684364243,115698.533686301,0
"2002_Oregon_RaMCONdy_fmx",2002,"RaMCONdy_fmx","B","Oregon","B",2.10115584249823,51164.7396204172,0.00157900644371976,23288909088.946,24,1454,711318.454479446,4668.00957456,1290.02083026111,8045.99831885889,43118.7413015583
"2002_Oregon_RaMCONdy_fmx",2002,"RaMCONdy_fmx","C",NA,NA,0,204551.866932758,NA,NA,NA,NA,711318.454479446,224873.314731156,204551.866932758,245194.763240872,0
"2002_Oregon_RaMCONdy_fmx",2002,"RaMCONdy_fmx","D",NA,NA,0,272039.420944735,NA,NA,NA,NA,711318.454479446,294850.16110655,272039.420944735,317660.900557048,0
"2002_Oregon_RaMCONdy_fmx",2002,"RaMCONdy_fmx","E","Oregon","E",0.846603371747619,100575.658545111,8.88966901721401e-05,1845856768.76317,5,714,711318.454479446,87584.3133822466,72968.5621688096,102200.065307002,0
"2002_Oregon_RaMCONms_fcm",2002,"RaMCONms_fcm","A","Oregon","A",1.19563443704897,295071.616263644,0.000518324861713751,8341285995.30005,23,1454,1658564.26793494,240757.976951464,205972.535383104,275543.433446902,19528.182816742
"2002_Oregon_RaMCONms_fcm",2002,"RaMCONms_fcm","B","Oregon","B",3.58230606557548,784173.657368907,0.00432906077854235,31307584033.4314,55,1489,1658564.26793494,736482.343417123,688790.964781333,784173.657368907,0
"2002_Oregon_RaMCONms_fcm",2002,"RaMCONms_fcm","C","Oregon","C",0.502806600580399,173305.363999387,2.99663314607555e-05,819652334.9293,4,714,1658564.26793494,207577.755248489,173305.363999387,241850.16142467,0
"2002_Oregon_RaMCONms_fcm",2002,"RaMCONms_fcm","D",NA,NA,0,129203.136683614,NA,NA,NA,NA,1658564.26793494,159915.053188891,129203.136683614,190626.984621247,0
"2002_Oregon_RaMCONms_fcm",2002,"RaMCONms_fcm","E","Oregon","E",1.92682216795106,276810.493619391,0.00041831597048344,3623422382.54367,15,714,1658564.26793494,313831.14078754,276810.493619391,350851.81946841,0
"2002_Oregon_RaMCONms_fmm",2002,"RaMCONms_fmm","A","Oregon","A",0.83252670372965,140941.253800444,0.000263763307793324,13312543094.0012,7,1454,848360.363762446,123148.393374929,105355.540584658,140941.253800444,0
"2002_Oregon_RaMCONms_fmm",2002,"RaMCONms_fmm","B","Oregon","B",1.48129901992385,401107.067166425,0.000750692715292663,14304964801.9594,24,1489,848360.363762446,376712.82376287,352318.54727326,401107.067166425,0
"2002_Oregon_RaMCONms_fmm",2002,"RaMCONms_fmm","C",NA,NA,0,88646.189048533,NA,NA,NA,NA,848360.363762446,106176.615134041,88646.189048533,123707.048854791,0
"2002_Oregon_RaMCONms_fmm",2002,"RaMCONms_fmm","D",NA,NA,0,38204.1452408456,NA,NA,NA,NA,848360.363762446,81797.0067951206,66087.7737180695,97506.2475074149,-27883.6284772239
"2002_Oregon_RaMCONms_fmm",2002,"RaMCONms_fmm","E","Oregon","E",0.651085675242975,179461.708506198,0.000155951037767695,12149940710.3663,5,1489,848360.363762446,160525.525543846,141589.358700341,179461.708506198,0
"2002_Oregon_RaMCONsw_fdm",2002,"RaMCONsw_fdm","A",NA,NA,0,24907.8761891553,NA,NA,NA,NA,201328.937547412,29385.0226598087,24907.8761891553,33862.1711437514,0
"2002_Oregon_RaMCONsw_fdm",2002,"RaMCONsw_fdm","B","Oregon","B",0.518873528777317,15579.6680985228,0.00030691706590322,5091765867.46661,1,740,201328.937547412,5785.61484441717,3640.86210196122,7930.36778820207,7649.30031032068
"2002_Oregon_RaMCONsw_fdm",2002,"RaMCONsw_fdm","C",NA,NA,0,21532.8876728167,NA,NA,NA,NA,201328.937547412,25341.7684369502,21532.8876728167,29150.6473891233,0
"2002_Oregon_RaMCONsw_fdm",2002,"RaMCONsw_fdm","D",NA,NA,0,98266.7524624188,NA,NA,NA,NA,201328.937547412,104410.23271459,98266.7524624188,110553.71296676,0
"2002_Oregon_RaMCONsw_fdm",2002,"RaMCONsw_fdm","E","Oregon","E",0.446695132700848,41041.7531244985,8.00559541097899e-05,6538898898.32183,4,1454,201328.937547412,36406.300703607,31770.8482827154,41041.7531244985,7.27595761418343e-12
"2002_Oregon_RaMCONsw_fiw",2002,"RaMCONsw_fiw","A","Oregon","A",0.175017345167236,143620.458794286,1.19655338282659e-05,748079409.768531,6,1454,1160875.94781424,169435.980973749,143620.458794286,195251.514761971,0
