"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",4.00311
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",346.9362
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",28.46656
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",14.455675
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",402.97974
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",15.56765
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",460.80244
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",70.499215
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",20.01555
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",663.18189
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",9.562985
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",307.572285
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",12.45412
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.556765
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",547.98128
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",42.922235
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1308.349785
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",56.265935
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",16.679625
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1599.687235
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",82.73094
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",413.20991
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",63.16018
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",39.808705
"2003","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",1083.06365
