"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2013","Na0210290","fdw","Na0210290_fdw","A",7107.7442
"2013","Na0210290","fdw","Na0210290_fdw","B",28220.813525
"2013","Na0210290","fdw","Na0210290_fdw","C",1215.833465
"2013","Na0210290","fdw","Na0210290_fdw","D",227.73248
"2013","Na0210290","fdw","Na0210290_fdw","E",20675.17357
"2013","Na0210290","fwo","Na0210290_fwo","A",24879.551045
"2013","Na0210290","fwo","Na0210290_fwo","B",152546.06798
"2013","Na0210290","fwo","Na0210290_fwo","C",22441.87945
"2013","Na0210290","fwo","Na0210290_fwo","D",642.054365
"2013","Na0210290","fwo","Na0210290_fwo","E",15799.38559
"2013","Na0210350","fvg","Na0210350_fvg","A",13247.847755
"2013","Na0210350","fvg","Na0210350_fvg","B",28841.295575
"2013","Na0210350","fvg","Na0210350_fvg","C",2556.20813
"2013","Na0210350","fvg","Na0210350_fvg","D",216.835125
"2013","Na0210350","fvg","Na0210350_fvg","E",48246.3713
"2013","Na0710270","fdd","Na0710270_fdd","A",56968.036015
"2013","Na0710270","fdd","Na0710270_fdd","B",1145087.39155
"2013","Na0710270","fdd","Na0710270_fdd","C",164352.12895
"2013","Na0710270","fdd","Na0710270_fdd","D",5230.952795
"2013","Na0710270","fdd","Na0710270_fdd","E",31629.46169
"2013","Na0710411","fmt","Na0710411_fmt","A",13715.98923
"2013","Na0710411","fmt","Na0710411_fmt","B",191029.74357
"2013","Na0710411","fmt","Na0710411_fmt","C",86109.12005
"2013","Na0710411","fmt","Na0710411_fmt","D",15186.687365
"2013","Na0710411","fmt","Na0710411_fmt","E",197561.262325
"2013","Na0710412","fmc","Na0710412_fmc","A",47674.37136
"2013","Na0710412","fmc","Na0710412_fmc","B",211243.447515
"2013","Na0710412","fmc","Na0710412_fmc","C",19825.847065
"2013","Na0710412","fmc","Na0710412_fmc","D",21827.62446
"2013","Na0710412","fmc","Na0710412_fmc","E",532465.892825
"2013","Na0710412","fmh","Na0710412_fmh","A",114220.73763
"2013","Na0710412","fmh","Na0710412_fmh","B",468624.294545
"2013","Na0710412","fmh","Na0710412_fmh","C",78353.76161
"2013","Na0710412","fmh","Na0710412_fmh","D",102997.79635
"2013","Na0710412","fmh","Na0710412_fmh","E",655844.856555
"2013","Na0710412","fmi","Na0710412_fmi","A",8435.88714
"2013","Na0710412","fmi","Na0710412_fmi","B",37439.75346
"2013","Na0710412","fmi","Na0710412_fmi","C",4052.92648
"2013","Na0710412","fmi","Na0710412_fmi","D",4741.01661
"2013","Na0710412","fmi","Na0710412_fmi","E",52994.50455
"2013","Na1010471","frn","Na1010471_frn","A",23777.806215
"2013","Na1010471","frn","Na1010471_frn","B",461492.75408
"2013","Na1010471","frn","Na1010471_frn","C",165060.23463
"2013","Na1010471","frn","Na1010471_frn","D",1073.27827
"2013","Na1010471","frn","Na1010471_frn","E",34595.543805
"2013","R1RFWF","fcw","R1RFWF_fcw","A",3509.83789
"2013","R1RFWF","fcw","R1RFWF_fcw","B",64500.554665
"2013","R1RFWF","fcw","R1RFWF_fcw","C",4789.05393
"2013","R1RFWF","fcw","R1RFWF_fcw","D",2501.276565
"2013","R1RFWF","fcw","R1RFWF_fcw","E",74254.13218
"2013","R1RFWF","frm","R1RFWF_frm","A",45.590975
"2013","R1RFWF","frm","R1RFWF_frm","B",1742.909615
"2013","R1RFWF","frm","R1RFWF_frm","C",78.950225
"2013","R1RFWF","frm","R1RFWF_frm","D",77.171065
"2013","R1RFWF","frm","R1RFWF_frm","E",1857.88783
"2013","RaABAMlw","fsi","RaABAMlw_fsi","A",82834.57607
"2013","RaABAMlw","fsi","RaABAMlw_fsi","B",1127446.797755
"2013","RaABAMlw","fsi","RaABAMlw_fsi","C",198538.021165
"2013","RaABAMlw","fsi","RaABAMlw_fsi","D",23789.59315
"2013","RaABAMlw","fsi","RaABAMlw_fsi","E",870377.748515
"2013","RaABAMlw","fsw","RaABAMlw_fsw","A",9608.131185
"2013","RaABAMlw","fsw","RaABAMlw_fsw","B",140751.12676
"2013","RaABAMlw","fsw","RaABAMlw_fsw","C",22333.573085
"2013","RaABAMlw","fsw","RaABAMlw_fsw","D",6520.843795
"2013","RaABAMlw","fsw","RaABAMlw_fsw","E",126192.70527
"2013","RaABAMlw","fwc","RaABAMlw_fwc","A",26250.838615
"2013","RaABAMlw","fwc","RaABAMlw_fwc","B",204191.746855
"2013","RaABAMlw","fwc","RaABAMlw_fwc","C",27216.922495
"2013","RaABAMlw","fwc","RaABAMlw_fwc","D",6092.066235
