"YEAR","STATE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2015","Oregon","Na0210290","fdw","Na0210290_fdw","A",6668.73647
"2015","Oregon","Na0210290","fdw","Na0210290_fdw","B",27989.077935
"2015","Oregon","Na0210290","fdw","Na0210290_fdw","C",1282.551965
"2015","Oregon","Na0210290","fdw","Na0210290_fdw","D",234.40433
"2015","Oregon","Na0210290","fdw","Na0210290_fdw","E",21272.52654
"2015","Oregon","Na0210290","fwo","Na0210290_fwo","A",26030.222775
"2015","Oregon","Na0210290","fwo","Na0210290_fwo","B",151264.405595
"2015","Oregon","Na0210290","fwo","Na0210290_fwo","C",22528.391105
"2015","Oregon","Na0210290","fwo","Na0210290_fwo","D",788.835065
"2015","Oregon","Na0210290","fwo","Na0210290_fwo","E",15697.08389
"2015","Oregon","Na0210350","fvg","Na0210350_fvg","A",12414.756085
"2015","Oregon","Na0210350","fvg","Na0210350_fvg","B",29194.68123
"2015","Oregon","Na0210350","fvg","Na0210350_fvg","C",2419.435205
"2015","Oregon","Na0210350","fvg","Na0210350_fvg","D",217.50231
"2015","Oregon","Na0210350","fvg","Na0210350_fvg","E",48862.183055
"2015","Oregon","Na0710270","fdd","Na0710270_fdd","A",64573.945015
"2015","Oregon","Na0710270","fdd","Na0710270_fdd","B",1131296.010415
"2015","Oregon","Na0710270","fdd","Na0710270_fdd","C",168969.04915
"2015","Oregon","Na0710270","fdd","Na0710270_fdd","D",6166.790955
"2015","Oregon","Na0710270","fdd","Na0710270_fdd","E",32262.175465
"2015","Oregon","Na0710412","fmc","Na0710412_fmc","A",20376.941875
"2015","Oregon","Na0710412","fmc","Na0710412_fmc","B",75189.303155
"2015","Oregon","Na0710412","fmc","Na0710412_fmc","C",6900.249665
"2015","Oregon","Na0710412","fmc","Na0710412_fmc","D",5508.72415
"2015","Oregon","Na0710412","fmc","Na0710412_fmc","E",188265.81851
"2015","Oregon","Na0710412","fmh","Na0710412_fmh","A",42185.21797
"2015","Oregon","Na0710412","fmh","Na0710412_fmh","B",214314.50007
"2015","Oregon","Na0710412","fmh","Na0710412_fmh","C",29231.821195
"2015","Oregon","Na0710412","fmh","Na0710412_fmh","D",34260.39454
"2015","Oregon","Na0710412","fmh","Na0710412_fmh","E",342583.262665
"2015","Oregon","Na0710412","fmi","Na0710412_fmi","A",6772.594935
"2015","Oregon","Na0710412","fmi","Na0710412_fmi","B",22928.9245
"2015","Oregon","Na0710412","fmi","Na0710412_fmi","C",3234.51288
"2015","Oregon","Na0710412","fmi","Na0710412_fmi","D",3861.22199
"2015","Oregon","Na0710412","fmi","Na0710412_fmi","E",33483.124015
"2015","Oregon","R1RFWF","fcw","R1RFWF_fcw","A",3897.24998
"2015","Oregon","R1RFWF","fcw","R1RFWF_fcw","B",63421.938915
"2015","Oregon","R1RFWF","fcw","R1RFWF_fcw","C",4555.53918
"2015","Oregon","R1RFWF","fcw","R1RFWF_fcw","D",2384.741585
"2015","Oregon","R1RFWF","fcw","R1RFWF_fcw","E",75295.38557
"2015","Oregon","R1RFWF","frm","R1RFWF_frm","A",38.25194
"2015","Oregon","R1RFWF","frm","R1RFWF_frm","B",1749.80386
"2015","Oregon","R1RFWF","frm","R1RFWF_frm","C",75.6143
"2015","Oregon","R1RFWF","frm","R1RFWF_frm","D",66.940895
"2015","Oregon","R1RFWF","frm","R1RFWF_frm","E",1871.898715
"2015","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","A",38667.81865
"2015","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","B",438234.24019
"2015","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","C",74874.391835
"2015","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","D",18904.01979
"2015","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","E",364888.81398
"2015","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","A",8908.031725
"2015","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","B",141916.92135
"2015","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","C",21011.212415
"2015","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","D",6851.54516
"2015","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","E",126713.776755
"2015","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","A",3004.778845
"2015","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","B",38575.969515
"2015","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","C",6688.529625
"2015","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","D",2779.715105
"2015","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","E",40771.008165
"2015","Oregon","RaABAMup","fsi","RaABAMup_fsi","A",7780.044285
"2015","Oregon","RaABAMup","fsi","RaABAMup_fsi","B",16921.59076
"2015","Oregon","RaABAMup","fsi","RaABAMup_fsi","C",4050.924925
