"YEAR","STATE","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2004","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_HUC10null","A",22.2395
"2004","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_HUC10null","B",116.757375
"2004","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_HUC10null","C",139.66406
"2004","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_HUC10null","D",549.538045
"2004","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_HUC10null","E",366.729355
"2004","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_HUC8null","A",1.77916
"2004","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_HUC8null","B",39.363915
"2004","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_HUC8null","C",12.89891
"2004","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_HUC8null","D",14.23328
"2004","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","RaDFHEdy_fwi_HUC8null","E",17.569205
"2004","Oregon","eastside","RaSSHE","fss","RaSSHE_fss","RaSSHE_fss_ZoneNull","A",58.934675
"2004","Oregon","eastside","RaSSHE","fss","RaSSHE_fss","RaSSHE_fss_ZoneNull","B",1033.914355
"2004","Oregon","eastside","RaSSHE","fss","RaSSHE_fss","RaSSHE_fss_ZoneNull","D",1585.23156
"2004","Oregon","eastside","RaSSHE","fss","RaSSHE_fss","RaSSHE_fss_ZoneNull","E",842.87705
"2004","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","RaDFHEwt_fwn_ZoneNull","A",20.682735
"2004","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","RaDFHEwt_fwn_ZoneNull","B",305.348335
"2004","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","RaDFHEwt_fwn_ZoneNull","C",95.407455
"2004","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","RaDFHEwt_fwn_ZoneNull","D",169.0202
"2004","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","RaDFHEwt_fwn_ZoneNull","E",167.463435
"2004","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","RaDFHEwt_fww_ZoneNull","B",1.556765
"2004","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","RaDFHEwt_fww_ZoneNull","C",0.222395
"2004","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","RaDFHEwt_fww_ZoneNull","D",0.44479
