"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2008","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",208.60651
"2008","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3911.92805
"2008","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",223.72937
"2008","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",95.62985
"2008","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5206.26695
"2008","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24378.05032
"2008","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",151093.82863
"2008","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",24501.479545
"2008","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",623.59558
"2008","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",15711.984355
"2008","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",330.701365
"2008","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",549.982835
"2008","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",242.41055
"2008","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",26.909795
"2008","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",810.629775
"2008","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",56326.42644
"2008","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1130117.09452
"2008","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",181360.676155
"2008","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",5142.439585
"2008","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30321.3343
"2008","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1086.844365
"2008","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2796.39473
"2008","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",323.139935
"2008","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",773.267415
"2008","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11659.72506
"2008","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",24859.75789
"2008","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",218056.740735
"2008","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",18700.528365
"2008","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",31498.24864
"2008","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",368817.421655
"2008","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4745.01972
"2008","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",14279.09337
"2008","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",2064.047995
"2008","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3497.606165
"2008","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",23972.624235
"2008","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",2675.189455
"2008","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",66034.190585
"2008","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5027.90616
"2008","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",1667.51771
"2008","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",73880.06379
"2008","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",35.360805
"2008","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1648.169345
"2008","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",87.17884
"2008","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",66.7185
"2008","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1965.08222
"2008","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",9996.432855
"2008","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",52412.496835
"2008","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17614.795975
"2008","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2266.20505
"2008","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",52727.63055
"2008","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2058.265725
"2008","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8035.353745
"2008","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2953.627995
"2008","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",267.541185
