"YEAR","STATE","sclass","AREA_TOTAL"
"2002","Oregon","A",3113283.14155
"2002","Oregon","B",11517557.499485
"2002","Oregon","C",4798399.41269
"2002","Oregon","D",829635.429305
"2002","Oregon","E",7369196.2099
"2002","Washington","A",2617268.9012
"2002","Washington","B",10617663.708965
"2002","Washington","C",3268674.97595
"2002","Washington","D",430894.982795
"2002","Washington","E",5448837.846795
