"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2011","Na0210290","fdw","Na0210290_fdw","A",7221.388045
"2011","Na0210290","fdw","Na0210290_fdw","B",28653.149405
"2011","Na0210290","fdw","Na0210290_fdw","C",1321.47109
"2011","Na0210290","fdw","Na0210290_fdw","D",225.286135
"2011","Na0210290","fdw","Na0210290_fdw","E",20026.002565
"2011","Na0210290","fwo","Na0210290_fwo","A",24086.71287
"2011","Na0210290","fwo","Na0210290_fwo","B",152654.59674
"2011","Na0210290","fwo","Na0210290_fwo","C",23122.185755
"2011","Na0210290","fwo","Na0210290_fwo","D",616.47894
"2011","Na0210290","fwo","Na0210290_fwo","E",15828.964125
"2011","Na0210350","fvg","Na0210350_fvg","A",13569.875715
"2011","Na0210350","fvg","Na0210350_fvg","B",28612.89591
"2011","Na0210350","fvg","Na0210350_fvg","C",2819.07902
"2011","Na0210350","fvg","Na0210350_fvg","D",220.17105
"2011","Na0210350","fvg","Na0210350_fvg","E",47886.53619
"2011","Na0710270","fdd","Na0710270_fdd","A",54027.974115
"2011","Na0710270","fdd","Na0710270_fdd","B",1144647.716635
"2011","Na0710270","fdd","Na0710270_fdd","C",169109.825185
"2011","Na0710270","fdd","Na0710270_fdd","D",4932.053915
"2011","Na0710270","fdd","Na0710270_fdd","E",30550.40115
"2011","Na0710411","fmt","Na0710411_fmt","A",13350.81664
"2011","Na0710411","fmt","Na0710411_fmt","B",189541.92102
"2011","Na0710411","fmt","Na0710411_fmt","C",88211.419985
"2011","Na0710411","fmt","Na0710411_fmt","D",15148.65782
"2011","Na0710411","fmt","Na0710411_fmt","E",197349.987075
"2011","Na0710412","fmc","Na0710412_fmc","A",46721.408785
"2011","Na0710412","fmc","Na0710412_fmc","B",209840.579855
"2011","Na0710412","fmc","Na0710412_fmc","C",20104.508
"2011","Na0710412","fmc","Na0710412_fmc","D",23322.11886
"2011","Na0710412","fmc","Na0710412_fmc","E",533048.567725
"2011","Na0710412","fmh","Na0710412_fmh","A",104095.98286
"2011","Na0710412","fmh","Na0710412_fmh","B",472233.98779
"2011","Na0710412","fmh","Na0710412_fmh","C",67975.03175
"2011","Na0710412","fmh","Na0710412_fmh","D",101007.3611
"2011","Na0710412","fmh","Na0710412_fmh","E",674729.08319
"2011","Na0710412","fmi","Na0710412_fmi","A",8190.36306
"2011","Na0710412","fmi","Na0710412_fmi","B",37102.15785
"2011","Na0710412","fmi","Na0710412_fmi","C",3682.638805
"2011","Na0710412","fmi","Na0710412_fmi","D",4638.27012
"2011","Na0710412","fmi","Na0710412_fmi","E",54050.658405
"2011","Na1010471","frn","Na1010471_frn","A",21651.93241
"2011","Na1010471","frn","Na1010471_frn","B",468838.683325
"2011","Na1010471","frn","Na1010471_frn","C",160193.120055
"2011","Na1010471","frn","Na1010471_frn","D",1157.34358
"2011","Na1010471","frn","Na1010471_frn","E",34158.53763
"2011","R1RFWF","fcw","R1RFWF_fcw","A",4032.91093
"2011","R1RFWF","fcw","R1RFWF_fcw","B",65244.46594
"2011","R1RFWF","fcw","R1RFWF_fcw","C",4822.41318
"2011","R1RFWF","fcw","R1RFWF_fcw","D",2387.410325
"2011","R1RFWF","fcw","R1RFWF_fcw","E",73067.654855
"2011","R1RFWF","frm","R1RFWF_frm","A",51.59564
"2011","R1RFWF","frm","R1RFWF_frm","B",1693.76032
"2011","R1RFWF","frm","R1RFWF_frm","C",89.625185
"2011","R1RFWF","frm","R1RFWF_frm","D",86.28926
"2011","R1RFWF","frm","R1RFWF_frm","E",1881.239305
"2011","RaABAMlw","fsi","RaABAMlw_fsi","A",82446.052005
"2011","RaABAMlw","fsi","RaABAMlw_fsi","B",1120297.91048
"2011","RaABAMlw","fsi","RaABAMlw_fsi","C",207742.505425
"2011","RaABAMlw","fsi","RaABAMlw_fsi","D",23090.605665
"2011","RaABAMlw","fsi","RaABAMlw_fsi","E",869409.66308
"2011","RaABAMlw","fsw","RaABAMlw_fsw","A",9864.99741
"2011","RaABAMlw","fsw","RaABAMlw_fsw","B",139223.940295
"2011","RaABAMlw","fsw","RaABAMlw_fsw","C",24078.26186
"2011","RaABAMlw","fsw","RaABAMlw_fsw","D",6258.417695
"2011","RaABAMlw","fsw","RaABAMlw_fsw","E",125980.762835
"2011","RaABAMlw","fwc","RaABAMlw_fwc","A",26599.998765
"2011","RaABAMlw","fwc","RaABAMlw_fwc","B",202759.967845
"2011","RaABAMlw","fwc","RaABAMlw_fwc","C",28076.256775
"2011","RaABAMlw","fwc","RaABAMlw_fwc","D",6077.388165
"2011","RaABAMlw","fwc","RaABAMlw_fwc","E",118303.90983
"2011","RaABAMup","fsi","RaABAMup_fsi","A",7070.159445
"2011","RaABAMup","fsi","RaABAMup_fsi","B",17504.71045
"2011","RaABAMup","fsi","RaABAMup_fsi","C",3592.12404
"2011","RaABAMup","fsi","RaABAMup_fsi","D",4851.546925
"2011","RaABAMup","fsi","RaABAMup_fsi","E",16066.926775
"2011","RaABAMup","fst","RaABAMup_fst","A",52636.4486
"2011","RaABAMup","fst","RaABAMup_fst","B",736656.527705
"2011","RaABAMup","fst","RaABAMup_fst","C",70082.44677
"2011","RaABAMup","fst","RaABAMup_fst","D",3379.292025
"2011","RaABAMup","fst","RaABAMup_fst","E",603587.14664
"2011","RaABAMup","fsw","RaABAMup_fsw","A",21.34992
"2011","RaABAMup","fsw","RaABAMup_fsw","B",366.729355
"2011","RaABAMup","fsw","RaABAMup_fsw","C",50.928455
"2011","RaABAMup","fsw","RaABAMup_fsw","D",6.22706
"2011","RaABAMup","fsw","RaABAMup_fsw","E",64.93934
"2011","RaABLA","faf","RaABLA_faf","A",9156.44694
"2011","RaABLA","faf","RaABLA_faf","B",80895.958855
"2011","RaABLA","faf","RaABLA_faf","C",3022.34805
"2011","RaABLA","faf","RaABLA_faf","D",3.55832
"2011","RaABLA","faf","RaABLA_faf","E",78523.448995
"2011","RaDFHEdy","fdg","RaDFHEdy_fdg","A",217333.73459
"2011","RaDFHEdy","fdg","RaDFHEdy_fdg","B",705615.967975
"2011","RaDFHEdy","fdg","RaDFHEdy_fdg","C",180777.111675
"2011","RaDFHEdy","fdg","RaDFHEdy_fdg","D",24503.4811
"2011","RaDFHEdy","fdg","RaDFHEdy_fdg","E",352413.34406
"2011","RaDFHEdy","fwi","RaDFHEdy_fwi","A",676726.412685
"2011","RaDFHEdy","fwi","RaDFHEdy_fwi","B",2770266.43103
"2011","RaDFHEdy","fwi","RaDFHEdy_fwi","C",550967.377665
"2011","RaDFHEdy","fwi","RaDFHEdy_fwi","D",156012.983635
"2011","RaDFHEdy","fwi","RaDFHEdy_fwi","E",1774347.594595
"2011","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2268.206605
"2011","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39353.907225
"2011","RaDFHEdy","fwx","RaDFHEdy_fwx","C",19116.62941
"2011","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6118.308845
"2011","RaDFHEdy","fwx","RaDFHEdy_fwx","E",43932.79788
"2011","RaDFHEwt","fdm","RaDFHEwt_fdm","A",10435.66298
"2011","RaDFHEwt","fdm","RaDFHEwt_fdm","B",56445.63016
"2011","RaDFHEwt","fdm","RaDFHEwt_fdm","C",11774.92567
"2011","RaDFHEwt","fdm","RaDFHEwt_fdm","D",4934.50026
"2011","RaDFHEwt","fdm","RaDFHEwt_fdm","E",59467.97821
"2011","RaDFHEwt","fhc","RaDFHEwt_fhc","A",13889.679725
"2011","RaDFHEwt","fhc","RaDFHEwt_fhc","B",66284.162565
"2011","RaDFHEwt","fhc","RaDFHEwt_fhc","C",4825.749105
"2011","RaDFHEwt","fhc","RaDFHEwt_fhc","D",5064.37894
"2011","RaDFHEwt","fhc","RaDFHEwt_fhc","E",46098.257995
"2011","RaDFHEwt","fwc","RaDFHEwt_fwc","A",51.15085
"2011","RaDFHEwt","fwc","RaDFHEwt_fwc","B",210.38567
"2011","RaDFHEwt","fwc","RaDFHEwt_fwc","C",18.903575
"2011","RaDFHEwt","fwc","RaDFHEwt_fwc","D",4.225505
"2011","RaDFHEwt","fwc","RaDFHEwt_fwc","E",80.729385
"2011","RaDFHEwt","fwm","RaDFHEwt_fwm","A",202186.188745
"2011","RaDFHEwt","fwm","RaDFHEwt_fwm","B",1034607.33782
"2011","RaDFHEwt","fwm","RaDFHEwt_fwm","C",178101.255035
"2011","RaDFHEwt","fwm","RaDFHEwt_fwm","D",48517.6932
"2011","RaDFHEwt","fwm","RaDFHEwt_fwm","E",740352.287815
"2011","RaDFHEwt","fwn","RaDFHEwt_fwn","A",325109.46512
"2011","RaDFHEwt","fwn","RaDFHEwt_fwn","B",1472786.201655
"2011","RaDFHEwt","fwn","RaDFHEwt_fwn","C",248519.29586
"2011","RaDFHEwt","fwn","RaDFHEwt_fwn","D",152190.458375
"2011","RaDFHEwt","fwn","RaDFHEwt_fwn","E",800118.49772
"2011","RaDFHEwt","fww","RaDFHEwt_fww","A",65836.03664
"2011","RaDFHEwt","fww","RaDFHEwt_fww","B",386963.74168
"2011","RaDFHEwt","fww","RaDFHEwt_fww","C",82656.21528
"2011","RaDFHEwt","fww","RaDFHEwt_fww","D",58843.93784
"2011","RaDFHEwt","fww","RaDFHEwt_fww","E",328574.156825
"2011","RaDFWV","fwx","RaDFWV_fwx","A",188825.141935
"2011","RaDFWV","fwx","RaDFWV_fwx","B",374331.26089
"2011","RaDFWV","fwx","RaDFWV_fwx","C",72699.59113
"2011","RaDFWV","fwx","RaDFWV_fwx","D",22099.168755
"2011","RaDFWV","fwx","RaDFWV_fwx","E",616854.120365
"2011","RaMCONdy","fdd","RaMCONdy_fdd","A",502013.790265
"2011","RaMCONdy","fdd","RaMCONdy_fdd","B",2436233.811325
"2011","RaMCONdy","fdd","RaMCONdy_fdd","C",979483.17875
"2011","RaMCONdy","fdd","RaMCONdy_fdd","D",17693.523805
"2011","RaMCONdy","fdd","RaMCONdy_fdd","E",312773.436865
"2011","RaMCONdy","fdg","RaMCONdy_fdg","A",97491.518545
"2011","RaMCONdy","fdg","RaMCONdy_fdg","B",534640.471135
"2011","RaMCONdy","fdg","RaMCONdy_fdg","C",295071.239655
"2011","RaMCONdy","fdg","RaMCONdy_fdg","D",9553.866805
"2011","RaMCONdy","fdg","RaMCONdy_fdg","E",112658.63515
"2011","RaMCONdy","fdx","RaMCONdy_fdx","A",737.684215
"2011","RaMCONdy","fdx","RaMCONdy_fdx","B",1790.72454
"2011","RaMCONdy","fdx","RaMCONdy_fdx","C",946.735515
"2011","RaMCONdy","fdx","RaMCONdy_fdx","D",90.959555
"2011","RaMCONdy","fdx","RaMCONdy_fdx","E",1030.57843
"2011","RaMCONdy","fmd","RaMCONdy_fmd","A",291927.24154
"2011","RaMCONdy","fmd","RaMCONdy_fmd","B",897527.95251
"2011","RaMCONdy","fmd","RaMCONdy_fmd","C",555188.21237
"2011","RaMCONdy","fmd","RaMCONdy_fmd","D",28219.923945
"2011","RaMCONdy","fmd","RaMCONdy_fmd","E",277631.69094
"2011","RaMCONdy","fmx","RaMCONdy_fmx","A",63229.789635
"2011","RaMCONdy","fmx","RaMCONdy_fmx","B",292109.383045
"2011","RaMCONdy","fmx","RaMCONdy_fmx","C",176788.679745
"2011","RaMCONdy","fmx","RaMCONdy_fmx","D",5816.96362
"2011","RaMCONdy","fmx","RaMCONdy_fmx","E",58225.012555
"2011","RaMCONms","fcm","RaMCONms_fcm","A",240296.240735
"2011","RaMCONms","fcm","RaMCONms_fcm","B",647669.171565
"2011","RaMCONms","fcm","RaMCONms_fcm","C",933283.73103
"2011","RaMCONms","fcm","RaMCONms_fcm","D",92383.550185
"2011","RaMCONms","fcm","RaMCONms_fcm","E",290335.115735
"2011","RaMCONms","fmm","RaMCONms_fmm","A",147414.748145
"2011","RaMCONms","fmm","RaMCONms_fmm","B",663615.11546
"2011","RaMCONms","fmm","RaMCONms_fmm","C",587803.77349
"2011","RaMCONms","fmm","RaMCONms_fmm","D",23632.804675
"2011","RaMCONms","fmm","RaMCONms_fmm","E",347103.663435
"2011","RaMCONsw","fdm","RaMCONsw_fdm","A",15324.572265
"2011","RaMCONsw","fdm","RaMCONsw_fdm","B",151741.44287
"2011","RaMCONsw","fdm","RaMCONsw_fdm","C",12795.27393
"2011","RaMCONsw","fdm","RaMCONsw_fdm","D",1687.08847
"2011","RaMCONsw","fdm","RaMCONsw_fdm","E",71074.550865
"2011","RaMCONsw","fiw","RaMCONsw_fiw","A",27089.49016
"2011","RaMCONsw","fiw","RaMCONsw_fiw","B",603574.24773
"2011","RaMCONsw","fiw","RaMCONsw_fiw","C",129943.17455
"2011","RaMCONsw","fiw","RaMCONsw_fiw","D",20058.472235
"2011","RaMCONsw","fiw","RaMCONsw_fiw","E",430853.617325
"2011","RaMCONsw","fvw","RaMCONsw_fvw","A",10954.28812
"2011","RaMCONsw","fvw","RaMCONsw_fvw","B",63447.95913
"2011","RaMCONsw","fvw","RaMCONsw_fvw","C",6234.17664
"2011","RaMCONsw","fvw","RaMCONsw_fvw","D",983.43069
"2011","RaMCONsw","fvw","RaMCONsw_fvw","E",32829.06032
"2011","RaMEVG","ftd","RaMEVG_ftd","A",47212.901735
"2011","RaMEVG","ftd","RaMEVG_ftd","B",147400.73726
"2011","RaMEVG","ftd","RaMEVG_ftd","C",29328.11823
"2011","RaMEVG","ftd","RaMEVG_ftd","D",9378.619545
"2011","RaMEVG","ftd","RaMEVG_ftd","E",197148.497205
"2011","RaMEVG","fuc","RaMEVG_fuc","A",58300.182065
"2011","RaMEVG","fuc","RaMEVG_fuc","B",10738.56497
"2011","RaMEVG","fuc","RaMEVG_fuc","C",12859.546085
"2011","RaMEVG","fuc","RaMEVG_fuc","D",4847.32142
"2011","RaMEVG","fuc","RaMEVG_fuc","E",22162.55133
"2011","RaOAPI","fop","RaOAPI_fop","A",13421.09346
"2011","RaOAPI","fop","RaOAPI_fop","B",18180.124065
"2011","RaOAPI","fop","RaOAPI_fop","C",5004.109895
"2011","RaOAPI","fop","RaOAPI_fop","D",12680.07332
"2011","RaOAPI","fop","RaOAPI_fop","E",34791.696195
"2011","RaPICOpu","fld","RaPICOpu_fld","A",75144.379365
"2011","RaPICOpu","fld","RaPICOpu_fld","B",118358.841395
"2011","RaPICOpu","fld","RaPICOpu_fld","C",125104.30414
"2011","RaPICOpu","fld","RaPICOpu_fld","D",13137.31744
"2011","RaPICOpu","fld","RaPICOpu_fld","E",25588.546305
"2011","RaPICOpu","flp","RaPICOpu_flp","A",201.267475
"2011","RaPICOpu","flp","RaPICOpu_flp","B",17949.722845
"2011","RaPICOpu","flp","RaPICOpu_flp","C",1817.634335
"2011","RaPICOpu","flp","RaPICOpu_flp","D",29.35614
"2011","RaPICOpu","flp","RaPICOpu_flp","E",4916.931055
"2011","RaPICOpu","flw","RaPICOpu_flw","A",10835.97398
"2011","RaPICOpu","flw","RaPICOpu_flw","B",31678.166195
"2011","RaPICOpu","flw","RaPICOpu_flw","C",20227.047645
"2011","RaPICOpu","flw","RaPICOpu_flw","D",3842.763205
"2011","RaPICOpu","flw","RaPICOpu_flw","E",8770.81401
"2011","RaPIJEsp","fjp","RaPIJEsp_fjp","A",26678.05941
"2011","RaPIJEsp","fjp","RaPIJEsp_fjp","B",20564.42086
"2011","RaPIJEsp","fjp","RaPIJEsp_fjp","C",15992.646845
"2011","RaPIJEsp","fjp","RaPIJEsp_fjp","D",2001.11021
"2011","RaPIJEsp","fjp","RaPIJEsp_fjp","E",16560.86607
"2011","RaPIPOm","fdp","RaPIPOm_fdp","A",159164.09839
"2011","RaPIPOm","fdp","RaPIPOm_fdp","B",544707.18081
"2011","RaPIPOm","fdp","RaPIPOm_fdp","C",100090.426515
"2011","RaPIPOm","fdp","RaPIPOm_fdp","D",6860.218565
"2011","RaPIPOm","fdp","RaPIPOm_fdp","E",237901.936165
"2011","RaPIPOm","fpd","RaPIPOm_fpd","A",119980.545735
"2011","RaPIPOm","fpd","RaPIPOm_fpd","B",218039.61632
"2011","RaPIPOm","fpd","RaPIPOm_fpd","C",73645.65946
"2011","RaPIPOm","fpd","RaPIPOm_fpd","D",42243.93025
"2011","RaPIPOm","fpd","RaPIPOm_fpd","E",154207.35863
"2011","RaPIPOm","fpl","RaPIPOm_fpl","A",117222.402945
"2011","RaPIPOm","fpl","RaPIPOm_fpl","B",465249.672815
"2011","RaPIPOm","fpl","RaPIPOm_fpl","C",109443.025845
"2011","RaPIPOm","fpl","RaPIPOm_fpl","D",53268.0504
"2011","RaPIPOm","fpl","RaPIPOm_fpl","E",217586.597705
"2011","RaPIPOxe","fpd","RaPIPOxe_fpd","A",97689.894885
