"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2003","eastside","Na0210290","fdw","Na0210290_fdw","A",316.24569
"2003","eastside","Na0210290","fdw","Na0210290_fdw","B",3681.749225
"2003","eastside","Na0210290","fdw","Na0210290_fdw","C",294.00619
"2003","eastside","Na0210290","fdw","Na0210290_fdw","D",110.75271
"2003","eastside","Na0210290","fdw","Na0210290_fdw","E",5243.406915
"2003","eastside","Na0210290","fwo","Na0210290_fwo","A",24142.31162
"2003","eastside","Na0210290","fwo","Na0210290_fwo","B",148100.614325
"2003","eastside","Na0210290","fwo","Na0210290_fwo","C",27069.697005
"2003","eastside","Na0210290","fwo","Na0210290_fwo","D",615.366965
"2003","eastside","Na0210290","fwo","Na0210290_fwo","E",16380.948515
"2003","eastside","Na0210350","fvg","Na0210350_fvg","A",275.102615
"2003","eastside","Na0210350","fvg","Na0210350_fvg","B",525.29699
"2003","eastside","Na0210350","fvg","Na0210350_fvg","C",249.97198
"2003","eastside","Na0210350","fvg","Na0210350_fvg","D",32.02488
"2003","eastside","Na0210350","fvg","Na0210350_fvg","E",878.237855
"2003","eastside","Na0710270","fdd","Na0710270_fdd","A",62090.90484
"2003","eastside","Na0710270","fdd","Na0710270_fdd","B",1114956.87216
"2003","eastside","Na0710270","fdd","Na0710270_fdd","C",188603.191725
"2003","eastside","Na0710270","fdd","Na0710270_fdd","D",6360.719395
"2003","eastside","Na0710270","fdd","Na0710270_fdd","E",31256.28288
"2003","eastside","Na0710412","fmc","Na0710412_fmc","A",1018.5691
"2003","eastside","Na0710412","fmc","Na0710412_fmc","B",2862.001255
"2003","eastside","Na0710412","fmc","Na0710412_fmc","C",346.04662
"2003","eastside","Na0710412","fmc","Na0710412_fmc","D",784.387165
"2003","eastside","Na0710412","fmc","Na0710412_fmc","E",11628.367365
"2003","eastside","Na0710412","fmh","Na0710412_fmh","A",79840.916975
"2003","eastside","Na0710412","fmh","Na0710412_fmh","B",473914.40441
"2003","eastside","Na0710412","fmh","Na0710412_fmh","C",55789.12012
"2003","eastside","Na0710412","fmh","Na0710412_fmh","D",95158.3726
