"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",4.00311
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",378.96108
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",13.3437
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",6.67185
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",393.861545
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",9.34059
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",517.068375
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",31.357695
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",13.566095
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",658.73399
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",4.225505
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",304.23636
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",4.4479
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.111975
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",565.105695
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",19.348365
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1351.27202
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",23.57387
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",14.23328
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1615.47728
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",211.72004
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",377.404315
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",116.757375
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",116.312585
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",859.77907
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",14.010885
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",254.86467
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",10.007775
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",1.33437
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",156.343685
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",103.63607
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",647.391845
"2010","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",41.143075
