"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2009","eastside","Na0210290","fdw","Na0210290_fdw","A",398.309445
"2009","eastside","Na0210290","fdw","Na0210290_fdw","B",3830.309085
"2009","eastside","Na0210290","fdw","Na0210290_fdw","C",242.41055
"2009","eastside","Na0210290","fdw","Na0210290_fdw","D",146.113515
"2009","eastside","Na0210290","fdw","Na0210290_fdw","E",5029.018135
"2009","eastside","Na0210290","fwo","Na0210290_fwo","A",24191.016125
"2009","eastside","Na0210290","fwo","Na0210290_fwo","B",151732.54707
"2009","eastside","Na0210290","fwo","Na0210290_fwo","C",24003.09235
"2009","eastside","Na0210290","fwo","Na0210290_fwo","D",620.92684
"2009","eastside","Na0210290","fwo","Na0210290_fwo","E",15761.356045
"2009","eastside","Na0210350","fvg","Na0210350_fvg","A",342.265905
"2009","eastside","Na0210350","fvg","Na0210350_fvg","B",552.206785
"2009","eastside","Na0210350","fvg","Na0210350_fvg","C",255.087065
"2009","eastside","Na0210350","fvg","Na0210350_fvg","D",19.57076
"2009","eastside","Na0210350","fvg","Na0210350_fvg","E",791.503805
"2009","eastside","Na0710270","fdd","Na0710270_fdd","A",54986.941355
"2009","eastside","Na0710270","fdd","Na0710270_fdd","B",1135648.05817
"2009","eastside","Na0710270","fdd","Na0710270_fdd","C",177380.91763
"2009","eastside","Na0710270","fdd","Na0710270_fdd","D",4943.173665
"2009","eastside","Na0710270","fdd","Na0710270_fdd","E",30308.88018
"2009","eastside","Na0710412","fmc","Na0710412_fmc","A",1057.488225
"2009","eastside","Na0710412","fmc","Na0710412_fmc","B",2829.531585
"2009","eastside","Na0710412","fmc","Na0710412_fmc","C",317.13527
"2009","eastside","Na0710412","fmc","Na0710412_fmc","D",781.49603
"2009","eastside","Na0710412","fmc","Na0710412_fmc","E",11653.720395
"2009","eastside","Na0710412","fmh","Na0710412_fmh","A",101482.619215
"2009","eastside","Na0710412","fmh","Na0710412_fmh","B",471475.62084
"2009","eastside","Na0710412","fmh","Na0710412_fmh","C",66140.71779
"2009","eastside","Na0710412","fmh","Na0710412_fmh","D",100795.19627
"2009","eastside","Na0710412","fmh","Na0710412_fmh","E",679504.79342
"2009","eastside","Na0710412","fmi","Na0710412_fmi","A",4845.98705
"2009","eastside","Na0710412","fmi","Na0710412_fmi","B",14609.12755
"2009","eastside","Na0710412","fmi","Na0710412_fmi","C",2059.3777
"2009","eastside","Na0710412","fmi","Na0710412_fmi","D",3614.141145
"2009","eastside","Na0710412","fmi","Na0710412_fmi","E",23429.75804
"2009","eastside","Na1010471","frn","Na1010471_frn","A",21610.344545
"2009","eastside","Na1010471","frn","Na1010471_frn","B",471804.987835
"2009","eastside","Na1010471","frn","Na1010471_frn","C",157575.086115
"2009","eastside","Na1010471","frn","Na1010471_frn","D",1207.60485
"2009","eastside","Na1010471","frn","Na1010471_frn","E",33801.593655
