"YEAR","STATE","sclass","AREA_TOTAL"
"2017","Oregon","A",2931400.94912
"2017","Oregon","B",11917552.253795
"2017","Oregon","C",4287325.694915
"2017","Oregon","D",1013767.369555
"2017","Oregon","E",7478025.425545
"2017","Washington","A",2654461.573815
"2017","Washington","B",10939807.759155
"2017","Washington","C",2940463.54537
"2017","Washington","D",494587.576425
"2017","Washington","E",5354019.96094
