"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2007","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",224.841345
"2007","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3863.223545
"2007","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",233.292355
"2007","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",99.63296
"2007","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5225.170525
"2007","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24447.88235
"2007","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",150518.492765
"2007","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",24922.02849
"2007","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",613.8102
"2007","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",15806.724625
"2007","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",337.373215
"2007","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",535.749555
"2007","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",249.304795
"2007","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",26.020215
"2007","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",812.18654
"2007","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",57894.088795
"2007","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1126550.32351
"2007","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",183442.96054
"2007","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",5238.959015
"2007","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30141.63914
"2007","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1131.10097
"2007","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2785.052585
"2007","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",326.698255
"2007","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",775.046575
"2007","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11621.47312
"2007","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",24068.698875
"2007","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",218185.50744
"2007","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",17325.682475
"2007","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",31132.63126
"2007","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",371220.177235
"2007","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4536.858
"2007","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",14333.135355
"2007","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",1999.77584
"2007","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3538.971635
"2007","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",24149.650655
"2007","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",2889.578235
"2007","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",65514.89826
"2007","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5210.492455
"2007","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",1769.37462
"2007","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",73900.52413
"2007","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",39.363915
"2007","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1636.604805
"2007","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",90.959555
"2007","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",68.05287
"2007","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1967.528565
"2007","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",10342.479475
"2007","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",51772.888815
"2007","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17746.23142
"2007","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2302.455435
"2007","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",52853.50612
"2007","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2117.2004
"2007","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",7851.655475
"2007","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",3027.907925
"2007","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",271.3219
"2007","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8724.11106
"2007","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",948.514675
"2007","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4100.296615
"2007","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1640.83031
