"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2015","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",300.900435
"2015","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3737.57037
"2015","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",241.298575
"2015","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",193.261255
"2015","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5173.130095
"2015","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",26030.222775
"2015","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",151264.405595
"2015","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",22528.391105
"2015","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",788.835065
"2015","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",15697.08389
"2015","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",281.329675
"2015","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",640.719995
"2015","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",283.108835
"2015","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",28.46656
"2015","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",727.009255
"2015","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",64573.945015
"2015","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1131296.010415
"2015","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",168969.04915
"2015","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",6166.790955
"2015","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",32262.175465
"2015","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1339.70748
"2015","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",3217.833255
"2015","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",427.44319
"2015","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",829.310955
"2015","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",10825.076625
"2015","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",42164.31284
"2015","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",214096.55297
"2015","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",29210.026485
"2015","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",34254.834665
"2015","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",342206.970325
"2015","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",5707.322885
"2015","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",16439.4384
"2015","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",2737.68245
"2015","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3477.145825
"2015","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",20196.801925
"2015","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",3880.570355
"2015","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",63329.867385
"2015","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4553.982415
"2015","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2383.62961
"2015","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",75136.817935
"2015","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",38.25194
"2015","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1749.80386
"2015","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",75.6143
"2015","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",66.940895
"2015","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1871.898715
"2015","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",9922.37532
"2015","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",54868.84961
"2015","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",16608.236205
"2015","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2118.08998
"2015","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",51500.01015
"2015","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1781.606345
"2015","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8808.843555
"2015","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2695.4274
"2015","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",226.175715
"2015","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8480.143745
"2015","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",978.760395
"2015","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4019.789625
"2015","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1603.690345
"2015","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",418.99218
"2015","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4386.296585
"2015","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",52034.870125
"2015","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",195786.550225
"2015","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",47929.68082
"2015","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",24395.174735
"2015","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",171163.19822
"2015","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2589.12259
"2015","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",40189.222845
"2015","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",16420.090035
"2015","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6530.629175
"2015","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",45060.78532
"2015","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",830.86772
"2015","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7208.044345
"2015","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1548.536385
"2015","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",1033.914355
"2015","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",8013.559035
"2015","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",4310.682285
"2015","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13283.65335
"2015","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1326.141385
"2015","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1870.119555
