"YEAR","STATE","sclass","AREA_TOTAL"
"2016","Oregon","A",2855120.79849
"2016","Oregon","B",11978778.042085
"2016","Oregon","C",4306707.64156
"2016","Oregon","D",985641.74109
"2016","Oregon","E",7501823.469705
"2016","Washington","A",2567730.41495
"2016","Washington","B",10986220.92847
"2016","Washington","C",2959379.57449
"2016","Washington","D",491726.46475
"2016","Washington","E",5378283.033045
