"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2015","eastside","Na0210290","fdw","Na0210290_fdw","A",300.900435
"2015","eastside","Na0210290","fdw","Na0210290_fdw","B",3737.57037
"2015","eastside","Na0210290","fdw","Na0210290_fdw","C",241.298575
"2015","eastside","Na0210290","fdw","Na0210290_fdw","D",193.261255
"2015","eastside","Na0210290","fdw","Na0210290_fdw","E",5173.130095
"2015","eastside","Na0210290","fwo","Na0210290_fwo","A",26030.222775
"2015","eastside","Na0210290","fwo","Na0210290_fwo","B",151264.405595
"2015","eastside","Na0210290","fwo","Na0210290_fwo","C",22528.391105
"2015","eastside","Na0210290","fwo","Na0210290_fwo","D",788.835065
"2015","eastside","Na0210290","fwo","Na0210290_fwo","E",15697.08389
"2015","eastside","Na0210350","fvg","Na0210350_fvg","A",281.329675
"2015","eastside","Na0210350","fvg","Na0210350_fvg","B",640.719995
"2015","eastside","Na0210350","fvg","Na0210350_fvg","C",283.108835
"2015","eastside","Na0210350","fvg","Na0210350_fvg","D",28.46656
"2015","eastside","Na0210350","fvg","Na0210350_fvg","E",727.009255
"2015","eastside","Na0710270","fdd","Na0710270_fdd","A",64573.945015
"2015","eastside","Na0710270","fdd","Na0710270_fdd","B",1131296.010415
"2015","eastside","Na0710270","fdd","Na0710270_fdd","C",168969.04915
"2015","eastside","Na0710270","fdd","Na0710270_fdd","D",6166.790955
"2015","eastside","Na0710270","fdd","Na0710270_fdd","E",32262.175465
"2015","eastside","Na0710412","fmc","Na0710412_fmc","A",1339.70748
"2015","eastside","Na0710412","fmc","Na0710412_fmc","B",3217.833255
"2015","eastside","Na0710412","fmc","Na0710412_fmc","C",427.44319
"2015","eastside","Na0710412","fmc","Na0710412_fmc","D",829.310955
"2015","eastside","Na0710412","fmc","Na0710412_fmc","E",10825.076625
"2015","eastside","Na0710412","fmh","Na0710412_fmh","A",116745.143275
"2015","eastside","Na0710412","fmh","Na0710412_fmh","B",471022.157435
"2015","eastside","Na0710412","fmh","Na0710412_fmh","C",80840.5825
"2015","eastside","Na0710412","fmh","Na0710412_fmh","D",106340.83799
"2015","eastside","Na0710412","fmh","Na0710412_fmh","E",644450.226335
"2015","eastside","Na0710412","fmi","Na0710412_fmi","A",5707.322885
"2015","eastside","Na0710412","fmi","Na0710412_fmi","B",16439.4384
"2015","eastside","Na0710412","fmi","Na0710412_fmi","C",2737.68245
"2015","eastside","Na0710412","fmi","Na0710412_fmi","D",3477.145825
"2015","eastside","Na0710412","fmi","Na0710412_fmi","E",20196.801925
"2015","eastside","Na1010471","frn","Na1010471_frn","A",26263.51513
"2015","eastside","Na1010471","frn","Na1010471_frn","B",453307.061315
"2015","eastside","Na1010471","frn","Na1010471_frn","C",170560.285375
"2015","eastside","Na1010471","frn","Na1010471_frn","D",968.30783
"2015","eastside","Na1010471","frn","Na1010471_frn","E",34900.44735
"2015","eastside","R1RFWF","fcw","R1RFWF_fcw","A",3880.570355
"2015","eastside","R1RFWF","fcw","R1RFWF_fcw","B",63329.867385
"2015","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4553.982415
"2015","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2383.62961
"2015","eastside","R1RFWF","fcw","R1RFWF_fcw","E",75136.817935
"2015","eastside","R1RFWF","frm","R1RFWF_frm","A",38.25194
"2015","eastside","R1RFWF","frm","R1RFWF_frm","B",1749.80386
"2015","eastside","R1RFWF","frm","R1RFWF_frm","C",75.6143
"2015","eastside","R1RFWF","frm","R1RFWF_frm","D",66.940895
"2015","eastside","R1RFWF","frm","R1RFWF_frm","E",1871.898715
"2015","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",19748.676
"2015","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",193810.348255
"2015","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",55563.833985
"2015","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",3270.09608
"2015","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",198070.102085
"2015","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1781.606345
"2015","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8808.843555
"2015","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2695.4274
"2015","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",226.39811
"2015","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8484.81404
"2015","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",978.760395
"2015","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4019.789625
"2015","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1603.690345
"2015","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",418.99218
"2015","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4386.296585
"2015","eastside","RaABLA","faf","RaABLA_faf","A",522.405855
"2015","eastside","RaABLA","faf","RaABLA_faf","B",8078.053585
"2015","eastside","RaABLA","faf","RaABLA_faf","C",241.07618
"2015","eastside","RaABLA","faf","RaABLA_faf","D",0.44479
"2015","eastside","RaABLA","faf","RaABLA_faf","E",6530.85157
"2015","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",52208.56062
"2015","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",198729.725655
"2015","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",48687.380585
"2015","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",24482.57597
"2015","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",175180.5415
"2015","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2589.12259
"2015","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",40189.222845
"2015","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",16420.090035
"2015","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6530.629175
"2015","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",45060.78532
"2015","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",830.86772
"2015","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7208.044345
"2015","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1548.536385
"2015","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",1033.914355
"2015","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",8013.559035
"2015","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",4310.682285
"2015","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13283.65335
"2015","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1326.141385
"2015","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1870.119555
"2015","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10521.06266
"2015","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",41348.12319
"2015","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",134809.399545
"2015","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",21060.36171
"2015","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",13633.925475
"2015","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",95849.13147
"2015","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",29910.79313
"2015","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",70386.015945
"2015","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",22493.91988
"2015","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",11480.0299
"2015","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",43130.619115
"2015","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",4860.66512
"2015","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",11474.69242
"2015","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",6655.39277
"2015","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",2361.39011
"2015","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6931.16257
"2015","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2714.10858
"2015","eastside","RaDFWV","fwx","RaDFWV_fwx","B",7795.611935
"2015","eastside","RaDFWV","fwx","RaDFWV_fwx","C",1504.502175
"2015","eastside","RaDFWV","fwx","RaDFWV_fwx","D",1406.42598
"2015","eastside","RaDFWV","fwx","RaDFWV_fwx","E",25116.179325
"2015","eastside","RaMCONdy","fdd","RaMCONdy_fdd","A",553449.750655
"2015","eastside","RaMCONdy","fdd","RaMCONdy_fdd","B",2383066.06107
"2015","eastside","RaMCONdy","fdd","RaMCONdy_fdd","C",979398.66865
"2015","eastside","RaMCONdy","fdd","RaMCONdy_fdd","D",17909.46935
"2015","eastside","RaMCONdy","fdd","RaMCONdy_fdd","E",314373.791285
"2015","eastside","RaMCONdy","fdg","RaMCONdy_fdg","A",96798.535725
"2015","eastside","RaMCONdy","fdg","RaMCONdy_fdg","B",550177.875415
"2015","eastside","RaMCONdy","fdg","RaMCONdy_fdg","C",276676.504415
"2015","eastside","RaMCONdy","fdg","RaMCONdy_fdg","D",9593.008325
"2015","eastside","RaMCONdy","fdg","RaMCONdy_fdg","E",116169.80741
"2015","eastside","RaMCONdy","fdx","RaMCONdy_fdx","A",866.45092
"2015","eastside","RaMCONdy","fdx","RaMCONdy_fdx","B",1587.45551
"2015","eastside","RaMCONdy","fdx","RaMCONdy_fdx","C",1000.33271
"2015","eastside","RaMCONdy","fdx","RaMCONdy_fdx","D",77.171065
"2015","eastside","RaMCONdy","fdx","RaMCONdy_fdx","E",920.27051
"2015","eastside","RaMCONdy","fmd","RaMCONdy_fmd","A",313686.36834
"2015","eastside","RaMCONdy","fmd","RaMCONdy_fmd","B",886552.75926
"2015","eastside","RaMCONdy","fmd","RaMCONdy_fmd","C",550476.329505
"2015","eastside","RaMCONdy","fmd","RaMCONdy_fmd","D",28449.435585
"2015","eastside","RaMCONdy","fmd","RaMCONdy_fmd","E",271330.128615
"2015","eastside","RaMCONdy","fmx","RaMCONdy_fmx","A",63131.046255
"2015","eastside","RaMCONdy","fmx","RaMCONdy_fmx","B",300635.34016
"2015","eastside","RaMCONdy","fmx","RaMCONdy_fmx","C",169444.752055
"2015","eastside","RaMCONdy","fmx","RaMCONdy_fmx","D",6827.97129
"2015","eastside","RaMCONdy","fmx","RaMCONdy_fmx","E",56130.71884
"2015","eastside","RaMCONms","fcm","RaMCONms_fcm","A",229796.3056
"2015","eastside","RaMCONms","fcm","RaMCONms_fcm","B",667259.502325
"2015","eastside","RaMCONms","fcm","RaMCONms_fcm","C",924318.099
"2015","eastside","RaMCONms","fcm","RaMCONms_fcm","D",91690.34497
"2015","eastside","RaMCONms","fcm","RaMCONms_fcm","E",290903.557355
"2015","eastside","RaMCONms","fmm","RaMCONms_fmm","A",143317.342665
"2015","eastside","RaMCONms","fmm","RaMCONms_fmm","B",682278.50386
"2015","eastside","RaMCONms","fmm","RaMCONms_fmm","C",580905.747775
"2015","eastside","RaMCONms","fmm","RaMCONms_fmm","D",23947.04881
"2015","eastside","RaMCONms","fmm","RaMCONms_fmm","E",339121.462095
"2015","eastside","RaMCONsw","fdm","RaMCONsw_fdm","A",17960.842595
"2015","eastside","RaMCONsw","fdm","RaMCONsw_fdm","B",146345.25059
"2015","eastside","RaMCONsw","fdm","RaMCONsw_fdm","C",14235.726345
"2015","eastside","RaMCONsw","fdm","RaMCONsw_fdm","D",2100.74317
"2015","eastside","RaMCONsw","fdm","RaMCONsw_fdm","E",71980.3657
"2015","eastside","RaMCONsw","fiw","RaMCONsw_fiw","A",27196.68455
"2015","eastside","RaMCONsw","fiw","RaMCONsw_fiw","B",543039.885495
"2015","eastside","RaMCONsw","fiw","RaMCONsw_fiw","C",129289.33325
"2015","eastside","RaMCONsw","fiw","RaMCONsw_fiw","D",18338.6917
"2015","eastside","RaMCONsw","fiw","RaMCONsw_fiw","E",387413.646765
"2015","eastside","RaMCONsw","fvw","RaMCONsw_fvw","A",11742.456
"2015","eastside","RaMCONsw","fvw","RaMCONsw_fvw","B",59060.99536
"2015","eastside","RaMCONsw","fvw","RaMCONsw_fvw","C",5764.92319
"2015","eastside","RaMCONsw","fvw","RaMCONsw_fvw","D",1174.69039
"2015","eastside","RaMCONsw","fvw","RaMCONsw_fvw","E",32776.13031
"2015","eastside","RaMEVG","ftd","RaMEVG_ftd","A",45430.40581
"2015","eastside","RaMEVG","ftd","RaMEVG_ftd","B",148183.790055
"2015","eastside","RaMEVG","ftd","RaMEVG_ftd","C",24905.793655
"2015","eastside","RaMEVG","ftd","RaMEVG_ftd","D",8262.641435
"2015","eastside","RaMEVG","ftd","RaMEVG_ftd","E",203686.24302
"2015","eastside","RaMEVG","fuc","RaMEVG_fuc","A",56039.314495
"2015","eastside","RaMEVG","fuc","RaMEVG_fuc","B",10757.69094
