"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",3.335925
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",383.186585
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",14.67807
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",7.11664
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",388.524065
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",6.449455
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",510.17413
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",44.92379
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",12.676515
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",655.842855
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",6.894245
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",308.461865
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",5.559875
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.33437
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",556.87708
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",19.348365
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1349.715255
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",32.692065
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",14.900465
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1607.248665
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",47.814925
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",468.80866
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",71.61119
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",42.922235
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",1050.816375
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",18.903575
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",247.525635
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",10.452565
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",1.33437
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",158.34524
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",105.86002
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",644.05592
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",43.811815
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",15.345255
"2008","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",788.61267
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",2455.68559
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",11835.639505
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1443.34355
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",9.562985
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1125.096305
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",10.007775
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","C",0.667185
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","D",1.111975
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","E",24.01866
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","A",24.241055
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","B",419.659365
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","C",43.58942
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","D",16.234835
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","E",433.003065
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","A",14.455675
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","B",118.75893
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","C",20.90513
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","D",27.799375
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","E",299.566065
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","A",4.4479
"2008","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","B",331.590945
