"YEAR","STATE","sclass","AREA_TOTAL"
"2007","Oregon","A",3149453.01956
"2007","Oregon","B",11732835.414695
"2007","Oregon","C",4628396.22679
"2007","Oregon","D",848840.79432
"2007","Oregon","E",7268546.237565
"2007","Washington","A",2685081.806995
"2007","Washington","B",10763746.75585
"2007","Washington","C",3148017.015045
"2007","Washington","D",447556.5938
"2007","Washington","E",5338938.244015
