"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",2.891135
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",359.612715
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",18.68118
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",9.562985
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",406.09327
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",10.007775
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",485.71068
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",59.15707
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",20.682735
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",654.508485
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",7.339035
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",310.46342
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",9.118195
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.33437
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",550.872415
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",34.916015
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1333.92521
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",43.367025
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",14.455675
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1597.24089
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",64.272155
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",423.88487
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",72.05598
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",44.701395
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",1077.058985
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",27.57698
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",232.18038
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",11.786935
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",0.88958
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",164.12751
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",116.757375
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",634.492935
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",46.035765
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",15.790045
"2005","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",784.60956
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",2413.208145
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",11824.074965
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1477.59238
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",10.897355
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1143.55509
"2005","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",9.118195
