"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2010","eastside","Na0210290","fdw","Na0210290_fdw","A",366.284565
"2010","eastside","Na0210290","fdw","Na0210290_fdw","B",3831.198665
"2010","eastside","Na0210290","fdw","Na0210290_fdw","C",240.63139
"2010","eastside","Na0210290","fdw","Na0210290_fdw","D",170.132175
"2010","eastside","Na0210290","fdw","Na0210290_fdw","E",5037.913935
"2010","eastside","Na0210290","fwo","Na0210290_fwo","A",24098.944595
"2010","eastside","Na0210290","fwo","Na0210290_fwo","B",152170.887615
"2010","eastside","Na0210290","fwo","Na0210290_fwo","C",23575.426765
"2010","eastside","Na0210290","fwo","Na0210290_fwo","D",611.363855
"2010","eastside","Na0210290","fwo","Na0210290_fwo","E",15852.3156
"2010","eastside","Na0210350","fvg","Na0210350_fvg","A",344.045065
"2010","eastside","Na0210350","fvg","Na0210350_fvg","B",553.541155
"2010","eastside","Na0210350","fvg","Na0210350_fvg","C",253.5303
"2010","eastside","Na0210350","fvg","Na0210350_fvg","D",22.017105
"2010","eastside","Na0210350","fvg","Na0210350_fvg","E",787.500695
"2010","eastside","Na0710270","fdd","Na0710270_fdd","A",54339.9943
"2010","eastside","Na0710270","fdd","Na0710270_fdd","B",1140060.152575
"2010","eastside","Na0710270","fdd","Na0710270_fdd","C",173481.4437
"2010","eastside","Na0710270","fdd","Na0710270_fdd","D",4937.169
"2010","eastside","Na0710270","fdd","Na0710270_fdd","E",30449.211425
"2010","eastside","Na0710412","fmc","Na0710412_fmc","A",1039.251835
"2010","eastside","Na0710412","fmc","Na0710412_fmc","B",2857.998145
"2010","eastside","Na0710412","fmc","Na0710412_fmc","C",298.89888
"2010","eastside","Na0710412","fmc","Na0710412_fmc","D",798.620445
"2010","eastside","Na0710412","fmc","Na0710412_fmc","E",11644.6022
"2010","eastside","Na0710412","fmh","Na0710412_fmh","A",103152.360875
"2010","eastside","Na0710412","fmh","Na0710412_fmh","B",471592.378215
"2010","eastside","Na0710412","fmh","Na0710412_fmh","C",67236.68035
"2010","eastside","Na0710412","fmh","Na0710412_fmh","D",100900.6115
"2010","eastside","Na0710412","fmh","Na0710412_fmh","E",676516.916595
"2010","eastside","Na0710412","fmi","Na0710412_fmi","A",5429.55153
"2010","eastside","Na0710412","fmi","Na0710412_fmi","B",15093.94865
"2010","eastside","Na0710412","fmi","Na0710412_fmi","C",2052.038665
"2010","eastside","Na0710412","fmi","Na0710412_fmi","D",3698.87364
"2010","eastside","Na0710412","fmi","Na0710412_fmi","E",22283.979
"2010","eastside","Na1010471","frn","Na1010471_frn","A",21675.06149
"2010","eastside","Na1010471","frn","Na1010471_frn","B",470169.7174
"2010","eastside","Na1010471","frn","Na1010471_frn","C",158948.82003
"2010","eastside","Na1010471","frn","Na1010471_frn","D",1188.92367
"2010","eastside","Na1010471","frn","Na1010471_frn","E",34017.09441
"2010","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4429.886005
"2010","eastside","R1RFWF","fcw","R1RFWF_fcw","B",65127.708565
"2010","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4901.14101
"2010","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2342.70893
"2010","eastside","R1RFWF","fcw","R1RFWF_fcw","E",72483.42319
"2010","eastside","R1RFWF","frm","R1RFWF_frm","A",52.04043
"2010","eastside","R1RFWF","frm","R1RFWF_frm","B",1669.74166
"2010","eastside","R1RFWF","frm","R1RFWF_frm","C",92.96111
"2010","eastside","R1RFWF","frm","R1RFWF_frm","D",85.622075
"2010","eastside","R1RFWF","frm","R1RFWF_frm","E",1902.144435
"2010","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",20502.15026
"2010","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",189849.493305
"2010","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",58067.77929
"2010","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",3419.54552
"2010","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",198624.08803
"2010","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1905.03557
"2010","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8327.80317
"2010","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2881.34962
"2010","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",253.97509
"2010","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8628.926
"2010","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",1006.337375
"2010","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4107.413255
"2010","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1562.99206
"2010","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",429.22235
"2010","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4301.56409
"2010","eastside","RaABLA","faf","RaABLA_faf","A",528.85531
"2010","eastside","RaABLA","faf","RaABLA_faf","B",8092.06447
"2010","eastside","RaABLA","faf","RaABLA_faf","C",274.43543
"2010","eastside","RaABLA","faf","RaABLA_faf","D",0.667185
"2010","eastside","RaABLA","faf","RaABLA_faf","E",6476.809585
"2010","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",49506.683765
"2010","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",202639.429755
"2010","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",51689.713085
"2010","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",21623.46585
"2010","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",173829.491875
"2010","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2179.471
"2010","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39069.46402
"2010","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",19820.28719
"2010","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6268.87026
"2010","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",43451.757495
"2010","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",690.091685
"2010","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7532.51865
"2010","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1721.114905
"2010","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",986.766615
"2010","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7704.429985
"2010","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",5260.753725
"2010","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13771.365585
"2010","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1426.219135
"2010","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1031.46801
"2010","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",9821.85278
"2010","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",41791.13403
"2010","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",140447.557585
"2010","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",23078.81873
"2010","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",10725.66606
"2010","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",90657.764985
"2010","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",35373.481515
"2010","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",71606.964495
"2010","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",25463.115525
"2010","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",7206.93237
"2010","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",37750.884065
"2010","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",5989.54214
"2010","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",10994.096825
"2010","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7314.12676
"2010","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",1702.21133
