"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2014","Na0210290","fdw","Na0210290_fdw","A",6906.476725
"2014","Na0210290","fdw","Na0210290_fdw","B",28052.238115
"2014","Na0210290","fdw","Na0210290_fdw","C",1248.97032
"2014","Na0210290","fdw","Na0210290_fdw","D",230.40122
"2014","Na0210290","fdw","Na0210290_fdw","E",21009.21086
"2014","Na0210290","fwo","Na0210290_fwo","A",25375.71429
"2014","Na0210290","fwo","Na0210290_fwo","B",152161.102235
"2014","Na0210290","fwo","Na0210290_fwo","C",22342.024095
"2014","Na0210290","fwo","Na0210290_fwo","D",681.86307
"2014","Na0210290","fwo","Na0210290_fwo","E",15748.23474
"2014","Na0210350","fvg","Na0210350_fvg","A",12890.236595
"2014","Na0210350","fvg","Na0210350_fvg","B",28917.799455
"2014","Na0210350","fvg","Na0210350_fvg","C",2463.469415
"2014","Na0210350","fvg","Na0210350_fvg","D",213.05441
"2014","Na0210350","fvg","Na0210350_fvg","E",48623.99801
"2014","Na0710270","fdd","Na0710270_fdd","A",61799.344995
"2014","Na0710270","fdd","Na0710270_fdd","B",1134317.024095
"2014","Na0710270","fdd","Na0710270_fdd","C",169000.406845
"2014","Na0710270","fdd","Na0710270_fdd","D",5874.119135
"2014","Na0710270","fdd","Na0710270_fdd","E",32277.07593
"2014","Na0710411","fmt","Na0710411_fmt","A",14019.558405
"2014","Na0710411","fmt","Na0710411_fmt","B",191339.7622
"2014","Na0710411","fmt","Na0710411_fmt","C",85793.096755
"2014","Na0710411","fmt","Na0710411_fmt","D",15132.867775
"2014","Na0710411","fmt","Na0710411_fmt","E",197317.517405
"2014","Na0710412","fmc","Na0710412_fmc","A",47223.131905
"2014","Na0710412","fmc","Na0710412_fmc","B",211512.990255
"2014","Na0710412","fmc","Na0710412_fmc","C",19979.299615
"2014","Na0710412","fmc","Na0710412_fmc","D",21734.21856
"2014","Na0710412","fmc","Na0710412_fmc","E",532587.54289
"2014","Na0710412","fmh","Na0710412_fmh","A",114021.47171
"2014","Na0710412","fmh","Na0710412_fmh","B",470376.98954
"2014","Na0710412","fmh","Na0710412_fmh","C",80000.81898
"2014","Na0710412","fmh","Na0710412_fmh","D",104672.4307
"2014","Na0710412","fmh","Na0710412_fmh","E",650969.73576
"2014","Na0710412","fmi","Na0710412_fmi","A",8261.08467
"2014","Na0710412","fmi","Na0710412_fmi","B",37754.887175
"2014","Na0710412","fmi","Na0710412_fmi","C",4217.276385
"2014","Na0710412","fmi","Na0710412_fmi","D",4631.15348
"2014","Na0710412","fmi","Na0710412_fmi","E",52799.68653
"2014","Na1010471","frn","Na1010471_frn","A",25382.38614
"2014","Na1010471","frn","Na1010471_frn","B",457124.91628
"2014","Na1010471","frn","Na1010471_frn","C",167744.54228
"2014","Na1010471","frn","Na1010471_frn","D",1008.116535
"2014","Na1010471","frn","Na1010471_frn","E",34739.655765
"2014","R1RFWF","fcw","R1RFWF_fcw","A",3849.65745
"2014","R1RFWF","fcw","R1RFWF_fcw","B",63773.54541
"2014","R1RFWF","fcw","R1RFWF_fcw","C",4712.772445
"2014","R1RFWF","fcw","R1RFWF_fcw","D",2468.5845
"2014","R1RFWF","fcw","R1RFWF_fcw","E",74750.295425
"2014","R1RFWF","frm","R1RFWF_frm","A",42.69984
"2014","R1RFWF","frm","R1RFWF_frm","B",1746.023145
"2014","R1RFWF","frm","R1RFWF_frm","C",78.060645
"2014","R1RFWF","frm","R1RFWF_frm","D",70.499215
"2014","R1RFWF","frm","R1RFWF_frm","E",1865.226865
"2014","RaABAMlw","fsi","RaABAMlw_fsi","A",82285.927605
"2014","RaABAMlw","fsi","RaABAMlw_fsi","B",1131628.93573
"2014","RaABAMlw","fsi","RaABAMlw_fsi","C",194783.77117
"2014","RaABAMlw","fsi","RaABAMlw_fsi","D",24024.88706
"2014","RaABAMlw","fsi","RaABAMlw_fsi","E",870263.21509
"2014","RaABAMlw","fsw","RaABAMlw_fsw","A",9235.841955
"2014","RaABAMlw","fsw","RaABAMlw_fsw","B",141487.031815
"2014","RaABAMlw","fsw","RaABAMlw_fsw","C",21616.794
"2014","RaABAMlw","fsw","RaABAMlw_fsw","D",6634.93243
"2014","RaABAMlw","fsw","RaABAMlw_fsw","E",126431.779895
"2014","RaABAMlw","fwc","RaABAMlw_fwc","A",25874.32388
"2014","RaABAMlw","fwc","RaABAMlw_fwc","B",205178.95826
"2014","RaABAMlw","fwc","RaABAMlw_fwc","C",26607.115405
"2014","RaABAMlw","fwc","RaABAMlw_fwc","D",6166.346165
"2014","RaABAMlw","fwc","RaABAMlw_fwc","E",117990.77767
"2014","RaABAMup","fsi","RaABAMup_fsi","A",8024.45639
"2014","RaABAMup","fsi","RaABAMup_fsi","B",16773.47569
"2014","RaABAMup","fsi","RaABAMup_fsi","C",4031.57656
"2014","RaABAMup","fsi","RaABAMup_fsi","D",5772.262225
"2014","RaABAMup","fsi","RaABAMup_fsi","E",14483.69677
"2014","RaABAMup","fst","RaABAMup_fst","A",55453.526065
"2014","RaABAMup","fst","RaABAMup_fst","B",730634.2935
"2014","RaABAMup","fst","RaABAMup_fst","C",67582.28218
"2014","RaABAMup","fst","RaABAMup_fst","D",3975.97781
"2014","RaABAMup","fst","RaABAMup_fst","E",608695.782185
"2014","RaABAMup","fsw","RaABAMup_fsw","A",31.1353
"2014","RaABAMup","fsw","RaABAMup_fsw","B",361.61427
"2014","RaABAMup","fsw","RaABAMup_fsw","C",45.146185
"2014","RaABAMup","fsw","RaABAMup_fsw","D",9.562985
"2014","RaABAMup","fsw","RaABAMup_fsw","E",62.71539
"2014","RaABLA","faf","RaABLA_faf","A",9708.208935
"2014","RaABLA","faf","RaABLA_faf","B",80214.985365
"2014","RaABLA","faf","RaABLA_faf","C",2941.39627
"2014","RaABLA","faf","RaABLA_faf","D",3.780715
"2014","RaABLA","faf","RaABLA_faf","E",78733.389875
"2014","RaDFHEdy","fdg","RaDFHEdy_fdg","A",212968.343135
"2014","RaDFHEdy","fdg","RaDFHEdy_fdg","B",713367.5457
"2014","RaDFHEdy","fdg","RaDFHEdy_fdg","C",171585.971115
"2014","RaDFHEdy","fdg","RaDFHEdy_fdg","D",28601.998555
"2014","RaDFHEdy","fdg","RaDFHEdy_fdg","E",354119.780895
"2014","RaDFHEdy","fwi","RaDFHEdy_fwi","A",662936.36592
"2014","RaDFHEdy","fwi","RaDFHEdy_fwi","B",2769374.18229
"2014","RaDFHEdy","fwi","RaDFHEdy_fwi","C",520828.18487
"2014","RaDFHEdy","fwi","RaDFHEdy_fwi","D",181410.71503
"2014","RaDFHEdy","fwi","RaDFHEdy_fwi","E",1793771.3515
"2014","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2806.847295
"2014","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39878.09224
"2014","RaDFHEdy","fwx","RaDFHEdy_fwx","C",16631.365285
"2014","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6555.537415
"2014","RaDFHEdy","fwx","RaDFHEdy_fwx","E",44918.00773
"2014","RaDFHEwt","fdm","RaDFHEwt_fdm","A",9869.222915
"2014","RaDFHEwt","fdm","RaDFHEwt_fdm","B",56998.281735
"2014","RaDFHEwt","fdm","RaDFHEwt_fdm","C",10637.375245
"2014","RaDFHEwt","fdm","RaDFHEwt_fdm","D",5152.224965
"2014","RaDFHEwt","fdm","RaDFHEwt_fdm","E",60401.59242
"2014","RaDFHEwt","fhc","RaDFHEwt_fhc","A",13049.026625
"2014","RaDFHEwt","fhc","RaDFHEwt_fhc","B",64643.99944
"2014","RaDFHEwt","fhc","RaDFHEwt_fhc","C",4568.215695
"2014","RaDFHEwt","fhc","RaDFHEwt_fhc","D",6082.50325
"2014","RaDFHEwt","fhc","RaDFHEwt_fhc","E",47818.48332
"2014","RaDFHEwt","fwc","RaDFHEwt_fwc","A",51.15085
"2014","RaDFHEwt","fwc","RaDFHEwt_fwc","B",210.83046
"2014","RaDFHEwt","fwc","RaDFHEwt_fwc","C",13.121305
"2014","RaDFHEwt","fwc","RaDFHEwt_fwc","D",4.89269
"2014","RaDFHEwt","fwc","RaDFHEwt_fwc","E",85.39968
"2014","RaDFHEwt","fwm","RaDFHEwt_fwm","A",201094.45169
"2014","RaDFHEwt","fwm","RaDFHEwt_fwm","B",1040824.834835
"2014","RaDFHEwt","fwm","RaDFHEwt_fwm","C",167736.53606
"2014","RaDFHEwt","fwm","RaDFHEwt_fwm","D",53321.4252
"2014","RaDFHEwt","fwm","RaDFHEwt_fwm","E",740787.51483
"2014","RaDFHEwt","fwn","RaDFHEwt_fwn","A",292392.93667
"2014","RaDFHEwt","fwn","RaDFHEwt_fwn","B",1463854.818455
"2014","RaDFHEwt","fwn","RaDFHEwt_fwn","C",233120.443665
"2014","RaDFHEwt","fwn","RaDFHEwt_fwn","D",187699.15605
"2014","RaDFHEwt","fwn","RaDFHEwt_fwn","E",821656.56389
"2014","RaDFHEwt","fww","RaDFHEwt_fww","A",59574.505415
"2014","RaDFHEwt","fww","RaDFHEwt_fww","B",385783.71381
"2014","RaDFHEwt","fww","RaDFHEwt_fww","C",78138.03846
"2014","RaDFHEwt","fww","RaDFHEwt_fww","D",66660.23251
"2014","RaDFHEwt","fww","RaDFHEwt_fww","E",332717.59807
"2014","RaDFWV","fwx","RaDFWV_fwx","A",177254.819665
"2014","RaDFWV","fwx","RaDFWV_fwx","B",381827.084365
"2014","RaDFWV","fwx","RaDFWV_fwx","C",69025.403335
"2014","RaDFWV","fwx","RaDFWV_fwx","D",25339.463905
"2014","RaDFWV","fwx","RaDFWV_fwx","E",621362.511805
"2014","RaMCONdy","fdd","RaMCONdy_fdd","A",524121.85482
