"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2011","eastside","Na0210290","fdw","Na0210290_fdw","A",346.04662
"2011","eastside","Na0210290","fdw","Na0210290_fdw","B",3838.98249
"2011","eastside","Na0210290","fdw","Na0210290_fdw","C",235.7387
"2011","eastside","Na0210290","fdw","Na0210290_fdw","D",176.58163
"2011","eastside","Na0210290","fdw","Na0210290_fdw","E",5048.81129
"2011","eastside","Na0210290","fwo","Na0210290_fwo","A",24086.71287
"2011","eastside","Na0210290","fwo","Na0210290_fwo","B",152654.59674
"2011","eastside","Na0210290","fwo","Na0210290_fwo","C",23122.185755
"2011","eastside","Na0210290","fwo","Na0210290_fwo","D",616.47894
"2011","eastside","Na0210290","fwo","Na0210290_fwo","E",15828.964125
"2011","eastside","Na0210350","fvg","Na0210350_fvg","A",326.47586
"2011","eastside","Na0210350","fvg","Na0210350_fvg","B",568.664015
"2011","eastside","Na0210350","fvg","Na0210350_fvg","C",273.10106
"2011","eastside","Na0210350","fvg","Na0210350_fvg","D",23.57387
"2011","eastside","Na0210350","fvg","Na0210350_fvg","E",768.819515
"2011","eastside","Na0710270","fdd","Na0710270_fdd","A",54027.974115
"2011","eastside","Na0710270","fdd","Na0710270_fdd","B",1144647.716635
"2011","eastside","Na0710270","fdd","Na0710270_fdd","C",169109.825185
"2011","eastside","Na0710270","fdd","Na0710270_fdd","D",4932.053915
"2011","eastside","Na0710270","fdd","Na0710270_fdd","E",30550.40115
"2011","eastside","Na0710412","fmc","Na0710412_fmc","A",1017.67952
"2011","eastside","Na0710412","fmc","Na0710412_fmc","B",2907.369835
"2011","eastside","Na0710412","fmc","Na0710412_fmc","C",280.440095
"2011","eastside","Na0710412","fmc","Na0710412_fmc","D",791.948595
"2011","eastside","Na0710412","fmc","Na0710412_fmc","E",11641.93346
"2011","eastside","Na0710412","fmh","Na0710412_fmh","A",104070.62983
"2011","eastside","Na0710412","fmh","Na0710412_fmh","B",472014.70632
"2011","eastside","Na0710412","fmh","Na0710412_fmh","C",67961.68805
"2011","eastside","Na0710412","fmh","Na0710412_fmh","D",101000.466855
"2011","eastside","Na0710412","fmh","Na0710412_fmh","E",674351.45648
"2011","eastside","Na0710412","fmi","Na0710412_fmi","A",5556.76147
"2011","eastside","Na0710412","fmi","Na0710412_fmi","B",15349.7029
"2011","eastside","Na0710412","fmi","Na0710412_fmi","C",2126.318595
"2011","eastside","Na0710412","fmi","Na0710412_fmi","D",3612.58438
"2011","eastside","Na0710412","fmi","Na0710412_fmi","E",21913.02414
"2011","eastside","Na1010471","frn","Na1010471_frn","A",21651.93241
"2011","eastside","Na1010471","frn","Na1010471_frn","B",468838.683325
"2011","eastside","Na1010471","frn","Na1010471_frn","C",160193.120055
"2011","eastside","Na1010471","frn","Na1010471_frn","D",1157.34358
"2011","eastside","Na1010471","frn","Na1010471_frn","E",34158.53763
"2011","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4018.67765
"2011","eastside","R1RFWF","fcw","R1RFWF_fcw","B",65152.616805
"2011","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4820.63402
"2011","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2386.965535
"2011","eastside","R1RFWF","fcw","R1RFWF_fcw","E",72905.97369
"2011","eastside","R1RFWF","frm","R1RFWF_frm","A",51.59564
"2011","eastside","R1RFWF","frm","R1RFWF_frm","B",1693.76032
"2011","eastside","R1RFWF","frm","R1RFWF_frm","C",89.625185
"2011","eastside","R1RFWF","frm","R1RFWF_frm","D",86.28926
"2011","eastside","R1RFWF","frm","R1RFWF_frm","E",1881.239305
"2011","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",20002.428695
"2011","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",190406.370385
"2011","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",57170.860255
"2011","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",3342.819245
"2011","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",199540.577825
"2011","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1831.422825
"2011","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8491.263495
"2011","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2846.656
"2011","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",245.301685
"2011","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8582.445445
"2011","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",948.069885
"2011","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4150.557885
"2011","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1579.89408
"2011","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",403.646925
"2011","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4325.360355
"2011","eastside","RaABLA","faf","RaABLA_faf","A",527.298545
"2011","eastside","RaABLA","faf","RaABLA_faf","B",8091.397285
"2011","eastside","RaABLA","faf","RaABLA_faf","C",265.762025
"2011","eastside","RaABLA","faf","RaABLA_faf","D",0.88958
"2011","eastside","RaABLA","faf","RaABLA_faf","E",6487.484545
"2011","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",50044.434875
"2011","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",202725.719015
"2011","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",50417.613685
"2011","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",21648.151695
"2011","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",174452.86506
"2011","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2268.206605
"2011","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39353.907225
"2011","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",19116.62941
"2011","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6118.308845
"2011","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",43932.79788
"2011","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",652.95172
"2011","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7545.41756
"2011","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1674.63435
"2011","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",993.438465
"2011","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7768.479745
"2011","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",5354.159625
"2011","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13610.574
"2011","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1354.607945
"2011","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1078.17096
"2011","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",9914.146705
"2011","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",40907.3363
"2011","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",140458.677335
"2011","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",22646.48285
"2011","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",11057.4794
"2011","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",91630.965505
"2011","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",33909.45523
"2011","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",72051.97689
"2011","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",25007.87296
"2011","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",7684.63683
"2011","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",38747.43606
"2011","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",5771.817435
"2011","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",11047.69402
"2011","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7257.416035
"2011","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",1818.968705
"2011","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6387.406795
"2011","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2601.57671
