"YEAR","STATE","sclass","AREA_TOTAL"
"2005","Oregon","A",3159589.116475
"2005","Oregon","B",11585809.635405
"2005","Oregon","C",4720492.887425
"2005","Oregon","D",854390.661545
"2005","Oregon","E",7307789.39208
"2005","Washington","A",2617578.91983
"2005","Washington","B",10688752.49311
"2005","Washington","C",3226741.50912
"2005","Washington","D",445850.601755
"2005","Washington","E",5404416.89189
