"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2008","eastside","Na0210290","fdw","Na0210290_fdw","A",208.60651
"2008","eastside","Na0210290","fdw","Na0210290_fdw","B",3911.92805
"2008","eastside","Na0210290","fdw","Na0210290_fdw","C",223.72937
"2008","eastside","Na0210290","fdw","Na0210290_fdw","D",95.62985
"2008","eastside","Na0210290","fdw","Na0210290_fdw","E",5206.26695
"2008","eastside","Na0210290","fwo","Na0210290_fwo","A",24378.05032
"2008","eastside","Na0210290","fwo","Na0210290_fwo","B",151093.82863
"2008","eastside","Na0210290","fwo","Na0210290_fwo","C",24501.479545
"2008","eastside","Na0210290","fwo","Na0210290_fwo","D",623.59558
"2008","eastside","Na0210290","fwo","Na0210290_fwo","E",15711.984355
"2008","eastside","Na0210350","fvg","Na0210350_fvg","A",330.701365
"2008","eastside","Na0210350","fvg","Na0210350_fvg","B",549.982835
"2008","eastside","Na0210350","fvg","Na0210350_fvg","C",242.41055
"2008","eastside","Na0210350","fvg","Na0210350_fvg","D",26.909795
"2008","eastside","Na0210350","fvg","Na0210350_fvg","E",810.629775
"2008","eastside","Na0710270","fdd","Na0710270_fdd","A",56326.42644
"2008","eastside","Na0710270","fdd","Na0710270_fdd","B",1130117.09452
"2008","eastside","Na0710270","fdd","Na0710270_fdd","C",181360.676155
"2008","eastside","Na0710270","fdd","Na0710270_fdd","D",5142.439585
"2008","eastside","Na0710270","fdd","Na0710270_fdd","E",30321.3343
"2008","eastside","Na0710412","fmc","Na0710412_fmc","A",1086.844365
"2008","eastside","Na0710412","fmc","Na0710412_fmc","B",2796.39473
"2008","eastside","Na0710412","fmc","Na0710412_fmc","C",323.139935
"2008","eastside","Na0710412","fmc","Na0710412_fmc","D",773.267415
"2008","eastside","Na0710412","fmc","Na0710412_fmc","E",11659.72506
"2008","eastside","Na0710412","fmh","Na0710412_fmh","A",95543.338345
"2008","eastside","Na0710412","fmh","Na0710412_fmh","B",471647.532175
"2008","eastside","Na0710412","fmh","Na0710412_fmh","C",64013.509615
"2008","eastside","Na0710412","fmh","Na0710412_fmh","D",100868.58662
"2008","eastside","Na0710412","fmh","Na0710412_fmh","E",687325.98078
"2008","eastside","Na0710412","fmi","Na0710412_fmi","A",4745.01972
"2008","eastside","Na0710412","fmi","Na0710412_fmi","B",14279.09337
"2008","eastside","Na0710412","fmi","Na0710412_fmi","C",2064.047995
"2008","eastside","Na0710412","fmi","Na0710412_fmi","D",3497.606165
"2008","eastside","Na0710412","fmi","Na0710412_fmi","E",23972.624235
"2008","eastside","Na1010471","frn","Na1010471_frn","A",21171.336815
"2008","eastside","Na1010471","frn","Na1010471_frn","B",473583.48065
