"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",2.001555
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",366.284565
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",16.45723
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",6.894245
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",405.20369
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",8.673405
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",495.49606
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",53.3748
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",16.45723
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",656.06525
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",5.78227
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",311.575395
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",8.00622
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.33437
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",552.42918
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",30.69051
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1339.26269
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",38.474335
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",14.455675
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1601.021605
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",55.15396
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",429.22235
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",74.057535
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",46.035765
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",1077.503775
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",22.461895
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",237.51786
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",11.786935
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",1.33437
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",163.460325
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",113.643845
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",638.27365
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",45.36858
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",15.56765
"2006","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",784.831955
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",2458.131935
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",11820.961435
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1448.903425
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",10.897355
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1130.433785
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",9.118195
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","C",2.001555
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","D",1.111975
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","E",23.57387
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","A",28.46656
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","B",398.53184
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","C",44.92379
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","D",13.78849
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","E",451.01706
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","A",30.468115
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","B",105.86002
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","C",33.581645
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","D",16.01244
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","E",295.562955
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","A",1.77916
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","B",335.37166
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","C",14.900465
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","D",8.45101
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","E",157.90045
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","A",42.25505
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","B",479.48362
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","C",88.06842
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","D",0.44479
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","E",13.121305
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","A",0.88958
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","B",16.90202
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","C",1.33437
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","E",4.4479
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","A",16.45723
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","B",210.38567
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","C",46.035765
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","E",2.001555
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030208","B",1.111975
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","A",75.6143
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","B",1169.575305
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","C",151.67339
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","D",1.111975
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","E",80.95178
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","A",52.48522
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","B",908.928365
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","C",100.300145
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","E",92.51632
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","A",144.55675
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","B",2422.77113
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","C",220.61584
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","D",2.22395
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","E",71.61119
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","A",261.98131
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","B",519.51472
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","C",43.58942
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","D",1.77916
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","E",51.15085
"2006","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030213","A",973.422915
