"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2005","Na0210290","fdw","Na0210290_fdw","A",7446.006995
"2005","Na0210290","fdw","Na0210290_fdw","B",28466.782395
"2005","Na0210290","fdw","Na0210290_fdw","C",1444.010735
"2005","Na0210290","fdw","Na0210290_fdw","D",162.570745
"2005","Na0210290","fdw","Na0210290_fdw","E",19927.92637
"2005","Na0210290","fwo","Na0210290_fwo","A",24433.20428
"2005","Na0210290","fwo","Na0210290_fwo","B",149155.43381
"2005","Na0210290","fwo","Na0210290_fwo","C",25961.280325
"2005","Na0210290","fwo","Na0210290_fwo","D",616.701335
"2005","Na0210290","fwo","Na0210290_fwo","E",16142.31868
"2005","Na0210350","fvg","Na0210350_fvg","A",14413.41995
"2005","Na0210350","fvg","Na0210350_fvg","B",25740.88688
"2005","Na0210350","fvg","Na0210350_fvg","C",3044.809945
"2005","Na0210350","fvg","Na0210350_fvg","D",281.99686
"2005","Na0210350","fvg","Na0210350_fvg","E",49627.44425
"2005","Na0710270","fdd","Na0710270_fdd","A",60056.212985
"2005","Na0710270","fdd","Na0710270_fdd","B",1120334.38326
"2005","Na0710270","fdd","Na0710270_fdd","C",186376.79538
"2005","Na0710270","fdd","Na0710270_fdd","D",5682.19225
"2005","Na0710270","fdd","Na0710270_fdd","E",30818.387125
"2005","Na0710411","fmt","Na0710411_fmt","A",15892.79149
"2005","Na0710411","fmt","Na0710411_fmt","B",186975.03793
"2005","Na0710411","fmt","Na0710411_fmt","C",86015.26936
"2005","Na0710411","fmt","Na0710411_fmt","D",15707.091665
"2005","Na0710411","fmt","Na0710411_fmt","E",199012.612095
"2005","Na0710412","fmc","Na0710412_fmc","A",47566.064995
"2005","Na0710412","fmc","Na0710412_fmc","B",207890.3981
"2005","Na0710412","fmc","Na0710412_fmc","C",21081.71163
"2005","Na0710412","fmc","Na0710412_fmc","D",21501.370995
"2005","Na0710412","fmc","Na0710412_fmc","E",534997.637505
"2005","Na0710412","fmh","Na0710412_fmh","A",91832.010585
"2005","Na0710412","fmh","Na0710412_fmh","B",469637.970955
"2005","Na0710412","fmh","Na0710412_fmh","C",58335.98766
"2005","Na0710412","fmh","Na0710412_fmh","D",97503.527875
"2005","Na0710412","fmh","Na0710412_fmh","E",702731.949615
"2005","Na0710412","fmi","Na0710412_fmi","A",7836.75501
"2005","Na0710412","fmi","Na0710412_fmi","B",35189.783245
"2005","Na0710412","fmi","Na0710412_fmi","C",3875.45527
"2005","Na0710412","fmi","Na0710412_fmi","D",4498.16127
"2005","Na0710412","fmi","Na0710412_fmi","E",56263.933445
"2005","Na1010471","frn","Na1010471_frn","A",19614.571815
"2005","Na1010471","frn","Na1010471_frn","B",478384.54391
"2005","Na1010471","frn","Na1010471_frn","C",152940.59671
"2005","Na1010471","frn","Na1010471_frn","D",1325.251805
"2005","Na1010471","frn","Na1010471_frn","E",33734.65276
"2005","R1RFWF","fcw","R1RFWF_fcw","A",3568.55017
"2005","R1RFWF","fcw","R1RFWF_fcw","B",64236.349405
"2005","R1RFWF","fcw","R1RFWF_fcw","C",5557.65105
"2005","R1RFWF","fcw","R1RFWF_fcw","D",1980.872265
"2005","R1RFWF","fcw","R1RFWF_fcw","E",74211.43234
"2005","R1RFWF","frm","R1RFWF_frm","A",49.594085
"2005","R1RFWF","frm","R1RFWF_frm","B",1609.472615
"2005","R1RFWF","frm","R1RFWF_frm","C",102.74649
"2005","R1RFWF","frm","R1RFWF_frm","D",66.27371
"2005","R1RFWF","frm","R1RFWF_frm","E",1974.42281
"2005","RaABAMlw","fsi","RaABAMlw_fsi","A",97229.092445
"2005","RaABAMlw","fsi","RaABAMlw_fsi","B",1066983.824315
"2005","RaABAMlw","fsi","RaABAMlw_fsi","C",245207.83431
"2005","RaABAMlw","fsi","RaABAMlw_fsi","D",22929.591685
