"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",5.33748
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",382.07461
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",11.342145
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",5.78227
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",392.30478
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",10.452565
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",503.724675
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",26.020215
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",13.3437
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",676.52559
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",4.00311
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",297.786905
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",2.891135
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.77916
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",572.667125
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",15.790045
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1299.898775
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",24.241055
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",17.7916
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1666.18334
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",151.67339
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",403.202135
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",129.656285
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",130.32347
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",867.118105
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",15.790045
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",247.30324
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",9.34059
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",1.556765
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",162.570745
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",119.20372
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",622.928395
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",42.032655
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",17.124415
"2014","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",796.396495
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",2870.007475
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",11317.68155
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1467.139815
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",8.673405
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1205.82569
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",9.78538
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","C",0.222395
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","D",1.556765
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","E",24.241055
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","A",56.48833
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","B",345.60183
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","C",43.14463
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","D",28.91135
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","E",462.5816
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","A",4.89269
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","B",130.32347
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","C",15.345255
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","D",28.688955
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","E",302.234805
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","A",3.11353
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","B",322.250355
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","C",10.67496
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","D",12.676515
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","E",169.687385
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","A",56.48833
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","B",463.693575
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","C",87.62363
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","D",0.88958
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","E",14.67807
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","A",1.556765
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","B",16.679625
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","C",1.33437
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","E",4.00311
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","A",21.34992
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","B",202.157055
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","C",49.594085
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","D",0.44479
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","E",1.33437
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030208","B",1.111975
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","A",89.625185
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","B",1127.320255
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","C",173.690495
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","D",1.556765
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","E",86.73405
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","A",72.94556
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","B",861.335835
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","C",112.97666
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","D",0.222395
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","E",106.7496
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","A",177.693605
"2014","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","B",2298.452325
