"YEAR","STATE","sclass","AREA_TOTAL"
"2012","Oregon","A",2927760.34297
"2012","Oregon","B",12017407.164005
"2012","Oregon","C",4391809.979445
"2012","Oregon","D",879240.634055
"2012","Oregon","E",7411853.572455
"2012","Washington","A",2537268.52701
"2012","Washington","B",11016533.81176
"2012","Washington","C",2985451.82992
"2012","Washington","D",459285.7061
"2012","Washington","E",5384800.540915
