"YEAR","STATE","sclass","AREA_TOTAL"
"2009","Oregon","A",3061034.327435
"2009","Oregon","B",11878402.94997
"2009","Oregon","C",4534588.903815
"2009","Oregon","D",851716.139275
"2009","Oregon","E",7302329.372435
"2009","Washington","A",2623847.3453
"2009","Washington","B",10888768.996235
"2009","Washington","C",3075772.22169
"2009","Washington","D",448176.18627
"2009","Washington","E",5346775.66621
