"YEAR","STATE","sclass","AREA_TOTAL"
"2003","Oregon","A",3210340.100265
"2003","Oregon","B",11456975.09993
"2003","Oregon","C",4781087.29631
"2003","Oregon","D",861257.99675
"2003","Oregon","E",7318411.199675
"2003","Washington","A",2629445.91703
"2003","Washington","B",10621186.890555
"2003","Washington","C",3254952.31487
"2003","Washington","D",437425.834365
"2003","Washington","E",5440329.458885
