"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",2.66874
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",408.76201
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",11.342145
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",5.33748
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",368.73091
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",9.78538
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",514.844425
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",21.79471
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",10.007775
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",673.634455
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",1.77916
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",295.118165
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",3.11353
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",0.88958
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",578.227
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",10.007775
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1288.779025
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",22.461895
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",18.903575
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1683.752545
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",109.640735
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",431.00151
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",156.788475
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",128.321915
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",856.22075
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",20.01555
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",241.743365
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",7.56143
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",1.556765
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",165.684275
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",136.772925
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",602.912845
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",36.695175
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",18.013995
"2017","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",803.29074
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",3376.623285
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",10777.039305
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1584.119585
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",6.894245
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1124.651515
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",10.452565
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","D",0.88958
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","E",24.46345
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","A",58.71228
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","B",356.054395
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","C",42.25505
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","D",30.69051
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","E",449.015505
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","A",8.00622
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","B",130.101075
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","C",22.68429
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","D",25.130635
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030203","E",295.562955
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","A",18.23639
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","B",305.12594
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","C",17.124415
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","D",14.900465
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030204","E",163.015535
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","A",59.379465
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","B",449.905085
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","C",99.855355
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","D",0.44479
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030205","E",13.78849
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","A",1.556765
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","B",16.234835
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","C",1.77916
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030206","E",4.00311
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","A",21.79471
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","B",198.153945
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","C",53.597195
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","D",0.44479
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030207","E",0.88958
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030208","B",1.111975
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","A",117.86935
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","B",1080.8397
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","C",193.706045
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","D",0.222395
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030209","E",86.28926
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","A",86.73405
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","B",849.99369
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","C",119.20372
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030210","E",98.29859
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","A",239.964205
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","B",2175.46789
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","C",336.928425
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","D",1.111975
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030211","E",108.306365
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","A",335.149265
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","B",447.90353
"2017","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030212","C",34.916015
