"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2006","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",238.40744
"2006","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3817.63257
"2006","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",247.525635
"2006","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",102.079305
"2006","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5240.51578
"2006","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24588.213595
"2006","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",149718.315555
"2006","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",25486.02221
"2006","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",610.25188
"2006","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",15906.13519
"2006","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",321.805565
"2006","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",536.41674
"2006","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",250.194375
"2006","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",24.46345
"2006","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",827.75419
"2006","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",59838.04349
"2006","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1121831.324005
"2006","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",185687.593275
"2006","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",5487.37423
"2006","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30423.636
"2006","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1182.029425
"2006","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2755.251655
"2006","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",321.58317
"2006","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",766.81796
"2006","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11613.689295
"2006","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",22040.67887
"2006","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",218924.526025
"2006","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",16193.247135
"2006","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",30747.88791
"2006","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",374026.357345
"2006","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4480.147275
"2006","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",14075.82434
"2006","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",1937.727635
"2006","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3541.41798
"2006","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",24523.274255
"2006","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",3111.528445
"2006","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",64764.53753
"2006","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5425.10363
"2006","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",1906.592335
"2006","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",74077.10576
"2006","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",44.256605
"2006","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1623.4835
"2006","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",100.52254
"2006","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",64.716945
"2006","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1969.53012
"2006","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",10770.367455
"2006","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",51045.43477
"2006","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17735.11167
"2006","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2347.379225
"2006","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",53119.268145
"2006","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2154.340365
"2006","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",7727.78146
"2006","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",3029.242295
"2006","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",278.43854
"2006","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8802.3941
"2006","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",841.765075
"2006","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4064.04623
"2006","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1741.79764
"2006","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",389.413645
"2006","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4370.50654
"2006","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",44868.63604
"2006","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",199371.112835
"2006","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",53470.87464
"2006","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",20748.11913
"2006","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",172850.73148
"2006","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2292.00287
"2006","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",38005.303945
"2006","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",22185.013225
"2006","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6616.25125
"2006","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",41691.278675
"2006","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",512.39808
"2006","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7631.929215
"2006","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1923.494355
"2006","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",932.72463
"2006","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7634.37556
"2006","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",4260.865805
"2006","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",14687.632985
"2006","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1277.43688
"2006","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",939.84127
"2006","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10145.882295
"2006","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",40021.75941
"2006","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",144567.647355
"2006","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",24171.22297
"2006","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",9740.233815
"2006","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",88200.07784
"2006","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",39766.89474
"2006","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",67640.99446
"2006","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",26385.38759
"2006","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",6050.92316
"2006","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",36231.481425
"2006","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",6414.76138
