"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2004","Na0210290","fdw","Na0210290_fdw","A",7428.215395
"2004","Na0210290","fdw","Na0210290_fdw","B",28517.71085
"2004","Na0210290","fdw","Na0210290_fdw","C",1463.136705
"2004","Na0210290","fdw","Na0210290_fdw","D",167.24104
"2004","Na0210290","fdw","Na0210290_fdw","E",19870.99325
"2004","Na0210290","fwo","Na0210290_fwo","A",24420.082975
"2004","Na0210290","fwo","Na0210290_fwo","B",148527.39033
"2004","Na0210290","fwo","Na0210290_fwo","C",26556.63174
"2004","Na0210290","fwo","Na0210290_fwo","D",615.58936
"2004","Na0210290","fwo","Na0210290_fwo","E",16189.244025
"2004","Na0210350","fvg","Na0210350_fvg","A",14360.712335
"2004","Na0210350","fvg","Na0210350_fvg","B",25445.323925
"2004","Na0210350","fvg","Na0210350_fvg","C",3105.746175
"2004","Na0210350","fvg","Na0210350_fvg","D",253.5303
"2004","Na0210350","fvg","Na0210350_fvg","E",49943.24515
"2004","Na0710270","fdd","Na0710270_fdd","A",61421.718285
"2004","Na0710270","fdd","Na0710270_fdd","B",1117481.5002
"2004","Na0710270","fdd","Na0710270_fdd","C",187400.924355
"2004","Na0710270","fdd","Na0710270_fdd","D",5995.32441
"2004","Na0710270","fdd","Na0710270_fdd","E",30968.50375
"2004","Na0710411","fmt","Na0710411_fmt","A",16424.76033
"2004","Na0710411","fmt","Na0710411_fmt","B",186034.084685
"2004","Na0710411","fmt","Na0710411_fmt","C",86539.899165
"2004","Na0710411","fmt","Na0710411_fmt","D",15647.26741
"2004","Na0710411","fmt","Na0710411_fmt","E",198956.79095
"2004","Na0710412","fmc","Na0710412_fmc","A",48140.733675
"2004","Na0710412","fmc","Na0710412_fmc","B",207677.121295
"2004","Na0710412","fmc","Na0710412_fmc","C",21476.68515
"2004","Na0710412","fmc","Na0710412_fmc","D",21526.724025
"2004","Na0710412","fmc","Na0710412_fmc","E",534215.91908
"2004","Na0710412","fmh","Na0710412_fmh","A",90156.70905
"2004","Na0710412","fmh","Na0710412_fmh","B",469690.456175
"2004","Na0710412","fmh","Na0710412_fmh","C",57673.028165
"2004","Na0710412","fmh","Na0710412_fmh","D",96611.94632
"2004","Na0710412","fmh","Na0710412_fmh","E",705909.30698
"2004","Na0710412","fmi","Na0710412_fmi","A",8174.128225
"2004","Na0710412","fmi","Na0710412_fmi","B",34880.87659
"2004","Na0710412","fmi","Na0710412_fmi","C",3945.73209
"2004","Na0710412","fmi","Na0710412_fmi","D",4450.56874
"2004","Na0710412","fmi","Na0710412_fmi","E",56212.782595
"2004","Na1010471","frn","Na1010471_frn","A",19154.658955
"2004","Na1010471","frn","Na1010471_frn","B",480727.475235
"2004","Na1010471","frn","Na1010471_frn","C",150957.2781
"2004","Na1010471","frn","Na1010471_frn","D",1358.38866
"2004","Na1010471","frn","Na1010471_frn","E",33801.81605
"2004","R1RFWF","fcw","R1RFWF_fcw","A",4106.74607
"2004","R1RFWF","fcw","R1RFWF_fcw","B",63635.438115
"2004","R1RFWF","fcw","R1RFWF_fcw","C",5711.325995
"2004","R1RFWF","fcw","R1RFWF_fcw","D",2049.814715
"2004","R1RFWF","fcw","R1RFWF_fcw","E",74051.530335
"2004","R1RFWF","frm","R1RFWF_frm","A",52.262825
"2004","R1RFWF","frm","R1RFWF_frm","B",1604.579925
"2004","R1RFWF","frm","R1RFWF_frm","C",106.527205
"2004","R1RFWF","frm","R1RFWF_frm","D",66.051315
"2004","R1RFWF","frm","R1RFWF_frm","E",1973.08844
"2004","RaABAMlw","fsi","RaABAMlw_fsi","A",101973.00019
"2004","RaABAMlw","fsi","RaABAMlw_fsi","B",1056349.11781
"2004","RaABAMlw","fsi","RaABAMlw_fsi","C",251398.643925
"2004","RaABAMlw","fsi","RaABAMlw_fsi","D",23125.96647
"2004","RaABAMlw","fsi","RaABAMlw_fsi","E",870140.00826
"2004","RaABAMlw","fsw","RaABAMlw_fsw","A",11524.5089
"2004","RaABAMlw","fsw","RaABAMlw_fsw","B",128816.96627
"2004","RaABAMlw","fsw","RaABAMlw_fsw","C",32479.01059
"2004","RaABAMlw","fsw","RaABAMlw_fsw","D",6357.161075
"2004","RaABAMlw","fsw","RaABAMlw_fsw","E",126228.73326
"2004","RaABAMlw","fwc","RaABAMlw_fwc","A",30531.052785
"2004","RaABAMlw","fwc","RaABAMlw_fwc","B",188881.630265
"2004","RaABAMlw","fwc","RaABAMlw_fwc","C",35489.126915
"2004","RaABAMlw","fwc","RaABAMlw_fwc","D",5923.490825
"2004","RaABAMlw","fwc","RaABAMlw_fwc","E",120992.22059
"2004","RaABAMup","fsi","RaABAMup_fsi","A",4059.59833
"2004","RaABAMup","fsi","RaABAMup_fsi","B",21477.57473
"2004","RaABAMup","fsi","RaABAMup_fsi","C",2268.651395
"2004","RaABAMup","fsi","RaABAMup_fsi","D",3871.45216
"2004","RaABAMup","fsi","RaABAMup_fsi","E",17408.19102
"2004","RaABAMup","fst","RaABAMup_fst","A",58190.763725
"2004","RaABAMup","fst","RaABAMup_fst","B",712965.90033
"2004","RaABAMup","fst","RaABAMup_fst","C",88865.03889
"2004","RaABAMup","fst","RaABAMup_fst","D",3174.243835
"2004","RaABAMup","fst","RaABAMup_fst","E",603145.91496
"2004","RaABAMup","fsw","RaABAMup_fsw","A",25.130635
"2004","RaABAMup","fsw","RaABAMup_fsw","B",344.26746
"2004","RaABAMup","fsw","RaABAMup_fsw","C",73.39035
"2004","RaABAMup","fsw","RaABAMup_fsw","D",5.115085
"2004","RaABAMup","fsw","RaABAMup_fsw","E",62.2706
"2004","RaABLA","faf","RaABLA_faf","A",9348.15143
"2004","RaABLA","faf","RaABLA_faf","B",79930.09737
"2004","RaABLA","faf","RaABLA_faf","C",3192.925015
"2004","RaABLA","faf","RaABLA_faf","D",2.446345
"2004","RaABLA","faf","RaABLA_faf","E",79128.141
"2004","RaDFHEdy","fdg","RaDFHEdy_fdg","A",247570.781185
"2004","RaDFHEdy","fdg","RaDFHEdy_fdg","B",653733.66082
"2004","RaDFHEdy","fdg","RaDFHEdy_fdg","C",196824.0229
"2004","RaDFHEdy","fdg","RaDFHEdy_fdg","D",21843.414505
"2004","RaDFHEdy","fdg","RaDFHEdy_fdg","E",360671.75999
"2004","RaDFHEdy","fwi","RaDFHEdy_fwi","A",730624.06333
"2004","RaDFHEdy","fwi","RaDFHEdy_fwi","B",2608467.619075
"2004","RaDFHEdy","fwi","RaDFHEdy_fwi","C",632328.14207
"2004","RaDFHEdy","fwi","RaDFHEdy_fwi","D",145882.2242
"2004","RaDFHEdy","fwi","RaDFHEdy_fwi","E",1811018.750935
"2004","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2456.352775
"2004","RaDFHEdy","fwx","RaDFHEdy_fwx","B",37292.305575
"2004","RaDFHEdy","fwx","RaDFHEdy_fwx","C",22915.358405
"2004","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6970.30409
"2004","RaDFHEdy","fwx","RaDFHEdy_fwx","E",41155.52912
"2004","RaDFHEwt","fdm","RaDFHEwt_fdm","A",11546.30361
"2004","RaDFHEwt","fdm","RaDFHEwt_fdm","B",51934.792375
"2004","RaDFHEwt","fdm","RaDFHEwt_fdm","C",15524.727765
"2004","RaDFHEwt","fdm","RaDFHEwt_fdm","D",5371.28404
"2004","RaDFHEwt","fdm","RaDFHEwt_fdm","E",58681.58949
"2004","RaDFHEwt","fhc","RaDFHEwt_fhc","A",14384.286205
"2004","RaDFHEwt","fhc","RaDFHEwt_fhc","B",64557.487785
"2004","RaDFHEwt","fhc","RaDFHEwt_fhc","C",6507.500095
"2004","RaDFHEwt","fhc","RaDFHEwt_fhc","D",5125.092775
"2004","RaDFHEwt","fhc","RaDFHEwt_fhc","E",45587.86147
"2004","RaDFHEwt","fwc","RaDFHEwt_fwc","A",54.486775
"2004","RaDFHEwt","fwc","RaDFHEwt_fwc","B",202.37945
"2004","RaDFHEwt","fwc","RaDFHEwt_fwc","C",14.900465
"2004","RaDFHEwt","fwc","RaDFHEwt_fwc","D",2.446345
"2004","RaDFHEwt","fwc","RaDFHEwt_fwc","E",91.18195
"2004","RaDFHEwt","fwm","RaDFHEwt_fwm","A",236280.231825
"2004","RaDFHEwt","fwm","RaDFHEwt_fwm","B",965614.404155
"2004","RaDFHEwt","fwm","RaDFHEwt_fwm","C",212871.823705
