"YEAR","ew","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","A",4.225505
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","B",382.741795
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","C",11.342145
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","D",5.78227
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030104","E",392.74957
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","A",8.228615
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","B",508.83976
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","C",23.57387
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","D",13.566095
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030105","E",675.858405
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","A",4.00311
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","B",296.007745
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","C",3.11353
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","D",1.556765
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030106","E",574.446285
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","A",14.23328
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","B",1291.447765
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","C",23.57387
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","D",18.23639
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030107","E",1676.41351
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","A",130.76826
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","B",404.7589
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","C",133.659395
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","D",133.437
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030108","E",879.34983
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","A",17.34681
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","B",241.298575
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","C",8.8958
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","D",2.22395
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030109","E",166.79625
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","A",122.094855
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","B",612.47583
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","C",37.139965
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","D",18.458785
"2015","eastside","Na0210290","fdw","Na0210290_fdw","Na0210290_fdw_1710030110","E",807.516245
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","A",2990.990355
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","B",11168.23211
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","C",1504.502175
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","D",7.783825
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030111","E",1197.81947
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","B",10.007775
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","C",0.44479
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","D",1.33437
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030201","E",24.01866
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","A",57.600305
"2015","eastside","Na0210290","fwo","Na0210290_fwo","Na0210290_fwo_1710030202","B",344.489855
