"YEAR","STATE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2009","Oregon","Na0210290","fdw","Na0210290_fdw","A",7558.31647
"2009","Oregon","Na0210290","fdw","Na0210290_fdw","B",28606.22406
"2009","Oregon","Na0210290","fdw","Na0210290_fdw","C",1387.30001
"2009","Oregon","Na0210290","fdw","Na0210290_fdw","D",223.72937
"2009","Oregon","Na0210290","fdw","Na0210290_fdw","E",19671.72733
"2009","Oregon","Na0210290","fwo","Na0210290_fwo","A",24191.016125
"2009","Oregon","Na0210290","fwo","Na0210290_fwo","B",151732.54707
"2009","Oregon","Na0210290","fwo","Na0210290_fwo","C",24003.09235
"2009","Oregon","Na0210290","fwo","Na0210290_fwo","D",620.92684
"2009","Oregon","Na0210290","fwo","Na0210290_fwo","E",15761.356045
"2009","Oregon","Na0210350","fvg","Na0210350_fvg","A",13939.27381
"2009","Oregon","Na0210350","fvg","Na0210350_fvg","B",27714.8649
"2009","Oregon","Na0210350","fvg","Na0210350_fvg","C",3026.573555
"2009","Oregon","Na0210350","fvg","Na0210350_fvg","D",305.57073
"2009","Oregon","Na0210350","fvg","Na0210350_fvg","E",48122.27489
"2009","Oregon","Na0710270","fdd","Na0710270_fdd","A",54986.941355
"2009","Oregon","Na0710270","fdd","Na0710270_fdd","B",1135648.05817
"2009","Oregon","Na0710270","fdd","Na0710270_fdd","C",177380.91763
"2009","Oregon","Na0710270","fdd","Na0710270_fdd","D",4943.173665
"2009","Oregon","Na0710270","fdd","Na0710270_fdd","E",30308.88018
"2009","Oregon","Na0710412","fmc","Na0710412_fmc","A",17808.05723
"2009","Oregon","Na0710412","fmc","Na0710412_fmc","B",75004.715305
"2009","Oregon","Na0710412","fmc","Na0710412_fmc","C",6254.414585
"2009","Oregon","Na0710412","fmc","Na0710412_fmc","D",5450.679055
"2009","Oregon","Na0710412","fmc","Na0710412_fmc","E",191723.17118
"2009","Oregon","Na0710412","fmh","Na0710412_fmh","A",30974.953205
"2009","Oregon","Na0710412","fmh","Na0710412_fmh","B",217312.82946
"2009","Oregon","Na0710412","fmh","Na0710412_fmh","C",20423.86722
"2009","Oregon","Na0710412","fmh","Na0710412_fmh","D",31482.68099
"2009","Oregon","Na0710412","fmh","Na0710412_fmh","E",362380.865565
"2009","Oregon","Na0710412","fmi","Na0710412_fmi","A",5793.38975
"2009","Oregon","Na0710412","fmi","Na0710412_fmi","B",21296.322805
"2009","Oregon","Na0710412","fmi","Na0710412_fmi","C",2606.91419
"2009","Oregon","Na0710412","fmi","Na0710412_fmi","D",3963.746085
"2009","Oregon","Na0710412","fmi","Na0710412_fmi","E",36620.00549
"2009","Oregon","R1RFWF","fcw","R1RFWF_fcw","A",5041.472255
"2009","Oregon","R1RFWF","fcw","R1RFWF_fcw","B",65478.203085
"2009","Oregon","R1RFWF","fcw","R1RFWF_fcw","C",4907.145675
"2009","Oregon","R1RFWF","fcw","R1RFWF_fcw","D",2065.382365
"2009","Oregon","R1RFWF","fcw","R1RFWF_fcw","E",72062.65185
"2009","Oregon","R1RFWF","frm","R1RFWF_frm","A",39.808705
"2009","Oregon","R1RFWF","frm","R1RFWF_frm","B",1643.05426
"2009","Oregon","R1RFWF","frm","R1RFWF_frm","C",89.180395
"2009","Oregon","R1RFWF","frm","R1RFWF_frm","D",82.063755
"2009","Oregon","R1RFWF","frm","R1RFWF_frm","E",1948.402595
"2009","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","A",36211.021085
"2009","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","B",431460.53328
"2009","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","C",85069.868215
"2009","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","D",18037.346475
"2009","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","E",364790.51539
"2009","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","A",8938.722235
"2009","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","B",137885.567185
"2009","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","C",26321.560225
"2009","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","D",5648.38821
"2009","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","E",126607.24955
"2009","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","A",3178.02455
"2009","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","B",38062.45946
"2009","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","C",7788.495295
"2009","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","D",2615.80999
"2009","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","E",40175.21196
"2009","Oregon","RaABAMup","fsi","RaABAMup_fsi","A",6870.003945
"2009","Oregon","RaABAMup","fsi","RaABAMup_fsi","B",18210.814575
"2009","Oregon","RaABAMup","fsi","RaABAMup_fsi","C",3153.5611
"2009","Oregon","RaABAMup","fsi","RaABAMup_fsi","D",4298.228165
"2009","Oregon","RaABAMup","fsi","RaABAMup_fsi","E",16552.85985
"2009","Oregon","RaABAMup","fst","RaABAMup_fst","A",103.413675
"2009","Oregon","RaABAMup","fst","RaABAMup_fst","B",960.30161
"2009","Oregon","RaABAMup","fst","RaABAMup_fst","C",68.94245
"2009","Oregon","RaABAMup","fst","RaABAMup_fst","D",29.578535
"2009","Oregon","RaABAMup","fst","RaABAMup_fst","E",1484.486625
"2009","Oregon","RaABAMup","fsw","RaABAMup_fsw","A",26.909795
"2009","Oregon","RaABAMup","fsw","RaABAMup_fsw","B",360.947085
"2009","Oregon","RaABAMup","fsw","RaABAMup_fsw","C",57.600305
"2009","Oregon","RaABAMup","fsw","RaABAMup_fsw","D",4.89269
"2009","Oregon","RaABAMup","fsw","RaABAMup_fsw","E",59.824255
"2009","Oregon","RaDFHEdy","fdg","RaDFHEdy_fdg","A",50.26127
"2009","Oregon","RaDFHEdy","fdg","RaDFHEdy_fdg","B",244.18971
"2009","Oregon","RaDFHEdy","fdg","RaDFHEdy_fdg","C",99.410565
"2009","Oregon","RaDFHEdy","fdg","RaDFHEdy_fdg","D",71.1664
"2009","Oregon","RaDFHEdy","fdg","RaDFHEdy_fdg","E",889.357605
"2009","Oregon","RaDFHEdy","fwi","RaDFHEdy_fwi","A",286593.097465
"2009","Oregon","RaDFHEdy","fwi","RaDFHEdy_fwi","B",1312247.257375
"2009","Oregon","RaDFHEdy","fwi","RaDFHEdy_fwi","C",226665.42879
"2009","Oregon","RaDFHEdy","fwi","RaDFHEdy_fwi","D",99182.165335
"2009","Oregon","RaDFHEdy","fwi","RaDFHEdy_fwi","E",1040278.632715
"2009","Oregon","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2022.237735
"2009","Oregon","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39048.336495
"2009","Oregon","RaDFHEdy","fwx","RaDFHEdy_fwx","C",20511.713245
"2009","Oregon","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6221.500125
"2009","Oregon","RaDFHEdy","fwx","RaDFHEdy_fwx","E",42986.062365
"2009","Oregon","RaDFHEwt","fdm","RaDFHEwt_fdm","A",11076.60537
"2009","Oregon","RaDFHEwt","fdm","RaDFHEwt_fdm","B",55579.846425
"2009","Oregon","RaDFHEwt","fdm","RaDFHEwt_fdm","C",13538.07323
"2009","Oregon","RaDFHEwt","fdm","RaDFHEwt_fdm","D",5080.613775
"2009","Oregon","RaDFHEwt","fdm","RaDFHEwt_fdm","E",57783.55848
"2009","Oregon","RaDFHEwt","fhc","RaDFHEwt_fhc","A",14191.247345
"2009","Oregon","RaDFHEwt","fhc","RaDFHEwt_fhc","B",66233.456505
"2009","Oregon","RaDFHEwt","fhc","RaDFHEwt_fhc","C",5245.186075
"2009","Oregon","RaDFHEwt","fhc","RaDFHEwt_fhc","D",5013.67288
"2009","Oregon","RaDFHEwt","fhc","RaDFHEwt_fhc","E",45478.665525
"2009","Oregon","RaDFHEwt","fwc","RaDFHEwt_fwc","A",53.597195
