"YEAR","STATE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2013","Oregon","Na0210290","fdw","Na0210290_fdw","A",7107.7442
"2013","Oregon","Na0210290","fdw","Na0210290_fdw","B",28220.813525
"2013","Oregon","Na0210290","fdw","Na0210290_fdw","C",1215.833465
"2013","Oregon","Na0210290","fdw","Na0210290_fdw","D",227.73248
"2013","Oregon","Na0210290","fdw","Na0210290_fdw","E",20675.17357
"2013","Oregon","Na0210290","fwo","Na0210290_fwo","A",24879.551045
"2013","Oregon","Na0210290","fwo","Na0210290_fwo","B",152546.06798
"2013","Oregon","Na0210290","fwo","Na0210290_fwo","C",22441.87945
"2013","Oregon","Na0210290","fwo","Na0210290_fwo","D",642.054365
"2013","Oregon","Na0210290","fwo","Na0210290_fwo","E",15799.38559
"2013","Oregon","Na0210350","fvg","Na0210350_fvg","A",13247.847755
"2013","Oregon","Na0210350","fvg","Na0210350_fvg","B",28841.295575
"2013","Oregon","Na0210350","fvg","Na0210350_fvg","C",2556.20813
"2013","Oregon","Na0210350","fvg","Na0210350_fvg","D",216.835125
"2013","Oregon","Na0210350","fvg","Na0210350_fvg","E",48246.3713
"2013","Oregon","Na0710270","fdd","Na0710270_fdd","A",56968.036015
"2013","Oregon","Na0710270","fdd","Na0710270_fdd","B",1145087.39155
"2013","Oregon","Na0710270","fdd","Na0710270_fdd","C",164352.12895
"2013","Oregon","Na0710270","fdd","Na0710270_fdd","D",5230.952795
"2013","Oregon","Na0710270","fdd","Na0710270_fdd","E",31629.46169
"2013","Oregon","Na0710412","fmc","Na0710412_fmc","A",21664.83132
"2013","Oregon","Na0710412","fmc","Na0710412_fmc","B",74798.11035
"2013","Oregon","Na0710412","fmc","Na0710412_fmc","C",6470.582525
"2013","Oregon","Na0710412","fmc","Na0710412_fmc","D",5471.36179
"2013","Oregon","Na0710412","fmc","Na0710412_fmc","E",187836.15137
"2013","Oregon","Na0710412","fmh","Na0710412_fmh","A",42120.501025
"2013","Oregon","Na0710412","fmh","Na0710412_fmh","B",215048.181175
"2013","Oregon","Na0710412","fmh","Na0710412_fmh","C",26215.03302
"2013","Oregon","Na0710412","fmh","Na0710412_fmh","D",32525.046355
"2013","Oregon","Na0710412","fmh","Na0710412_fmh","E",346666.434865
"2013","Oregon","Na0710412","fmi","Na0710412_fmi","A",6992.54359
"2013","Oregon","Na0710412","fmi","Na0710412_fmi","B",22388.50465
"2013","Oregon","Na0710412","fmi","Na0710412_fmi","C",3023.904815
"2013","Oregon","Na0710412","fmi","Na0710412_fmi","D",4028.90782
"2013","Oregon","Na0710412","fmi","Na0710412_fmi","E",33846.517445
"2013","Oregon","R1RFWF","fcw","R1RFWF_fcw","A",3509.83789
"2013","Oregon","R1RFWF","fcw","R1RFWF_fcw","B",64500.554665
