"YEAR","STATE","sclass","AREA_TOTAL"
"2011","Oregon","A",2951766.771245
"2011","Oregon","B",12002460.66324
"2011","Oregon","C",4438501.5873
"2011","Oregon","D",864135.78805
"2011","Oregon","E",7371206.883095
"2011","Washington","A",2558092.482835
"2011","Washington","B",10998345.01429
"2011","Washington","C",3011941.520765
"2011","Washington","D",453426.265035
"2011","Washington","E",5361535.13278
