"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2002","eastside","Na0210290","fdw","Na0210290_fdw","A",299.34367
"2002","eastside","Na0210290","fdw","Na0210290_fdw","B",3667.071155
"2002","eastside","Na0210290","fdw","Na0210290_fdw","C",297.342115
"2002","eastside","Na0210290","fdw","Na0210290_fdw","D",110.530315
"2002","eastside","Na0210290","fdw","Na0210290_fdw","E",5271.873475
"2002","eastside","Na0210290","fwo","Na0210290_fwo","A",23892.33964
"2002","eastside","Na0210290","fwo","Na0210290_fwo","B",147719.65169
"2002","eastside","Na0210290","fwo","Na0210290_fwo","C",27580.98311
"2002","eastside","Na0210290","fwo","Na0210290_fwo","D",601.80087
"2002","eastside","Na0210290","fwo","Na0210290_fwo","E",16514.16312
"2002","eastside","Na0210350","fvg","Na0210350_fvg","A",242.41055
"2002","eastside","Na0210350","fvg","Na0210350_fvg","B",521.071485
"2002","eastside","Na0210350","fvg","Na0210350_fvg","C",260.20215
"2002","eastside","Na0210350","fvg","Na0210350_fvg","D",30.69051
"2002","eastside","Na0210350","fvg","Na0210350_fvg","E",906.259625
"2002","eastside","Na0710270","fdd","Na0710270_fdd","A",51303.85776
"2002","eastside","Na0710270","fdd","Na0710270_fdd","B",1133044.035115
"2002","eastside","Na0710270","fdd","Na0710270_fdd","C",185717.6166
"2002","eastside","Na0710270","fdd","Na0710270_fdd","D",3892.80208
"2002","eastside","Na0710270","fdd","Na0710270_fdd","E",29309.659445
"2002","eastside","Na0710412","fmc","Na0710412_fmc","A",892.69353
"2002","eastside","Na0710412","fmc","Na0710412_fmc","B",2886.909495
"2002","eastside","Na0710412","fmc","Na0710412_fmc","C",306.01552
"2002","eastside","Na0710412","fmc","Na0710412_fmc","D",783.27519
"2002","eastside","Na0710412","fmc","Na0710412_fmc","E",11770.47777
"2002","eastside","Na0710412","fmh","Na0710412_fmh","A",78743.620045
"2002","eastside","Na0710412","fmh","Na0710412_fmh","B",472859.584925
"2002","eastside","Na0710412","fmh","Na0710412_fmh","C",54882.6381
