"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2013","eastside","Na0210290","fdw","Na0210290_fdw","A",338.0404
"2013","eastside","Na0210290","fdw","Na0210290_fdw","B",3779.158235
"2013","eastside","Na0210290","fdw","Na0210290_fdw","C",239.964205
"2013","eastside","Na0210290","fdw","Na0210290_fdw","D",186.36701
"2013","eastside","Na0210290","fdw","Na0210290_fdw","E",5102.63088
"2013","eastside","Na0210290","fwo","Na0210290_fwo","A",24879.551045
"2013","eastside","Na0210290","fwo","Na0210290_fwo","B",152546.06798
"2013","eastside","Na0210290","fwo","Na0210290_fwo","C",22441.87945
"2013","eastside","Na0210290","fwo","Na0210290_fwo","D",642.054365
"2013","eastside","Na0210290","fwo","Na0210290_fwo","E",15799.38559
"2013","eastside","Na0210350","fvg","Na0210350_fvg","A",316.468085
"2013","eastside","Na0210350","fvg","Na0210350_fvg","B",594.23944
"2013","eastside","Na0210350","fvg","Na0210350_fvg","C",282.664045
"2013","eastside","Na0210350","fvg","Na0210350_fvg","D",29.578535
"2013","eastside","Na0210350","fvg","Na0210350_fvg","E",737.684215
"2013","eastside","Na0710270","fdd","Na0710270_fdd","A",56968.036015
"2013","eastside","Na0710270","fdd","Na0710270_fdd","B",1145087.39155
"2013","eastside","Na0710270","fdd","Na0710270_fdd","C",164352.12895
"2013","eastside","Na0710270","fdd","Na0710270_fdd","D",5230.952795
"2013","eastside","Na0710270","fdd","Na0710270_fdd","E",31629.46169
"2013","eastside","Na0710412","fmc","Na0710412_fmc","A",1538.306215
"2013","eastside","Na0710412","fmc","Na0710412_fmc","B",3091.512895
"2013","eastside","Na0710412","fmc","Na0710412_fmc","C",365.394985
"2013","eastside","Na0710412","fmc","Na0710412_fmc","D",813.298515
"2013","eastside","Na0710412","fmc","Na0710412_fmc","E",10830.858895
"2013","eastside","Na0710412","fmh","Na0710412_fmh","A",114196.051785
"2013","eastside","Na0710412","fmh","Na0710412_fmh","B",468400.565175
"2013","eastside","Na0710412","fmh","Na0710412_fmh","C",78336.637195
"2013","eastside","Na0710412","fmh","Na0710412_fmh","D",102991.791685
"2013","eastside","Na0710412","fmh","Na0710412_fmh","E",655473.901695
"2013","eastside","Na0710412","fmi","Na0710412_fmi","A",5859.885855
"2013","eastside","Na0710412","fmi","Na0710412_fmi","B",15862.10098
"2013","eastside","Na0710412","fmi","Na0710412_fmi","C",2527.963965
"2013","eastside","Na0710412","fmi","Na0710412_fmi","D",3612.13959
"2013","eastside","Na0710412","fmi","Na0710412_fmi","E",20696.301095
"2013","eastside","Na1010471","frn","Na1010471_frn","A",23777.806215
"2013","eastside","Na1010471","frn","Na1010471_frn","B",461492.75408
"2013","eastside","Na1010471","frn","Na1010471_frn","C",165060.23463
"2013","eastside","Na1010471","frn","Na1010471_frn","D",1073.27827
"2013","eastside","Na1010471","frn","Na1010471_frn","E",34595.543805
"2013","eastside","R1RFWF","fcw","R1RFWF_fcw","A",3496.0494
"2013","eastside","R1RFWF","fcw","R1RFWF_fcw","B",64406.48158
"2013","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4787.497165
"2013","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2500.60938
"2013","eastside","R1RFWF","fcw","R1RFWF_fcw","E",74094.230175
"2013","eastside","R1RFWF","frm","R1RFWF_frm","A",45.590975
"2013","eastside","R1RFWF","frm","R1RFWF_frm","B",1742.909615
"2013","eastside","R1RFWF","frm","R1RFWF_frm","C",78.950225
"2013","eastside","R1RFWF","frm","R1RFWF_frm","D",77.171065
"2013","eastside","R1RFWF","frm","R1RFWF_frm","E",1857.88783
"2013","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",20129.638635
"2013","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",192346.099575
"2013","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",55991.277175
"2013","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",3272.76482
"2013","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",198723.2762
"2013","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1903.034015
"2013","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8671.62584
"2013","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2768.37296
"2013","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",220.61584
"2013","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8433.440795
"2013","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",996.996785
"2013","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4048.92337
"2013","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1550.53794
"2013","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",410.09638
"2013","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4400.974655
"2013","eastside","RaABLA","faf","RaABLA_faf","A",523.07304
"2013","eastside","RaABLA","faf","RaABLA_faf","B",8095.845185
"2013","eastside","RaABLA","faf","RaABLA_faf","C",244.6345
"2013","eastside","RaABLA","faf","RaABLA_faf","D",0.667185
"2013","eastside","RaABLA","faf","RaABLA_faf","E",6508.61207
"2013","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",51716.400485
"2013","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",200764.195115
"2013","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",48894.652725
"2013","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",22645.59327
"2013","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",175267.942735
"2013","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2780.82708
"2013","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39700.398635
"2013","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",17098.17239
"2013","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6419.431675
"2013","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",44791.020185
"2013","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",794.617335
"2013","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7386.62753
"2013","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1578.55971
"2013","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",1028.79927
"2013","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7846.317995
"2013","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",5223.836155
"2013","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13097.063945
"2013","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1400.421315
"2013","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1463.581495
"2013","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10126.756325
"2013","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",41993.95827
"2013","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",136490.705745
"2013","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",21476.68515
"2013","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",12188.802765
"2013","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",94550.78946
"2013","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",32230.150585
"2013","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",71062.541535
"2013","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",23928.36763
"2013","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",9249.185655
"2013","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",40931.132565
"2013","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",5192.03367
"2013","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",11262.0828
"2013","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7006.999265
"2013","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",2081.6172
"2013","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6740.570055
"2013","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2715.44295
"2013","eastside","RaDFWV","fwx","RaDFWV_fwx","B",7898.13603
"2013","eastside","RaDFWV","fwx","RaDFWV_fwx","C",1510.95163
"2013","eastside","RaDFWV","fwx","RaDFWV_fwx","D",1375.957865
"2013","eastside","RaDFWV","fwx","RaDFWV_fwx","E",25036.33952
"2013","eastside","RaMCONdy","fdd","RaMCONdy_fdd","A",511462.24184
"2013","eastside","RaMCONdy","fdd","RaMCONdy_fdd","B",2430581.864795
"2013","eastside","RaMCONdy","fdd","RaMCONdy_fdd","C",971167.38491
"2013","eastside","RaMCONdy","fdd","RaMCONdy_fdd","D",17641.928165
"2013","eastside","RaMCONdy","fdd","RaMCONdy_fdd","E",317344.3213
"2013","eastside","RaMCONdy","fdg","RaMCONdy_fdg","A",97305.81872
"2013","eastside","RaMCONdy","fdg","RaMCONdy_fdg","B",542849.515375
"2013","eastside","RaMCONdy","fdg","RaMCONdy_fdg","C",284697.62488
"2013","eastside","RaMCONdy","fdg","RaMCONdy_fdg","D",9496.044105
"2013","eastside","RaMCONdy","fdg","RaMCONdy_fdg","E",115066.72821
"2013","eastside","RaMCONdy","fdx","RaMCONdy_fdx","A",873.56756
"2013","eastside","RaMCONdy","fdx","RaMCONdy_fdx","B",1564.77122
"2013","eastside","RaMCONdy","fdx","RaMCONdy_fdx","C",926.275175
"2013","eastside","RaMCONdy","fdx","RaMCONdy_fdx","D",94.073085
"2013","eastside","RaMCONdy","fdx","RaMCONdy_fdx","E",992.993675
"2013","eastside","RaMCONdy","fmd","RaMCONdy_fmd","A",307138.837145
"2013","eastside","RaMCONdy","fmd","RaMCONdy_fmd","B",890264.309415
"2013","eastside","RaMCONdy","fmd","RaMCONdy_fmd","C",549105.70912
"2013","eastside","RaMCONdy","fmd","RaMCONdy_fmd","D",28788.365565
"2013","eastside","RaMCONdy","fmd","RaMCONdy_fmd","E",275197.80006
"2013","eastside","RaMCONdy","fmx","RaMCONdy_fmx","A",63089.0136
"2013","eastside","RaMCONdy","fmx","RaMCONdy_fmx","B",296486.33904
"2013","eastside","RaMCONdy","fmx","RaMCONdy_fmx","C",172981.277345
"2013","eastside","RaMCONdy","fmx","RaMCONdy_fmx","D",6211.714745
"2013","eastside","RaMCONdy","fmx","RaMCONdy_fmx","E",57401.48387
"2013","eastside","RaMCONms","fcm","RaMCONms_fcm","A",232054.05964
