"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2005","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",263.76047
"2005","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3780.27021
"2005","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",260.20215
"2005","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",107.416785
"2005","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5234.511115
"2005","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24433.20428
"2005","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",149155.43381
"2005","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",25961.280325
"2005","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",616.701335
"2005","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",16142.31868
"2005","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",301.12283
"2005","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",533.30321
"2005","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",236.62828
"2005","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",27.354585
"2005","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",862.225415
"2005","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",60056.212985
"2005","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1120334.38326
"2005","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",186376.79538
"2005","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",5682.19225
"2005","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30818.387125
"2005","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1215.61107
"2005","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2740.79598
"2005","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",319.136825
"2005","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",771.488255
"2005","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11592.339375
"2005","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",22533.283795
"2005","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",217975.344165
"2005","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",15228.497625
"2005","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",30293.090135
"2005","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",375902.481565
"2005","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4760.58737
"2005","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",13854.541315
"2005","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",1872.788295
"2005","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3510.72747
"2005","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",24559.747035
"2005","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",3566.77101
"2005","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",64144.277875
"2005","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5554.315125
"2005","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",1980.872265
"2005","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",74038.631425
"2005","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",49.594085
"2005","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1609.472615
"2005","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",102.74649
"2005","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",66.27371
"2005","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1974.42281
"2005","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",11277.65045
"2005","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",50598.643215
"2005","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17557.19567
"2005","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2387.855115
"2005","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",53196.216815
"2005","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2192.8147
"2005","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",7570.548195
"2005","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",3104.18941
"2005","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",296.007745
"2005","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8828.63671
"2005","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",792.61578
"2005","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4102.520565
"2005","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1728.00915
"2005","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",401.422975
"2005","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4382.96066
"2005","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",43415.729505
"2005","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",198788.21554
"2005","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",53551.604025
"2005","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",20731.6619
"2005","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",174822.263155
"2005","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2500.831775
"2005","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",37533.826545
"2005","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",22583.100275
"2005","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6802.840655
"2005","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",41369.250715
"2005","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",520.626695
"2005","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7543.6384
"2005","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",2008.894035
"2005","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",956.2985
"2005","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7605.46421
"2005","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",3809.62635
"2005","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",15038.572295
"2005","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1230.511535
"2005","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",947.180305
"2005","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10285.76875
"2005","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",38578.86065
"2005","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",145187.46222
