"YEAR","STATE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2012","Oregon","Na0210290","fdw","Na0210290_fdw","A",7136.433155
"2012","Oregon","Na0210290","fdw","Na0210290_fdw","B",28458.99857
"2012","Oregon","Na0210290","fdw","Na0210290_fdw","C",1308.12739
"2012","Oregon","Na0210290","fdw","Na0210290_fdw","D",212.387225
"2012","Oregon","Na0210290","fdw","Na0210290_fdw","E",20331.3509
"2012","Oregon","Na0210290","fwo","Na0210290_fwo","A",24392.950785
"2012","Oregon","Na0210290","fwo","Na0210290_fwo","B",152743.777135
"2012","Oregon","Na0210290","fwo","Na0210290_fwo","C",22694.742565
"2012","Oregon","Na0210290","fwo","Na0210290_fwo","D",635.16012
"2012","Oregon","Na0210290","fwo","Na0210290_fwo","E",15842.307825
"2012","Oregon","Na0210350","fvg","Na0210350_fvg","A",13258.30032
"2012","Oregon","Na0210350","fvg","Na0210350_fvg","B",28757.675055
"2012","Oregon","Na0210350","fvg","Na0210350_fvg","C",2777.26876
"2012","Oregon","Na0210350","fvg","Na0210350_fvg","D",213.4992
"2012","Oregon","Na0210350","fvg","Na0210350_fvg","E",48101.81455
"2012","Oregon","Na0710270","fdd","Na0710270_fdd","A",55075.899355
"2012","Oregon","Na0710270","fdd","Na0710270_fdd","B",1145971.18928
"2012","Oregon","Na0710270","fdd","Na0710270_fdd","C",165827.05259
"2012","Oregon","Na0710270","fdd","Na0710270_fdd","D",4997.438045
"2012","Oregon","Na0710270","fdd","Na0710270_fdd","E",31396.39173
"2012","Oregon","Na0710412","fmc","Na0710412_fmc","A",21987.74886
"2012","Oregon","Na0710412","fmc","Na0710412_fmc","B",74312.622065
"2012","Oregon","Na0710412","fmc","Na0710412_fmc","C",6314.461235
"2012","Oregon","Na0710412","fmc","Na0710412_fmc","D",5562.09895
"2012","Oregon","Na0710412","fmc","Na0710412_fmc","E",188064.106245
"2012","Oregon","Na0710412","fmh","Na0710412_fmh","A",36713.188995
"2012","Oregon","Na0710412","fmh","Na0710412_fmh","B",215816.778295
"2012","Oregon","Na0710412","fmh","Na0710412_fmh","C",24996.75321
"2012","Oregon","Na0710412","fmh","Na0710412_fmh","D",32275.519165
"2012","Oregon","Na0710412","fmh","Na0710412_fmh","E",352772.956775
"2012","Oregon","Na0710412","fmi","Na0710412_fmi","A",6618.91999
"2012","Oregon","Na0710412","fmi","Na0710412_fmi","B",22204.80638
"2012","Oregon","Na0710412","fmi","Na0710412_fmi","C",2797.7291
"2012","Oregon","Na0710412","fmi","Na0710412_fmi","D",4097.40548
"2012","Oregon","Na0710412","fmi","Na0710412_fmi","E",34561.51737
"2012","Oregon","R1RFWF","fcw","R1RFWF_fcw","A",3690.86742
"2012","Oregon","R1RFWF","fcw","R1RFWF_fcw","B",65028.965185
"2012","Oregon","R1RFWF","fcw","R1RFWF_fcw","C",4766.36964
"2012","Oregon","R1RFWF","fcw","R1RFWF_fcw","D",2426.77424
"2012","Oregon","R1RFWF","fcw","R1RFWF_fcw","E",73641.878745
"2012","Oregon","R1RFWF","frm","R1RFWF_frm","A",48.704505
"2012","Oregon","R1RFWF","frm","R1RFWF_frm","B",1726.897175
"2012","Oregon","R1RFWF","frm","R1RFWF_frm","C",80.0622
"2012","Oregon","R1RFWF","frm","R1RFWF_frm","D",82.953335
"2012","Oregon","R1RFWF","frm","R1RFWF_frm","E",1863.892495
"2012","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","A",38802.14523
"2012","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","B",435752.75678
"2012","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","C",78810.56094
"2012","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","D",18690.96538
"2012","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","E",363512.856115
"2012","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","A",9823.18715
"2012","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","B",140068.596505
"2012","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","C",23171.33505
"2012","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","D",6373.39591
"2012","Oregon","RaABAMlw","fsw","RaABAMlw_fsw","E",125964.97279
"2012","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","A",2839.98415
"2012","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","B",38490.79223
"2012","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","C",7154.224755
"2012","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","D",2636.71512
"2012","Oregon","RaABAMlw","fwc","RaABAMlw_fwc","E",40698.285
"2012","Oregon","RaABAMup","fsi","RaABAMup_fsi","A",7386.849925
"2012","Oregon","RaABAMup","fsi","RaABAMup_fsi","B",17078.824025
"2012","Oregon","RaABAMup","fsi","RaABAMup_fsi","C",3843.207995
"2012","Oregon","RaABAMup","fsi","RaABAMup_fsi","D",5070.606
