"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2016","eastside","Na0210290","fdw","Na0210290_fdw","A",288.891105
"2016","eastside","Na0210290","fdw","Na0210290_fdw","B",3748.24533
"2016","eastside","Na0210290","fdw","Na0210290_fdw","C",248.860005
"2016","eastside","Na0210290","fdw","Na0210290_fdw","D",190.81491
"2016","eastside","Na0210290","fdw","Na0210290_fdw","E",5169.34938
"2016","eastside","Na0210290","fwo","Na0210290_fwo","A",26388.723515
"2016","eastside","Na0210290","fwo","Na0210290_fwo","B",150919.693345
"2016","eastside","Na0210290","fwo","Na0210290_fwo","C",22475.905885
"2016","eastside","Na0210290","fwo","Na0210290_fwo","D",807.73864
"2016","eastside","Na0210290","fwo","Na0210290_fwo","E",15716.877045
"2016","eastside","Na0210350","fvg","Na0210350_fvg","A",284.443205
"2016","eastside","Na0210350","fvg","Na0210350_fvg","B",639.60802
"2016","eastside","Na0210350","fvg","Na0210350_fvg","C",310.46342
"2016","eastside","Na0210350","fvg","Na0210350_fvg","D",29.80093
"2016","eastside","Na0210350","fvg","Na0210350_fvg","E",696.318745
"2016","eastside","Na0710270","fdd","Na0710270_fdd","A",64063.326095
"2016","eastside","Na0710270","fdd","Na0710270_fdd","B",1132446.45975
"2016","eastside","Na0710270","fdd","Na0710270_fdd","C",168357.01811
"2016","eastside","Na0710270","fdd","Na0710270_fdd","D",6356.93868
"2016","eastside","Na0710270","fdd","Na0710270_fdd","E",32044.228365
"2016","eastside","Na0710412","fmc","Na0710412_fmc","A",1172.46644
"2016","eastside","Na0710412","fmc","Na0710412_fmc","B",3273.876795
"2016","eastside","Na0710412","fmc","Na0710412_fmc","C",516.178795
"2016","eastside","Na0710412","fmc","Na0710412_fmc","D",836.64999
"2016","eastside","Na0710412","fmc","Na0710412_fmc","E",10840.199485
"2016","eastside","Na0710412","fmh","Na0710412_fmh","A",119517.074555
"2016","eastside","Na0710412","fmh","Na0710412_fmh","B",474534.664065
"2016","eastside","Na0710412","fmh","Na0710412_fmh","C",82267.02403
"2016","eastside","Na0710412","fmh","Na0710412_fmh","D",107641.40395
"2016","eastside","Na0710412","fmh","Na0710412_fmh","E",635438.780935
"2016","eastside","Na0710412","fmi","Na0710412_fmi","A",5509.61373
"2016","eastside","Na0710412","fmi","Na0710412_fmi","B",16670.7292
"2016","eastside","Na0710412","fmi","Na0710412_fmi","C",2771.48649
"2016","eastside","Na0710412","fmi","Na0710412_fmi","D",3443.56418
"2016","eastside","Na0710412","fmi","Na0710412_fmi","E",20162.997885
"2016","eastside","Na1010471","frn","Na1010471_frn","A",26397.174525
"2016","eastside","Na1010471","frn","Na1010471_frn","B",448011.836365
"2016","eastside","Na1010471","frn","Na1010471_frn","C",175949.58341
"2016","eastside","Na1010471","frn","Na1010471_frn","D",997.21918
"2016","eastside","Na1010471","frn","Na1010471_frn","E",34643.80352
"2016","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4141.43969
"2016","eastside","R1RFWF","fcw","R1RFWF_fcw","B",63118.592135
"2016","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4434.11151
"2016","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2348.93599
"2016","eastside","R1RFWF","fcw","R1RFWF_fcw","E",75241.788375
"2016","eastside","R1RFWF","frm","R1RFWF_frm","A",41.81026
"2016","eastside","R1RFWF","frm","R1RFWF_frm","B",1741.35285
"2016","eastside","R1RFWF","frm","R1RFWF_frm","C",75.16951
"2016","eastside","R1RFWF","frm","R1RFWF_frm","D",65.606525
"2016","eastside","R1RFWF","frm","R1RFWF_frm","E",1878.570565
"2016","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",19529.83932
"2016","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",193829.029435
"2016","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",56181.4249
