"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2006","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",197054.201725
"2006","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2154.340365
"2006","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",7727.78146
"2006","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",3029.242295
"2006","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",278.660935
"2006","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8807.064395
"2006","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",841.765075
"2006","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4064.04623
"2006","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1741.79764
"2006","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",389.413645
"2006","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4370.50654
"2006","eastside","RaABLA","faf","RaABLA_faf","A",609.3623
"2006","eastside","RaABLA","faf","RaABLA_faf","B",7857.66014
"2006","eastside","RaABLA","faf","RaABLA_faf","C",292.67182
"2006","eastside","RaABLA","faf","RaABLA_faf","E",6613.13772
"2006","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",45085.026375
"2006","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",202240.23073
"2006","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",54237.470205
"2006","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",20834.630785
"2006","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",176891.426235
"2006","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2292.00287
"2006","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",38005.303945
"2006","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",22185.013225
"2006","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6616.25125
"2006","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",41691.278675
"2006","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",512.39808
"2006","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7631.929215
"2006","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1923.494355
"2006","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",932.72463
"2006","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7634.37556
"2006","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",4260.865805
"2006","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",14687.632985
"2006","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1277.43688
"2006","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",939.84127
"2006","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10145.882295
"2006","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",40021.75941
"2006","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",144567.647355
"2006","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",24171.22297
"2006","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",9740.233815
"2006","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",88200.07784
"2006","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",39792.025375
"2006","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",68451.84663
"2006","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",26659.82302
"2006","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",6080.056905
"2006","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",36417.62604
"2006","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",6425.213945
"2006","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",10527.73451
"2006","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7737.56684
"2006","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",1337.48353
"2006","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6255.304165
"2006","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2192.8147
"2006","eastside","RaDFWV","fwx","RaDFWV_fwx","B",8368.501455
"2006","eastside","RaDFWV","fwx","RaDFWV_fwx","C",1786.054245
"2006","eastside","RaDFWV","fwx","RaDFWV_fwx","D",1071.721505
"2006","eastside","RaDFWV","fwx","RaDFWV_fwx","E",25117.73609
"2006","eastside","RaMCONdy","fdd","RaMCONdy_fdd","A",490400.10097
"2006","eastside","RaMCONdy","fdd","RaMCONdy_fdd","B",2423656.039705
"2006","eastside","RaMCONdy","fdd","RaMCONdy_fdd","C",1015888.128275
"2006","eastside","RaMCONdy","fdd","RaMCONdy_fdd","D",18463.900085
"2006","eastside","RaMCONdy","fdd","RaMCONdy_fdd","E",299789.571975
"2006","eastside","RaMCONdy","fdg","RaMCONdy_fdg","A",100991.34866
"2006","eastside","RaMCONdy","fdg","RaMCONdy_fdg","B",513187.58225
"2006","eastside","RaMCONdy","fdg","RaMCONdy_fdg","C",315767.98554
"2006","eastside","RaMCONdy","fdg","RaMCONdy_fdg","D",9436.887035
"2006","eastside","RaMCONdy","fdg","RaMCONdy_fdg","E",110031.927805
"2006","eastside","RaMCONdy","fdx","RaMCONdy_fdx","A",501.500725
"2006","eastside","RaMCONdy","fdx","RaMCONdy_fdx","B",1845.656105
"2006","eastside","RaMCONdy","fdx","RaMCONdy_fdx","C",913.15387
"2006","eastside","RaMCONdy","fdx","RaMCONdy_fdx","D",78.72783
"2006","eastside","RaMCONdy","fdx","RaMCONdy_fdx","E",1112.642185
"2006","eastside","RaMCONdy","fmd","RaMCONdy_fmd","A",291697.952295
"2006","eastside","RaMCONdy","fmd","RaMCONdy_fmd","B",876957.74938
"2006","eastside","RaMCONdy","fmd","RaMCONdy_fmd","C",567133.49261
"2006","eastside","RaMCONdy","fmd","RaMCONdy_fmd","D",29647.92224
"2006","eastside","RaMCONdy","fmd","RaMCONdy_fmd","E",285057.90478
"2006","eastside","RaMCONdy","fmx","RaMCONdy_fmx","A",69654.336395
"2006","eastside","RaMCONdy","fmx","RaMCONdy_fmx","B",276269.29917
"2006","eastside","RaMCONdy","fmx","RaMCONdy_fmx","C",187081.565135
"2006","eastside","RaMCONdy","fmx","RaMCONdy_fmx","D",5569.66038
"2006","eastside","RaMCONdy","fmx","RaMCONdy_fmx","E",57594.96752
"2006","eastside","RaMCONms","fcm","RaMCONms_fcm","A",250595.57558
"2006","eastside","RaMCONms","fcm","RaMCONms_fcm","B",620961.97841
"2006","eastside","RaMCONms","fcm","RaMCONms_fcm","C",949491.43384
"2006","eastside","RaMCONms","fcm","RaMCONms_fcm","D",90478.959405
"2006","eastside","RaMCONms","fcm","RaMCONms_fcm","E",292439.862015
"2006","eastside","RaMCONms","fmm","RaMCONms_fmm","A",162998.410585
"2006","eastside","RaMCONms","fmm","RaMCONms_fmm","B",637904.91909
"2006","eastside","RaMCONms","fmm","RaMCONms_fmm","C",596995.35884
"2006","eastside","RaMCONms","fmm","RaMCONms_fmm","D",23553.40966
"2006","eastside","RaMCONms","fmm","RaMCONms_fmm","E",348118.00703
"2006","eastside","RaMCONsw","fdm","RaMCONsw_fdm","A",16030.2316
"2006","eastside","RaMCONsw","fdm","RaMCONsw_fdm","B",149916.691895
"2006","eastside","RaMCONsw","fdm","RaMCONsw_fdm","C",14433.213105
"2006","eastside","RaMCONsw","fdm","RaMCONsw_fdm","D",2136.993555
"2006","eastside","RaMCONsw","fdm","RaMCONsw_fdm","E",70105.798245
"2006","eastside","RaMCONsw","fiw","RaMCONsw_fiw","A",26436.53844
"2006","eastside","RaMCONsw","fiw","RaMCONsw_fiw","B",552754.543885
"2006","eastside","RaMCONsw","fiw","RaMCONsw_fiw","C",137097.17691
"2006","eastside","RaMCONsw","fiw","RaMCONsw_fiw","D",17671.95149
"2006","eastside","RaMCONsw","fiw","RaMCONsw_fiw","E",371318.031035
"2006","eastside","RaMCONsw","fvw","RaMCONsw_fvw","A",9543.41424
"2006","eastside","RaMCONsw","fvw","RaMCONsw_fvw","B",62499.444455
"2006","eastside","RaMCONsw","fvw","RaMCONsw_fvw","C",7001.216995
"2006","eastside","RaMCONsw","fvw","RaMCONsw_fvw","D",949.404255
"2006","eastside","RaMCONsw","fvw","RaMCONsw_fvw","E",30525.715305
"2006","eastside","RaMEVG","ftd","RaMEVG_ftd","A",58351.332915
"2006","eastside","RaMEVG","ftd","RaMEVG_ftd","B",136825.187825
"2006","eastside","RaMEVG","ftd","RaMEVG_ftd","C",35931.02578
"2006","eastside","RaMEVG","ftd","RaMEVG_ftd","D",12240.843195
"2006","eastside","RaMEVG","ftd","RaMEVG_ftd","E",187120.48426
"2006","eastside","RaMEVG","fuc","RaMEVG_fuc","A",61235.12888
"2006","eastside","RaMEVG","fuc","RaMEVG_fuc","B",10499.045555
"2006","eastside","RaMEVG","fuc","RaMEVG_fuc","C",10391.851165
"2006","eastside","RaMEVG","fuc","RaMEVG_fuc","D",5316.352475
"2006","eastside","RaMEVG","fuc","RaMEVG_fuc","E",21465.787795
"2006","eastside","RaOAPI","fop","RaOAPI_fop","A",15600.786855
"2006","eastside","RaOAPI","fop","RaOAPI_fop","B",15293.65936
"2006","eastside","RaOAPI","fop","RaOAPI_fop","C",5215.385145
"2006","eastside","RaOAPI","fop","RaOAPI_fop","D",13601.011015
"2006","eastside","RaOAPI","fop","RaOAPI_fop","E",34366.25456
"2006","eastside","RaPICOpu","fld","RaPICOpu_fld","A",91715.698
"2006","eastside","RaPICOpu","fld","RaPICOpu_fld","B",101634.737395
"2006","eastside","RaPICOpu","fld","RaPICOpu_fld","C",129923.159
"2006","eastside","RaPICOpu","fld","RaPICOpu_fld","D",11219.605355
"2006","eastside","RaPICOpu","fld","RaPICOpu_fld","E",22840.188895
"2006","eastside","RaPICOpu","flp","RaPICOpu_flp","A",340.041955
"2006","eastside","RaPICOpu","flp","RaPICOpu_flp","B",18674.730545
"2006","eastside","RaPICOpu","flp","RaPICOpu_flp","C",1793.39328
"2006","eastside","RaPICOpu","flp","RaPICOpu_flp","D",32.247275
"2006","eastside","RaPICOpu","flp","RaPICOpu_flp","E",4074.498795
"2006","eastside","RaPICOpu","flw","RaPICOpu_flw","A",12784.59897
"2006","eastside","RaPICOpu","flw","RaPICOpu_flw","B",29096.605035
"2006","eastside","RaPICOpu","flw","RaPICOpu_flw","C",20884.66966
"2006","eastside","RaPICOpu","flw","RaPICOpu_flw","D",3820.968495
"2006","eastside","RaPICOpu","flw","RaPICOpu_flw","E",8767.922875
"2006","eastside","RaPIJEsp","fjp","RaPIJEsp_fjp","A",28177.224105
"2006","eastside","RaPIJEsp","fjp","RaPIJEsp_fjp","B",20409.63394
"2006","eastside","RaPIJEsp","fjp","RaPIJEsp_fjp","C",15110.628275
"2006","eastside","RaPIJEsp","fjp","RaPIJEsp_fjp","D",2123.42746
"2006","eastside","RaPIJEsp","fjp","RaPIJEsp_fjp","E",15976.189615
"2006","eastside","RaPIPOm","fdp","RaPIPOm_fdp","A",159434.08592
"2006","eastside","RaPIPOm","fdp","RaPIPOm_fdp","B",550050.220685
"2006","eastside","RaPIPOm","fdp","RaPIPOm_fdp","C",104829.663965
"2006","eastside","RaPIPOm","fdp","RaPIPOm_fdp","D",6955.848415
"2006","eastside","RaPIPOm","fdp","RaPIPOm_fdp","E",227454.04146
"2006","eastside","RaPIPOm","fpd","RaPIPOm_fpd","A",119711.002995
"2006","eastside","RaPIPOm","fpd","RaPIPOm_fpd","B",217348.635055
"2006","eastside","RaPIPOm","fpd","RaPIPOm_fpd","C",81926.537285
"2006","eastside","RaPIPOm","fpd","RaPIPOm_fpd","D",44800.805565
"2006","eastside","RaPIPOm","fpd","RaPIPOm_fpd","E",144330.129495
"2006","eastside","RaPIPOm","fpl","RaPIPOm_fpl","A",154365.036685
"2006","eastside","RaPIPOm","fpl","RaPIPOm_fpl","B",424505.574445
"2006","eastside","RaPIPOm","fpl","RaPIPOm_fpl","C",121429.226765
"2006","eastside","RaPIPOm","fpl","RaPIPOm_fpl","D",59230.01556
"2006","eastside","RaPIPOm","fpl","RaPIPOm_fpl","E",203239.896255
"2006","eastside","RaPIPOxe","fpd","RaPIPOxe_fpd","A",98609.05342
"2006","eastside","RaPIPOxe","fpd","RaPIPOxe_fpd","B",375377.40697
"2006","eastside","RaPIPOxe","fpd","RaPIPOxe_fpd","C",61796.45386
"2006","eastside","RaPIPOxe","fpd","RaPIPOxe_fpd","D",4000.44126
"2006","eastside","RaPIPOxe","fpd","RaPIPOxe_fpd","E",103360.74499
"2006","eastside","RaPIPOxe","fxp","RaPIPOxe_fxp","A",298403.82873
"2006","eastside","RaPIPOxe","fxp","RaPIPOxe_fxp","B",455657.55407
"2006","eastside","RaPIPOxe","fxp","RaPIPOxe_fxp","C",129629.5976
"2006","eastside","RaPIPOxe","fxp","RaPIPOxe_fxp","D",10627.145075
"2006","eastside","RaPIPOxe","fxp","RaPIPOxe_fxp","E",118615.040435
"2006","eastside","RaREFI","fcw","RaREFI_fcw","A",8633.151505
"2006","eastside","RaREFI","fcw","RaREFI_fcw","B",113017.13589
"2006","eastside","RaREFI","fcw","RaREFI_fcw","C",23987.07991
"2006","eastside","RaREFI","fcw","RaREFI_fcw","D",6674.96353
"2006","eastside","RaREFI","fcw","RaREFI_fcw","E",113527.977205
"2006","eastside","RaREFI","frf","RaREFI_frf","A",4594.458305
"2006","eastside","RaREFI","frf","RaREFI_frf","B",38215.91201
"2006","eastside","RaREFI","frf","RaREFI_frf","C",5648.833
"2006","eastside","RaREFI","frf","RaREFI_frf","D",41.143075
"2006","eastside","RaREFI","frf","RaREFI_frf","E",8179.910495
"2006","eastside","RaREFI","frm","RaREFI_frm","A",850.43848
"2006","eastside","RaREFI","frm","RaREFI_frm","B",35741.54524
"2006","eastside","RaREFI","frm","RaREFI_frm","C",1865.226865
"2006","eastside","RaREFI","frm","RaREFI_frm","D",254.197485
"2006","eastside","RaREFI","frm","RaREFI_frm","E",49503.125445
"2006","eastside","RaSAWD","fal","RaSAWD_fal","A",314362.89393
"2006","eastside","RaSAWD","fal","RaSAWD_fal","B",258459.685175
"2006","eastside","RaSAWD","fal","RaSAWD_fal","C",52230.35533
"2006","eastside","RaSAWD","fsw","RaSAWD_fsw","A",23981.075245
"2006","eastside","RaSAWD","fsw","RaSAWD_fsw","B",27630.3548
"2006","eastside","RaSAWD","fsw","RaSAWD_fsw","C",5711.325995
"2006","eastside","RaSPFI","fcd","RaSPFI_fcd","A",68862.610195
"2006","eastside","RaSPFI","fcd","RaSPFI_fcd","B",106132.453875
"2006","eastside","RaSPFI","fcd","RaSPFI_fcd","C",665876.650215
"2006","eastside","RaSPFI","fcd","RaSPFI_fcd","D",131467.46988
"2006","eastside","RaSPFI","fcd","RaSPFI_fcd","E",425508.575895
"2006","eastside","RaSPFI","fmz","RaSPFI_fmz","A",3412.206485
"2006","eastside","RaSPFI","fmz","RaSPFI_fmz","B",27634.35791
"2006","eastside","RaSPFI","fmz","RaSPFI_fmz","C",97848.46252
"2006","eastside","RaSPFI","fmz","RaSPFI_fmz","D",44322.656315
"2006","eastside","RaSPFI","fmz","RaSPFI_fmz","E",67587.842055
"2006","eastside","RaSSHE","fss","RaSSHE_fss","A",5930.607465
"2006","eastside","RaSSHE","fss","RaSSHE_fss","B",23893.22922
"2006","eastside","RaSSHE","fss","RaSSHE_fss","D",3685.52994
"2006","eastside","RaSSHE","fss","RaSSHE_fss","E",5168.4598
"2006","eastside","RaTAOAco","ftm","RaTAOAco_ftm","A",41735.09049
"2006","eastside","RaTAOAco","ftm","RaTAOAco_ftm","B",217607.502835
"2006","eastside","RaTAOAco","ftm","RaTAOAco_ftm","C",44459.206845
"2006","eastside","RaTAOAco","ftm","RaTAOAco_ftm","D",25172.00047
"2006","eastside","RaTAOAco","ftm","RaTAOAco_ftm","E",257727.33844
"2006","eastside","RaTAOAco","fto","RaTAOAco_fto","A",5927.27154
"2006","eastside","RaTAOAco","fto","RaTAOAco_fto","B",8110.74565
"2006","eastside","RaTAOAco","fto","RaTAOAco_fto","C",2838.20499
"2006","eastside","RaTAOAco","fto","RaTAOAco_fto","D",4298.228165
"2006","eastside","RaTAOAco","fto","RaTAOAco_fto","E",5651.279345
"2006","westside","Na0210290","fdw","Na0210290_fdw","A",7214.716195
"2006","westside","Na0210290","fdw","Na0210290_fdw","B",24709.86366
"2006","westside","Na0210290","fdw","Na0210290_fdw","C",1169.7977
"2006","westside","Na0210290","fdw","Na0210290_fdw","D",60.49144
"2006","westside","Na0210290","fdw","Na0210290_fdw","E",14646.267515
"2006","westside","Na0210350","fvg","Na0210350_fvg","A",14135.203805
"2006","westside","Na0210350","fvg","Na0210350_fvg","B",25694.406325
"2006","westside","Na0210350","fvg","Na0210350_fvg","C",2757.25321
"2006","westside","Na0210350","fvg","Na0210350_fvg","D",265.53963
"2006","westside","Na0210350","fvg","Na0210350_fvg","E",48295.520595
"2006","westside","Na0710411","fmt","Na0710411_fmt","A",15388.177235
"2006","westside","Na0710411","fmt","Na0710411_fmt","B",188004.504385
"2006","westside","Na0710411","fmt","Na0710411_fmt","C",85385.669115
"2006","westside","Na0710411","fmt","Na0710411_fmt","D",15725.99524
"2006","westside","Na0710411","fmt","Na0710411_fmt","E",199098.456565
"2006","westside","Na0710412","fmc","Na0710412_fmc","A",45401.93925
"2006","westside","Na0710412","fmc","Na0710412_fmc","B",205748.28946
"2006","westside","Na0710412","fmc","Na0710412_fmc","C",20560.640145
"2006","westside","Na0710412","fmc","Na0710412_fmc","D",20603.784775
"2006","westside","Na0710412","fmc","Na0710412_fmc","E",524083.15809
"2006","westside","Na0710412","fmh","Na0710412_fmh","A",12.00933
"2006","westside","Na0710412","fmh","Na0710412_fmh","B",223.72937
"2006","westside","Na0710412","fmh","Na0710412_fmh","C",12.45412
"2006","westside","Na0710412","fmh","Na0710412_fmh","D",6.004665
"2006","westside","Na0710412","fmh","Na0710412_fmh","E",388.30167
"2006","westside","Na0710412","fmi","Na0710412_fmi","A",2958.520685
"2006","westside","Na0710412","fmi","Na0710412_fmi","B",21501.370995
"2006","westside","Na0710412","fmi","Na0710412_fmi","C",1873.677875
"2006","westside","Na0710412","fmi","Na0710412_fmi","D",975.646865
"2006","westside","Na0710412","fmi","Na0710412_fmi","E",31796.480335
"2006","westside","R1RFWF","fcw","R1RFWF_fcw","A",2.001555
"2006","westside","R1RFWF","fcw","R1RFWF_fcw","B",89.625185
"2006","westside","R1RFWF","fcw","R1RFWF_fcw","C",3.11353
"2006","westside","R1RFWF","fcw","R1RFWF_fcw","E",175.24726
"2006","westside","RaABAMlw","fsi","RaABAMlw_fsi","A",69934.3317
"2006","westside","RaABAMlw","fsi","RaABAMlw_fsi","B",891731.00444
"2006","westside","RaABAMlw","fsi","RaABAMlw_fsi","C",178589.85685
"2006","westside","RaABAMlw","fsi","RaABAMlw_fsi","D",19396.624715
"2006","westside","RaABAMlw","fsi","RaABAMlw_fsi","E",672871.862545
"2006","westside","RaABAMlw","fsw","RaABAMlw_fsw","A",8106.964935
"2006","westside","RaABAMlw","fsw","RaABAMlw_fsw","B",124682.64322
"2006","westside","RaABAMlw","fsw","RaABAMlw_fsw","C",27030.110695
"2006","westside","RaABAMlw","fsw","RaABAMlw_fsw","D",5671.51729
"2006","westside","RaABAMlw","fsw","RaABAMlw_fsw","E",117918.054505
"2006","westside","RaABAMlw","fwc","RaABAMlw_fwc","A",28896.67193
"2006","westside","RaABAMlw","fwc","RaABAMlw_fwc","B",188727.288135
"2006","westside","RaABAMlw","fwc","RaABAMlw_fwc","C",31408.623455
"2006","westside","RaABAMlw","fwc","RaABAMlw_fwc","D",5552.75836
"2006","westside","RaABAMlw","fwc","RaABAMlw_fwc","E",115824.65037
"2006","westside","RaABAMup","fsi","RaABAMup_fsi","A",5388.18606
"2006","westside","RaABAMup","fsi","RaABAMup_fsi","B",20009.100545
"2006","westside","RaABAMup","fsi","RaABAMup_fsi","C",2705.21278
"2006","westside","RaABAMup","fsi","RaABAMup_fsi","D",4112.08355
"2006","westside","RaABAMup","fsi","RaABAMup_fsi","E",16870.8847
"2006","westside","RaABAMup","fst","RaABAMup_fst","A",55735.74532
"2006","westside","RaABAMup","fst","RaABAMup_fst","B",720300.04264
"2006","westside","RaABAMup","fst","RaABAMup_fst","C",81812.00386
"2006","westside","RaABAMup","fst","RaABAMup_fst","D",3159.78816
"2006","westside","RaABAMup","fst","RaABAMup_fst","E",605334.28176
"2006","westside","RaABAMup","fsw","RaABAMup_fsw","A",19.12597
"2006","westside","RaABAMup","fsw","RaABAMup_fsw","B",356.499185
"2006","westside","RaABAMup","fsw","RaABAMup_fsw","C",67.60808
"2006","westside","RaABAMup","fsw","RaABAMup_fsw","D",3.780715
"2006","westside","RaABAMup","fsw","RaABAMup_fsw","E",63.16018
"2006","westside","RaABLA","faf","RaABLA_faf","A",8757.692705
"2006","westside","RaABLA","faf","RaABLA_faf","B",72269.92399
"2006","westside","RaABLA","faf","RaABLA_faf","C",2842.430495
"2006","westside","RaABLA","faf","RaABLA_faf","D",2.66874
"2006","westside","RaABLA","faf","RaABLA_faf","E",72356.21325
"2006","westside","RaDFHEdy","fdg","RaDFHEdy_fdg","A",241095.973155
"2006","westside","RaDFHEdy","fdg","RaDFHEdy_fdg","B",666117.94879
"2006","westside","RaDFHEdy","fdg","RaDFHEdy_fdg","C",193746.298495
"2006","westside","RaDFHEdy","fdg","RaDFHEdy_fdg","D",21931.70532
"2006","westside","RaDFHEdy","fdg","RaDFHEdy_fdg","E",357751.71364
"2006","westside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",683774.999815
"2006","westside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",2452616.98379
"2006","westside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",555767.106555
"2006","westside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",126185.811025
"2006","westside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",1610687.114095
"2006","westside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",10944.05795
"2006","westside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",45735.309355
"2006","westside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",12869.776255
"2006","westside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",4392.523645
"2006","westside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",50482.108235
"2006","westside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",9887.459305
"2006","westside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",50902.434785
"2006","westside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",4757.91863
"2006","westside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",4043.808285
"2006","westside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",35258.94809
"2006","westside","RaDFHEwt","fwc","RaDFHEwt_fwc","A",54.26438
"2006","westside","RaDFHEwt","fwc","RaDFHEwt_fwc","B",204.381005
"2006","westside","RaDFHEwt","fwc","RaDFHEwt_fwc","C",18.903575
"2006","westside","RaDFHEwt","fwc","RaDFHEwt_fwc","D",2.446345
"2006","westside","RaDFHEwt","fwc","RaDFHEwt_fwc","E",85.39968
"2006","westside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",190211.997155
"2006","westside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",839260.01772
"2006","westside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",178173.755805
"2006","westside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",37376.815675
"2006","westside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",652041.23487
"2006","westside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",326513.22236
