"YEAR","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2007","eastside","Na0210290","fdw","Na0210290_fdw","A",224.841345
"2007","eastside","Na0210290","fdw","Na0210290_fdw","B",3863.223545
"2007","eastside","Na0210290","fdw","Na0210290_fdw","C",233.292355
"2007","eastside","Na0210290","fdw","Na0210290_fdw","D",99.63296
"2007","eastside","Na0210290","fdw","Na0210290_fdw","E",5225.170525
"2007","eastside","Na0210290","fwo","Na0210290_fwo","A",24447.88235
"2007","eastside","Na0210290","fwo","Na0210290_fwo","B",150518.492765
"2007","eastside","Na0210290","fwo","Na0210290_fwo","C",24922.02849
"2007","eastside","Na0210290","fwo","Na0210290_fwo","D",613.8102
"2007","eastside","Na0210290","fwo","Na0210290_fwo","E",15806.724625
"2007","eastside","Na0210350","fvg","Na0210350_fvg","A",337.373215
"2007","eastside","Na0210350","fvg","Na0210350_fvg","B",535.749555
"2007","eastside","Na0210350","fvg","Na0210350_fvg","C",249.304795
"2007","eastside","Na0210350","fvg","Na0210350_fvg","D",26.020215
"2007","eastside","Na0210350","fvg","Na0210350_fvg","E",812.18654
"2007","eastside","Na0710270","fdd","Na0710270_fdd","A",57894.088795
"2007","eastside","Na0710270","fdd","Na0710270_fdd","B",1126550.32351
"2007","eastside","Na0710270","fdd","Na0710270_fdd","C",183442.96054
"2007","eastside","Na0710270","fdd","Na0710270_fdd","D",5238.959015
"2007","eastside","Na0710270","fdd","Na0710270_fdd","E",30141.63914
"2007","eastside","Na0710412","fmc","Na0710412_fmc","A",1131.10097
"2007","eastside","Na0710412","fmc","Na0710412_fmc","B",2785.052585
"2007","eastside","Na0710412","fmc","Na0710412_fmc","C",326.698255
"2007","eastside","Na0710412","fmc","Na0710412_fmc","D",775.046575
"2007","eastside","Na0710412","fmc","Na0710412_fmc","E",11621.47312
"2007","eastside","Na0710412","fmh","Na0710412_fmh","A",94414.906115
"2007","eastside","Na0710412","fmh","Na0710412_fmh","B",471492.96765
"2007","eastside","Na0710412","fmh","Na0710412_fmh","C",61905.649805
"2007","eastside","Na0710412","fmh","Na0710412_fmh","D",100190.504265
"2007","eastside","Na0710412","fmh","Na0710412_fmh","E",691394.9197
"2007","eastside","Na0710412","fmi","Na0710412_fmi","A",4536.858
"2007","eastside","Na0710412","fmi","Na0710412_fmi","B",14333.135355
"2007","eastside","Na0710412","fmi","Na0710412_fmi","C",1999.77584
"2007","eastside","Na0710412","fmi","Na0710412_fmi","D",3538.971635
"2007","eastside","Na0710412","fmi","Na0710412_fmi","E",24149.650655
"2007","eastside","Na1010471","frn","Na1010471_frn","A",21077.70852
"2007","eastside","Na1010471","frn","Na1010471_frn","B",474238.433925
"2007","eastside","Na1010471","frn","Na1010471_frn","C",155814.607295
