"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2002","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",299.34367
"2002","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3667.071155
"2002","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",297.342115
"2002","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",110.530315
"2002","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5271.873475
"2002","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",23892.33964
"2002","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",147719.65169
"2002","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",27580.98311
"2002","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",601.80087
"2002","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",16514.16312
"2002","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",242.41055
"2002","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",521.071485
"2002","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",260.20215
"2002","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",30.69051
"2002","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",906.259625
"2002","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",51303.85776
"2002","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1133044.035115
"2002","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",185717.6166
"2002","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",3892.80208
"2002","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",29309.659445
"2002","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",892.69353
"2002","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2886.909495
"2002","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",306.01552
"2002","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",783.27519
"2002","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11770.47777
"2002","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",14484.808745
"2002","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",217585.263335
"2002","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",13595.00635
"2002","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",29535.167975
"2002","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",386732.45088
"2002","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4187.030665
"2002","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",13998.87567
"2002","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",1703.5457
"2002","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3288.110075
"2002","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",25380.829375
"2002","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4248.856475
"2002","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",63809.795795
"2002","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5828.97295
"2002","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",1632.82409
"2002","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",73764.41839
"2002","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",63.60497
"2002","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1585.453955
"2002","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",121.205275
"2002","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",64.49455
"2002","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1967.75096
"2002","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",9722.21982
"2002","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",51460.42384
"2002","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17228.05107
"2002","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2447.012185
"2002","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",54159.85435
"2002","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",2451.904875
"2002","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",7262.753515
"2002","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",3170.240725
"2002","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",310.685815
"2002","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8796.61183
"2002","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",632.713775
"2002","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4023.347945
"2002","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1875.012245
"2002","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",447.45874
"2002","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4428.996425
"2002","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",36837.285405
"2002","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",203622.415655
"2002","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",55179.75782
"2002","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",15999.98588
"2002","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",179670.029365
"2002","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2192.592305
"2002","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",37341.232475
"2002","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",23795.597815
"2002","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6148.554565
"2002","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",41311.872805
"2002","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",557.989055
"2002","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7263.198305
"2002","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",2247.301475
"2002","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",983.653085
"2002","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7582.77992
"2002","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",2334.70271
"2002","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",16647.377725
"2002","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1070.60953
"2002","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",825.307845
"2002","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",10433.661425
"2002","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",31935.699605
"2002","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",152438.87359
"2002","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",23082.82184
"2002","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",8928.047275
"2002","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",90315.49908
"2002","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",38935.359835
"2002","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",65989.93398
"2002","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",27473.566325
"2002","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",5679.745905
"2002","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",37997.07533
"2002","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",6289.3306
"2002","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",10193.25243
"2002","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7949.73167
"2002","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",1195.15073
"2002","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6590.231035
"2002","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2112.085315
"2002","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","B",8174.573015
"2002","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","C",1893.693425
"2002","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","D",1073.945455
"2002","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","E",24773.246235
"2002","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","A",285468.89074
"2002","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","B",524420.531305
"2002","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","C",601404.56211
"2002","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","D",13826.074755
"2002","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","E",98070.85752
"2002","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","A",109985.224855
"2002","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","B",487126.44657
