"YEAR","STATE","sclass","AREA_TOTAL"
"2010","Oregon","A",3008916.72637
"2010","Oregon","B",11946669.986355
"2010","Oregon","C",4485046.859245
"2010","Oregon","D",856688.446685
"2010","Oregon","E",7330749.674275
"2010","Washington","A",2583669.90939
"2010","Washington","B",10958556.102445
"2010","Washington","C",3040986.97495
"2010","Washington","D",450469.07872
"2010","Washington","E",5349658.3502
