"YEAR","STATE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2005","Oregon","Na0210290","fdw","Na0210290_fdw","A",7446.006995
"2005","Oregon","Na0210290","fdw","Na0210290_fdw","B",28466.782395
"2005","Oregon","Na0210290","fdw","Na0210290_fdw","C",1444.010735
"2005","Oregon","Na0210290","fdw","Na0210290_fdw","D",162.570745
"2005","Oregon","Na0210290","fdw","Na0210290_fdw","E",19927.92637
"2005","Oregon","Na0210290","fwo","Na0210290_fwo","A",24433.20428
"2005","Oregon","Na0210290","fwo","Na0210290_fwo","B",149155.43381
"2005","Oregon","Na0210290","fwo","Na0210290_fwo","C",25961.280325
"2005","Oregon","Na0210290","fwo","Na0210290_fwo","D",616.701335
"2005","Oregon","Na0210290","fwo","Na0210290_fwo","E",16142.31868
"2005","Oregon","Na0210350","fvg","Na0210350_fvg","A",14413.41995
"2005","Oregon","Na0210350","fvg","Na0210350_fvg","B",25740.88688
"2005","Oregon","Na0210350","fvg","Na0210350_fvg","C",3044.809945
"2005","Oregon","Na0210350","fvg","Na0210350_fvg","D",281.99686
"2005","Oregon","Na0210350","fvg","Na0210350_fvg","E",49627.44425
"2005","Oregon","Na0710270","fdd","Na0710270_fdd","A",60056.212985
"2005","Oregon","Na0710270","fdd","Na0710270_fdd","B",1120334.38326
"2005","Oregon","Na0710270","fdd","Na0710270_fdd","C",186376.79538
"2005","Oregon","Na0710270","fdd","Na0710270_fdd","D",5682.19225
"2005","Oregon","Na0710270","fdd","Na0710270_fdd","E",30818.387125
"2005","Oregon","Na0710412","fmc","Na0710412_fmc","A",18853.75852
"2005","Oregon","Na0710412","fmc","Na0710412_fmc","B",74548.58316
"2005","Oregon","Na0710412","fmc","Na0710412_fmc","C",5405.97766
"2005","Oregon","Na0710412","fmc","Na0710412_fmc","D",5601.24047
"2005","Oregon","Na0710412","fmc","Na0710412_fmc","E",191831.477545
"2005","Oregon","Na0710412","fmh","Na0710412_fmh","A",22545.737915
"2005","Oregon","Na0710412","fmh","Na0710412_fmh","B",218203.29904
"2005","Oregon","Na0710412","fmh","Na0710412_fmh","C",15240.062165
"2005","Oregon","Na0710412","fmh","Na0710412_fmh","D",30298.65001
"2005","Oregon","Na0710412","fmh","Na0710412_fmh","E",376287.44731
"2005","Oregon","Na0710412","fmi","Na0710412_fmi","A",5794.946515
"2005","Oregon","Na0710412","fmi","Na0710412_fmi","B",20380.72259
"2005","Oregon","Na0710412","fmi","Na0710412_fmi","C",2574.44452
"2005","Oregon","Na0710412","fmi","Na0710412_fmi","D",3884.35107
"2005","Oregon","Na0710412","fmi","Na0710412_fmi","E",37645.913625
"2005","Oregon","R1RFWF","fcw","R1RFWF_fcw","A",3568.55017
"2005","Oregon","R1RFWF","fcw","R1RFWF_fcw","B",64236.349405
"2005","Oregon","R1RFWF","fcw","R1RFWF_fcw","C",5557.65105
"2005","Oregon","R1RFWF","fcw","R1RFWF_fcw","D",1980.872265
"2005","Oregon","R1RFWF","fcw","R1RFWF_fcw","E",74211.43234
"2005","Oregon","R1RFWF","frm","R1RFWF_frm","A",49.594085
"2005","Oregon","R1RFWF","frm","R1RFWF_frm","B",1609.472615
"2005","Oregon","R1RFWF","frm","R1RFWF_frm","C",102.74649
"2005","Oregon","R1RFWF","frm","R1RFWF_frm","D",66.27371
"2005","Oregon","R1RFWF","frm","R1RFWF_frm","E",1974.42281
"2005","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","A",41349.45756
"2005","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","B",414054.12142
"2005","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","C",94142.249845
"2005","Oregon","RaABAMlw","fsi","RaABAMlw_fsi","D",18869.77096
