"YEAR","STATE","sclass","AREA_TOTAL"
"2014","Oregon","A",2913345.366255
"2014","Oregon","B",11987305.111175
"2014","Oregon","C",4334339.33073
"2014","Oregon","D",927047.77523
"2014","Oregon","E",7466034.10954
"2014","Washington","A",2561216.243005
"2014","Washington","B",11001724.306315
"2014","Washington","C",2957780.55444
"2014","Washington","D",474450.82115
"2014","Washington","E",5388168.490795
