"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2010","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",366.284565
"2010","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3831.198665
"2010","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",240.63139
"2010","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",170.132175
"2010","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5037.913935
"2010","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24098.944595
"2010","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",152170.887615
"2010","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",23575.426765
"2010","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",611.363855
"2010","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",15852.3156
"2010","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",344.045065
"2010","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",553.541155
"2010","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",253.5303
"2010","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",22.017105
"2010","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",787.500695
"2010","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",54339.9943
"2010","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1140060.152575
"2010","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",173481.4437
"2010","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",4937.169
"2010","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30449.211425
"2010","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1039.251835
"2010","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2857.998145
"2010","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",298.89888
"2010","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",798.620445
"2010","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11644.6022
"2010","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",32825.279605
"2010","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",216082.317925
"2010","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",21829.40362
"2010","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",31686.172415
"2010","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",359509.52372
"2010","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",5429.55153
"2010","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",15093.94865
"2010","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",2052.038665
"2010","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3698.87364
"2010","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",22283.979
"2010","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4429.886005
"2010","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",65127.708565
"2010","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",4901.14101
"2010","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2342.70893
"2010","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",72483.42319
"2010","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",52.04043
"2010","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1669.74166
"2010","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",92.96111
"2010","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",85.622075
"2010","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1902.144435
"2010","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",9776.4842
"2010","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",53129.053525
"2010","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","C",17036.34658
"2010","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","D",2336.92666
"2010","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","E",52738.7503
"2010","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","A",1905.03557
"2010","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","B",8327.80317
"2010","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","C",2881.34962
"2010","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","D",253.752695
"2010","Oregon","eastside","RaABAMlw","fsw","RaABAMlw_fsw","E",8624.255705
"2010","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","A",1006.337375
"2010","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","B",4107.413255
"2010","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","C",1562.99206
"2010","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","D",429.22235
"2010","Oregon","eastside","RaABAMlw","fwc","RaABAMlw_fwc","E",4301.56409
"2010","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","A",49334.77243
"2010","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","B",199763.862405
"2010","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","C",50899.321255
"2010","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","D",21534.285455
"2010","Oregon","eastside","RaDFHEdy","fwi","RaDFHEdy_fwi","E",169777.23258
"2010","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","A",2179.471
"2010","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","B",39069.46402
"2010","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","C",19820.28719
"2010","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","D",6268.87026
"2010","Oregon","eastside","RaDFHEdy","fwx","RaDFHEdy_fwx","E",43451.757495
"2010","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","A",690.091685
"2010","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","B",7532.51865
"2010","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","C",1721.114905
"2010","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","D",986.766615
"2010","Oregon","eastside","RaDFHEwt","fdm","RaDFHEwt_fdm","E",7704.429985
"2010","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","A",5260.753725
"2010","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","B",13771.365585
"2010","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","C",1426.219135
"2010","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","D",1031.46801
"2010","Oregon","eastside","RaDFHEwt","fhc","RaDFHEwt_fhc","E",9821.85278
"2010","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","A",41791.13403
"2010","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","B",140447.557585
"2010","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","C",23078.81873
"2010","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","D",10725.66606
"2010","Oregon","eastside","RaDFHEwt","fwm","RaDFHEwt_fwm","E",90657.764985
"2010","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","A",35344.125375
"2010","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","B",70844.81683
"2010","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","C",25150.428155
"2010","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","D",7176.24186
"2010","Oregon","eastside","RaDFHEwt","fwn","RaDFHEwt_fwn","E",37560.069155
"2010","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","A",5976.19844
"2010","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","B",10961.84955
"2010","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","C",7297.66953
"2010","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","D",1702.21133
"2010","Oregon","eastside","RaDFHEwt","fww","RaDFHEwt_fww","E",6279.767615
"2010","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","A",2596.461625
"2010","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","B",7905.25267
"2010","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","C",1740.90806
"2010","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","D",1231.17872
"2010","Oregon","eastside","RaDFWV","fwx","RaDFWV_fwx","E",24553.74237
"2010","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","A",270701.86274
"2010","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","B",573739.736085
"2010","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","C",556238.80635
"2010","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","D",14274.64547
"2010","Oregon","eastside","RaMCONdy","fdd","RaMCONdy_fdd","E",108235.865785
"2010","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","A",97546.227715
"2010","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","B",529191.793635
"2010","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","C",296736.31102
"2010","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","D",9250.74242
"2010","Oregon","eastside","RaMCONdy","fdg","RaMCONdy_fdg","E",110359.07085
"2010","Oregon","eastside","RaMCONdy","fdx","RaMCONdy_fdx","A",696.54114
"2010","Oregon","eastside","RaMCONdy","fdx","RaMCONdy_fdx","B",1752.91739
"2010","Oregon","eastside","RaMCONdy","fdx","RaMCONdy_fdx","C",899.36538
"2010","Oregon","eastside","RaMCONdy","fdx","RaMCONdy_fdx","D",90.514765
"2010","Oregon","eastside","RaMCONdy","fdx","RaMCONdy_fdx","E",1012.34204
"2010","Oregon","eastside","RaMCONdy","fmd","RaMCONdy_fmd","A",53576.73466
"2010","Oregon","eastside","RaMCONdy","fmd","RaMCONdy_fmd","B",253254.97499
"2010","Oregon","eastside","RaMCONdy","fmd","RaMCONdy_fmd","C",185747.41753
"2010","Oregon","eastside","RaMCONdy","fmd","RaMCONdy_fmd","D",7579.888785
"2010","Oregon","eastside","RaMCONdy","fmd","RaMCONdy_fmd","E",95629.85
"2010","Oregon","eastside","RaMCONdy","fmx","RaMCONdy_fmx","A",62929.33399
"2010","Oregon","eastside","RaMCONdy","fmx","RaMCONdy_fmx","B",290108.717625
"2010","Oregon","eastside","RaMCONdy","fmx","RaMCONdy_fmx","C",179104.47888
"2010","Oregon","eastside","RaMCONdy","fmx","RaMCONdy_fmx","D",5749.133145
"2010","Oregon","eastside","RaMCONdy","fmx","RaMCONdy_fmx","E",58278.16496
"2010","Oregon","eastside","RaMCONms","fcm","RaMCONms_fcm","A",204813.78567
"2010","Oregon","eastside","RaMCONms","fcm","RaMCONms_fcm","B",509712.660375
"2010","Oregon","eastside","RaMCONms","fcm","RaMCONms_fcm","C",794041.33195
"2010","Oregon","eastside","RaMCONms","fcm","RaMCONms_fcm","D",75702.590815
"2010","Oregon","eastside","RaMCONms","fcm","RaMCONms_fcm","E",226744.379015
"2010","Oregon","eastside","RaMCONms","fmm","RaMCONms_fmm","A",86390.67212
"2010","Oregon","eastside","RaMCONms","fmm","RaMCONms_fmm","B",255851.65901
"2010","Oregon","eastside","RaMCONms","fmm","RaMCONms_fmm","C",344193.847255
"2010","Oregon","eastside","RaMCONms","fmm","RaMCONms_fmm","D",14706.314165
"2010","Oregon","eastside","RaMCONms","fmm","RaMCONms_fmm","E",140916.14385
"2010","Oregon","eastside","RaMCONsw","fdm","RaMCONsw_fdm","A",15281.872425
"2010","Oregon","eastside","RaMCONsw","fdm","RaMCONsw_fdm","B",151783.475525
"2010","Oregon","eastside","RaMCONsw","fdm","RaMCONsw_fdm","C",13218.936405
"2010","Oregon","eastside","RaMCONsw","fdm","RaMCONsw_fdm","D",1789.167775
"2010","Oregon","eastside","RaMCONsw","fdm","RaMCONsw_fdm","E",70549.47627
"2010","Oregon","eastside","RaMCONsw","fiw","RaMCONsw_fiw","A",25297.43125
"2010","Oregon","eastside","RaMCONsw","fiw","RaMCONsw_fiw","B",554288.4022
