"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2009","Na0210290","fdw","Na0210290_fdw","A",7558.31647
"2009","Na0210290","fdw","Na0210290_fdw","B",28606.22406
"2009","Na0210290","fdw","Na0210290_fdw","C",1387.30001
"2009","Na0210290","fdw","Na0210290_fdw","D",223.72937
"2009","Na0210290","fdw","Na0210290_fdw","E",19671.72733
"2009","Na0210290","fwo","Na0210290_fwo","A",24191.016125
"2009","Na0210290","fwo","Na0210290_fwo","B",151732.54707
"2009","Na0210290","fwo","Na0210290_fwo","C",24003.09235
"2009","Na0210290","fwo","Na0210290_fwo","D",620.92684
"2009","Na0210290","fwo","Na0210290_fwo","E",15761.356045
"2009","Na0210350","fvg","Na0210350_fvg","A",13939.27381
"2009","Na0210350","fvg","Na0210350_fvg","B",27714.8649
"2009","Na0210350","fvg","Na0210350_fvg","C",3026.573555
"2009","Na0210350","fvg","Na0210350_fvg","D",305.57073
"2009","Na0210350","fvg","Na0210350_fvg","E",48122.27489
"2009","Na0710270","fdd","Na0710270_fdd","A",54986.941355
"2009","Na0710270","fdd","Na0710270_fdd","B",1135648.05817
"2009","Na0710270","fdd","Na0710270_fdd","C",177380.91763
"2009","Na0710270","fdd","Na0710270_fdd","D",4943.173665
"2009","Na0710270","fdd","Na0710270_fdd","E",30308.88018
"2009","Na0710411","fmt","Na0710411_fmt","A",14535.514805
"2009","Na0710411","fmt","Na0710411_fmt","B",191980.2598
"2009","Na0710411","fmt","Na0710411_fmt","C",84012.157595
"2009","Na0710411","fmt","Na0710411_fmt","D",15695.74952
"2009","Na0710411","fmt","Na0710411_fmt","E",197379.12082
"2009","Na0710412","fmc","Na0710412_fmc","A",44846.39654
"2009","Na0710412","fmc","Na0710412_fmc","B",208728.160065
"2009","Na0710412","fmc","Na0710412_fmc","C",20453.22336
"2009","Na0710412","fmc","Na0710412_fmc","D",21364.375675
"2009","Na0710412","fmc","Na0710412_fmc","E",537645.027585
"2009","Na0710412","fmh","Na0710412_fmh","A",101494.183755
"2009","Na0710412","fmh","Na0710412_fmh","B",471705.13248
"2009","Na0710412","fmh","Na0710412_fmh","C",66152.28233
"2009","Na0710412","fmh","Na0710412_fmh","D",100801.645725
"2009","Na0710412","fmh","Na0710412_fmh","E",679888.2024
"2009","Na0710412","fmi","Na0710412_fmi","A",7456.45956
"2009","Na0710412","fmi","Na0710412_fmi","B",36352.464305
"2009","Na0710412","fmi","Na0710412_fmi","C",3692.64658
"2009","Na0710412","fmi","Na0710412_fmi","D",4582.448975
"2009","Na0710412","fmi","Na0710412_fmi","E",55580.06882
"2009","Na1010471","frn","Na1010471_frn","A",21610.344545
"2009","Na1010471","frn","Na1010471_frn","B",471804.987835
"2009","Na1010471","frn","Na1010471_frn","C",157575.086115
"2009","Na1010471","frn","Na1010471_frn","D",1207.60485
"2009","Na1010471","frn","Na1010471_frn","E",33801.593655
"2009","R1RFWF","fcw","R1RFWF_fcw","A",5041.472255
"2009","R1RFWF","fcw","R1RFWF_fcw","B",65478.203085
"2009","R1RFWF","fcw","R1RFWF_fcw","C",4907.145675
"2009","R1RFWF","fcw","R1RFWF_fcw","D",2065.382365
"2009","R1RFWF","fcw","R1RFWF_fcw","E",72062.65185
"2009","R1RFWF","frm","R1RFWF_frm","A",39.808705
"2009","R1RFWF","frm","R1RFWF_frm","B",1643.05426
