"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2016","Na0210290","fdw","Na0210290_fdw","A",6453.235715
"2016","Na0210290","fdw","Na0210290_fdw","B",27838.51652
"2016","Na0210290","fdw","Na0210290_fdw","C",1323.917435
"2016","Na0210290","fdw","Na0210290_fdw","D",226.39811
"2016","Na0210290","fdw","Na0210290_fdw","E",21605.22946
"2016","Na0210290","fwo","Na0210290_fwo","A",26388.723515
"2016","Na0210290","fwo","Na0210290_fwo","B",150919.693345
"2016","Na0210290","fwo","Na0210290_fwo","C",22475.905885
"2016","Na0210290","fwo","Na0210290_fwo","D",807.73864
"2016","Na0210290","fwo","Na0210290_fwo","E",15716.877045
"2016","Na0210350","fvg","Na0210350_fvg","A",12140.320655
"2016","Na0210350","fvg","Na0210350_fvg","B",29303.432385
"2016","Na0210350","fvg","Na0210350_fvg","C",2483.484965
"2016","Na0210350","fvg","Na0210350_fvg","D",203.491425
"2016","Na0210350","fvg","Na0210350_fvg","E",48977.828455
"2016","Na0710270","fdd","Na0710270_fdd","A",64063.326095
"2016","Na0710270","fdd","Na0710270_fdd","B",1132446.45975
"2016","Na0710270","fdd","Na0710270_fdd","C",168357.01811
"2016","Na0710270","fdd","Na0710270_fdd","D",6356.93868
"2016","Na0710270","fdd","Na0710270_fdd","E",32044.228365
"2016","Na0710411","fmt","Na0710411_fmt","A",15105.0684
"2016","Na0710411","fmt","Na0710411_fmt","B",191996.049845
"2016","Na0710411","fmt","Na0710411_fmt","C",84727.379915
"2016","Na0710411","fmt","Na0710411_fmt","D",14994.982875
"2016","Na0710411","fmt","Na0710411_fmt","E",196779.321505
"2016","Na0710412","fmc","Na0710412_fmc","A",46945.36055
"2016","Na0710412","fmc","Na0710412_fmc","B",212333.8502
"2016","Na0710412","fmc","Na0710412_fmc","C",20337.355565
"2016","Na0710412","fmc","Na0710412_fmc","D",21089.27306
"2016","Na0710412","fmc","Na0710412_fmc","E",532331.34385
"2016","Na0710412","fmh","Na0710412_fmh","A",119537.090105
"2016","Na0710412","fmh","Na0710412_fmh","B",474750.832005
"2016","Na0710412","fmh","Na0710412_fmh","C",82291.04269
"2016","Na0710412","fmh","Na0710412_fmh","D",107646.074245
"2016","Na0710412","fmh","Na0710412_fmh","E",635816.407645
"2016","Na0710412","fmi","Na0710412_fmi","A",7942.392635
"2016","Na0710412","fmi","Na0710412_fmi","B",37962.604105
"2016","Na0710412","fmi","Na0710412_fmi","C",4358.719605
"2016","Na0710412","fmi","Na0710412_fmi","D",4558.20792
"2016","Na0710412","fmi","Na0710412_fmi","E",52842.163975
"2016","Na1010471","frn","Na1010471_frn","A",26397.174525
"2016","Na1010471","frn","Na1010471_frn","B",448011.836365
"2016","Na1010471","frn","Na1010471_frn","C",175949.58341
"2016","Na1010471","frn","Na1010471_frn","D",997.21918
"2016","Na1010471","frn","Na1010471_frn","E",34643.80352
"2016","R1RFWF","fcw","R1RFWF_fcw","A",4153.89381
"2016","R1RFWF","fcw","R1RFWF_fcw","B",63218.669885
"2016","R1RFWF","fcw","R1RFWF_fcw","C",4435.00109
"2016","R1RFWF","fcw","R1RFWF_fcw","D",2351.382335
"2016","R1RFWF","fcw","R1RFWF_fcw","E",75395.90811
"2016","R1RFWF","frm","R1RFWF_frm","A",41.81026
"2016","R1RFWF","frm","R1RFWF_frm","B",1741.35285
"2016","R1RFWF","frm","R1RFWF_frm","C",75.16951
"2016","R1RFWF","frm","R1RFWF_frm","D",65.606525
"2016","R1RFWF","frm","R1RFWF_frm","E",1878.570565
"2016","RaABAMlw","fsi","RaABAMlw_fsi","A",81424.14698
"2016","RaABAMlw","fsi","RaABAMlw_fsi","B",1136481.817025
"2016","RaABAMlw","fsi","RaABAMlw_fsi","C",190382.351725
"2016","RaABAMlw","fsi","RaABAMlw_fsi","D",24238.83105
"2016","RaABAMlw","fsi","RaABAMlw_fsi","E",870459.589875
"2016","RaABAMlw","fsw","RaABAMlw_fsw","A",8675.851345
"2016","RaABAMlw","fsw","RaABAMlw_fsw","B",142353.927525
