"YEAR","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2008","Na0210290","fdw","Na0210290_fdw","A",7436.44401
"2008","Na0210290","fdw","Na0210290_fdw","B",28730.098075
"2008","Na0210290","fdw","Na0210290_fdw","C",1381.295345
"2008","Na0210290","fdw","Na0210290_fdw","D",167.68583
"2008","Na0210290","fdw","Na0210290_fdw","E",19731.77398
"2008","Na0210290","fwo","Na0210290_fwo","A",24378.05032
"2008","Na0210290","fwo","Na0210290_fwo","B",151093.82863
"2008","Na0210290","fwo","Na0210290_fwo","C",24501.479545
"2008","Na0210290","fwo","Na0210290_fwo","D",623.59558
"2008","Na0210290","fwo","Na0210290_fwo","E",15711.984355
"2008","Na0210350","fvg","Na0210350_fvg","A",14064.926985
"2008","Na0210350","fvg","Na0210350_fvg","B",27324.561675
"2008","Na0210350","fvg","Na0210350_fvg","C",3001.88771
"2008","Na0210350","fvg","Na0210350_fvg","D",311.575395
"2008","Na0210350","fvg","Na0210350_fvg","E",48405.60612
"2008","Na0710270","fdd","Na0710270_fdd","A",56326.42644
"2008","Na0710270","fdd","Na0710270_fdd","B",1130117.09452
"2008","Na0710270","fdd","Na0710270_fdd","C",181360.676155
"2008","Na0710270","fdd","Na0710270_fdd","D",5142.439585
"2008","Na0710270","fdd","Na0710270_fdd","E",30321.3343
"2008","Na0710411","fmt","Na0710411_fmt","A",14649.825835
"2008","Na0710411","fmt","Na0710411_fmt","B",190610.973785
"2008","Na0710411","fmt","Na0710411_fmt","C",84410.244645
"2008","Na0710411","fmt","Na0710411_fmt","D",15788.043445
"2008","Na0710411","fmt","Na0710411_fmt","E",198143.71483
"2008","Na0710412","fmc","Na0710412_fmc","A",45523.36692
"2008","Na0710412","fmc","Na0710412_fmc","B",208345.86306
"2008","Na0710412","fmc","Na0710412_fmc","C",20632.251335
"2008","Na0710412","fmc","Na0710412_fmc","D",21270.30259
"2008","Na0710412","fmc","Na0710412_fmc","E",537265.39932
"2008","Na0710412","fmh","Na0710412_fmh","A",95555.347675
"2008","Na0710412","fmh","Na0710412_fmh","B",471874.375075
"2008","Na0710412","fmh","Na0710412_fmh","C",64025.518945
"2008","Na0710412","fmh","Na0710412_fmh","D",100875.036075
"2008","Na0710412","fmh","Na0710412_fmh","E",687711.16892
"2008","Na0710412","fmi","Na0710412_fmi","A",7460.01788
"2008","Na0710412","fmi","Na0710412_fmi","B",35995.742725
"2008","Na0710412","fmi","Na0710412_fmi","C",3767.3713
"2008","Na0710412","fmi","Na0710412_fmi","D",4447.232815
"2008","Na0710412","fmi","Na0710412_fmi","E",55993.72352
"2008","Na1010471","frn","Na1010471_frn","A",21171.336815
"2008","Na1010471","frn","Na1010471_frn","B",473583.48065
"2008","Na1010471","frn","Na1010471_frn","C",156295.425285
"2008","Na1010471","frn","Na1010471_frn","D",1206.048085
"2008","Na1010471","frn","Na1010471_frn","E",33743.326165
"2008","R1RFWF","fcw","R1RFWF_fcw","A",2691.201895
"2008","R1RFWF","fcw","R1RFWF_fcw","B",66126.706905
"2008","R1RFWF","fcw","R1RFWF_fcw","C",5029.462925
"2008","R1RFWF","fcw","R1RFWF_fcw","D",1667.740105
"2008","R1RFWF","fcw","R1RFWF_fcw","E",74039.7434
"2008","R1RFWF","frm","R1RFWF_frm","A",35.360805
"2008","R1RFWF","frm","R1RFWF_frm","B",1648.169345
"2008","R1RFWF","frm","R1RFWF_frm","C",87.17884
"2008","R1RFWF","frm","R1RFWF_frm","D",66.7185
"2008","R1RFWF","frm","R1RFWF_frm","E",1965.08222
"2008","RaABAMlw","fsi","RaABAMlw_fsi","A",86363.09514
"2008","RaABAMlw","fsi","RaABAMlw_fsi","B",1095806.43871
"2008","RaABAMlw","fsi","RaABAMlw_fsi","C",226393.6621
"2008","RaABAMlw","fsi","RaABAMlw_fsi","D",22445.88256
"2008","RaABAMlw","fsi","RaABAMlw_fsi","E",871977.658145
"2008","RaABAMlw","fsw","RaABAMlw_fsw","A",9256.302295
"2008","RaABAMlw","fsw","RaABAMlw_fsw","B",136013.446075
"2008","RaABAMlw","fsw","RaABAMlw_fsw","C",27642.36413
"2008","RaABAMlw","fsw","RaABAMlw_fsw","D",5688.641705
"2008","RaABAMlw","fsw","RaABAMlw_fsw","E",126805.62589
"2008","RaABAMlw","fwc","RaABAMlw_fwc","A",29090.822765
"2008","RaABAMlw","fwc","RaABAMlw_fwc","B",196524.901625
"2008","RaABAMlw","fwc","RaABAMlw_fwc","C",31179.111815
"2008","RaABAMlw","fwc","RaABAMlw_fwc","D",6030.90761
"2008","RaABAMlw","fwc","RaABAMlw_fwc","E",118991.777565
"2008","RaABAMup","fsi","RaABAMup_fsi","A",6356.716285
"2008","RaABAMup","fsi","RaABAMup_fsi","B",18864.43348
"2008","RaABAMup","fsi","RaABAMup_fsi","C",3031.021455
"2008","RaABAMup","fsi","RaABAMup_fsi","D",4199.26239
"2008","RaABAMup","fsi","RaABAMup_fsi","E",16634.034025
"2008","RaABAMup","fst","RaABAMup_fst","A",53191.324125
"2008","RaABAMup","fst","RaABAMup_fst","B",729673.324705
"2008","RaABAMup","fst","RaABAMup_fst","C",76128.92203
"2008","RaABAMup","fst","RaABAMup_fst","D",3189.1443
"2008","RaABAMup","fst","RaABAMup_fst","E",604159.14658
"2008","RaABAMup","fsw","RaABAMup_fsw","A",28.46656
"2008","RaABAMup","fsw","RaABAMup_fsw","B",358.278345
"2008","RaABAMup","fsw","RaABAMup_fsw","C",60.269045
"2008","RaABAMup","fsw","RaABAMup_fsw","D",5.115085
"2008","RaABAMup","fsw","RaABAMup_fsw","E",58.045095
"2008","RaABLA","faf","RaABLA_faf","A",9351.487355
