"YEAR","ew","MAP_ZONE","BpS","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL"
"2004","eastside","OEC","RaDFHEwt","fww","RaDFHEwt_fww","RaDFHEwt_fww_OEC","E",950.51623
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_1707010506","A",7.783825
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_1707010506","B",34.69362
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_1707010506","C",10.67496
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_1707010506","D",0.222395
"2004","eastside","OEC","RaDFWV","fwx","RaDFWV_fwx","RaDFWV_fwx_1707010506","E",82.28615
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","RaMCONdy_fdx_1707010506","A",34.026435
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","RaMCONdy_fdx_1707010506","B",778.604895
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","RaMCONdy_fdx_1707010506","C",98.965775
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","RaMCONdy_fdx_1707010506","D",5.78227
"2004","eastside","OEC","RaMCONdy","fdx","RaMCONdy_fdx","RaMCONdy_fdx_1707010506","E",1301.233145
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010501","B",0.222395
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","A",218.83668
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","B",3962.63411
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","C",471.255005
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","D",247.525635
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010502","E",9625.922785
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010503","A",497.052825
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010503","B",5056.81751
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010503","C",830.645325
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010503","D",273.10106
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010503","E",4750.134805
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010504","A",1145.33425
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010504","B",4690.75534
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010504","C",1526.07449
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010504","D",310.685815
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010504","E",7024.56847
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010505","A",159.902005
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010505","B",1834.31396
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010505","C",378.293895
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010505","D",32.46967
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010505","E",1392.859885
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","A",58.71228
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","B",2503.945305
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","C",135.438555
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","D",27.799375
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010507","E",4034.69009
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010511","A",1513.62037
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010511","B",22614.680365
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010511","C",3061.267175
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010511","D",459.690465
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707010511","E",24746.114045
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","A",374.06839
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","B",4930.05236
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","C",1136.660845
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","D",131.435445
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030107","E",5214.495565
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030109","A",167.463435
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030109","B",3017.232965
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030109","C",690.31408
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030109","D",185.255035
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030109","E",4953.403835
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","A",338.0404
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","B",4477.25614
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","C",1162.68106
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","D",252.19593
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030110","E",7280.76751
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030111","A",47.814925
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030111","B",843.989025
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030111","C",67.16329
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030111","D",13.3437
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030111","E",698.3203
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030601","A",142.999985
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030601","B",818.191205
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030601","C",237.07307
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030601","D",43.811815
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030601","E",1002.334265
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030603","A",72.94556
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030603","B",1138.440005
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030603","C",206.82735
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030603","D",26.020215
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030603","E",1310.128945
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030604","A",64.93934
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030604","B",3748.24533
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030604","C",421.883315
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030604","D",90.959555
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030604","E",3256.30759
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030605","A",209.273695
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030605","B",7253.19053
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030605","C",448.570715
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030605","D",157.45566
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030605","E",10903.359665
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030606","A",436.78378
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030606","B",6085.61678
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030606","C",1179.58308
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030606","D",361.61427
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030606","E",9355.045675
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","A",582.452505
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","B",8061.81875
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","C",1160.45711
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","D",169.242595
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030608","E",8608.91045
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","A",586.23322
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","B",9409.754845
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","C",1547.646805
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","D",116.09019
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030609","E",9057.70356
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030611","A",303.79157
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030611","B",1673.967165
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030611","C",599.799315
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030611","D",44.479
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1707030611","E",3109.52689
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000508","B",0.222395
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","A",2102.744725
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","B",5015.229645
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","C",5247.410025
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","D",998.331155
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000603","E",3112.862815
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000701","A",285.777575
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000701","B",716.1119
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000701","C",616.92373
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000701","D",31.357695
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000701","E",159.67961
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","A",3691.31221
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","B",16574.20977
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","C",8990.762665
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","D",796.841285
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000703","E",12386.06713
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","A",2479.481855
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","B",4833.755325
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","C",3657.730565
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","D",906.259625
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1712000704","E",1977.09155
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","A",1474.47885
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","B",1462.46952
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","C",539.08548
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","D",64.49455
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020203","E",561.76977
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","A",24.685845
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","B",3187.587535
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","C",442.343655
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","D",369.1757
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020301","E",7008.55603
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","A",86.956445
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","B",5562.54374
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","C",1463.80389
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","D",272.433875
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020303","E",3190.03388
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020402","A",612.92062
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020402","B",2014.8987
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020402","C",653.174115
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020402","D",4.4479
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020402","E",512.175685
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020404","A",331.36855
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020404","B",198.37634
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020404","C",88.51321
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020404","D",11.342145
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020404","E",99.855355
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","A",4161.677635
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","B",14635.592555
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","C",6697.20303
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","D",598.464945
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020405","E",6376.06465
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020406","A",515.06682
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020406","B",2567.995065
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020406","C",1573.66702
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020406","D",335.37166
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020406","E",1047.92524
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","A",262.203705
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","B",948.73707
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","C",624.262765
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","D",40.0311
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020407","E",333.814895
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020408","A",19.12597
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020408","B",1585.453955
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020408","C",169.242595
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020408","D",177.02642
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020408","E",4756.806655
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020409","A",153.00776
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020409","B",1718.22377
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020409","C",219.28147
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020409","D",215.945545
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020409","E",2120.536325
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020412","A",9.34059
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020412","B",973.867705
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020412","C",149.227045
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020412","D",8.00622
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020412","E",730.34518
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020414","A",87.62363
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020414","B",1041.25339
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020414","C",269.09795
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020414","D",14.900465
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1801020414","E",839.985915
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","A",5342.595085
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","B",18416.97474
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","C",5102.408485
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","D",286.88955
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000101","E",3040.58444
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000102","A",6490.37568
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000102","B",21893.45338
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000102","C",12822.183725
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000102","D",1655.95317
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000102","E",8322.688085
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000103","A",561.32498
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000103","B",3589.4553
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000103","C",1931.055785
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000103","D",107.861575
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000103","E",1030.13364
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000104","A",959.85682
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000104","B",3387.52064
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000104","C",1183.363795
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000104","D",58.71228
"2004","eastside","OEC","RaMCONdy","fmd","RaMCONdy_fmd","RaMCONdy_fmd_1802000104","E",578.894185
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030101","A",338.92998
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030101","B",4820.18923
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030101","C",838.42915
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030101","D",193.03886
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030101","E",4462.13328
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030102","A",132.99221
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030102","B",2585.786665
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030102","C",468.586265
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030102","D",148.11507
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030102","E",4189.9218
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030103","A",159.457215
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030103","B",4173.686965
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030103","C",620.92684
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030103","D",233.51475
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030103","E",9568.76727
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030104","A",135.66095
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030104","B",4057.81917
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030104","C",840.6531
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030104","D",179.25037
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030104","E",5046.809735
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030105","A",80.50699
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030105","B",2092.514555
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030105","C",479.48362
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030105","D",76.94867
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030105","E",1450.682585
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030106","A",104.97044
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030106","B",1901.03246
"2004","eastside","OEC","RaMCONdy","fmx","RaMCONdy_fmx","RaMCONdy_fmx_1707030106","C",568.44162
