"YEAR","STATE","sclass","AREA_TOTAL"
"2013","Oregon","A",2928957.71765
"2013","Oregon","B",12011778.56895
"2013","Oregon","C",4351392.801725
"2013","Oregon","D",899452.781235
"2013","Oregon","E",7436489.82337
"2013","Washington","A",2545914.79982
"2013","Washington","B",11016841.384045
"2013","Washington","C",2971927.54518
"2013","Washington","D",465243.66815
"2013","Washington","E",5383413.01851
