"YEAR","BpS_Code","MAP_ZONE","type","CHNG_REST_ACRES","CHNG_REST_PCT","CHNG_FOR_ACRES","PREV_REST_ACRES","PREV_REST_PCT","PREV_FOR_ACRES"
2019,"RaMCONdy_fmd","WEC","passive",13262.6088583214,0.0113909633724101,-48252.3343192304,211452.182837207,0.122209482356278,1730243.66653284
2019,"RaMCONdy_fmd","WNE","active",-11355.5935512722,-0.0917181722502524,-123809.636331266,11355.5935512722,0.0917181722502524,123809.636331266
2019,"RaMCONdy_fmd","WNE","both",3244.40977939575,0.0235027386239076,2754.80433381167,12125.613535422,0.0979375587775628,123809.636331266
2019,"RaMCONdy_fmd","WNE","passive",10740.9123709453,0.0802362998290253,2754.80433381167,26329.953766858,0.212664817917803,123809.636331266
2019,"RaMCONms_fcm","OBM","both",31717.7222503454,0.118062129829138,-23246.6030567514,102371.550938571,0.292855700111716,349563.11555322
2019,"RaMCONms_fcm","OBM","passive",14304.246032191,0.0482843250789529,-23246.6030567514,21829.8583045953,0.0624489751158308,349563.11555322
2019,"RaMCONms_fmm","WCB","active",0,0,0,1220.92628757675,0.12418725,9831.33363188856
2019,"RaMCONms_fmm","WCB","both",0,0,0,4082.88898314871,0.415293503,9831.33363188856
2019,"RaMCONms_fmm","WCB","passive",0,0,0,2406.69326825246,0.24479825,9831.33363188856
2019,"RaMCONms_fmm","WEC","both",-194676.973589617,-0.209611694819562,11097.1834357796,239103.328306862,0.256756232628853,931246.442817581
2019,"RaMCONms_fmm","WEC","passive",90642.5651875729,0.095935219615641,11097.1834357796,20024.5682710922,0.0215029742401011,931246.442817581
2019,"RaOAPI_fop","WEC","passive",0,0,0,558.850103662437,0.666225523,838.830222453721
2019,"RaPIPOm_fdp","OBM","passive",0,0,0,276.671489038111,0.806603609,343.007997919969
2019,"RaPIPOm_fpd","WCB","active",19778.2680612678,0.166281730559304,-5542.35579448112,8220.61408336375,0.0649080547322063,126650.137910924
2019,"RaPIPOm_fpd","WCB","passive",-2157.82115003408,-0.0128489414033412,-5542.35579448112,13749.9663968874,0.108566533157335,126650.137910924
2019,"RaPIPOm_fpd","WEC","active",14488.2694410368,0.178631860879778,2178.51489710707,7880.18139069091,0.101429316123158,77691.3587894314
2019,"RaPIPOm_fpd","WEC","both",10146.6008802713,0.122863946974515,2178.51489710707,11892.4901598552,0.153073525101906,77691.3587894314
2019,"RaPIPOm_fpd","WNE","active",7268.00321101015,0.0290328269731027,-10729.7300207064,47923.3606059157,0.151202817321604,316947.53745219
2019,"RaPIPOm_fpd","WNE","passive",-32326.1869601932,-0.0997345031025536,-10729.7300207064,52748.3122396602,0.166426004327662,316947.53745219
2019,"RaSAWD_fal","WEC","active",-4676.65778870252,-0.0263567168199631,15647.8436054367,23604.1638611082,0.10524707312399,224273.826914887
2019,"RaSAWD_fal","WEC","passive",79601.4622939052,0.329194344067061,15647.8436054367,8894.86998986344,0.0396607580662503,224273.826914887
2019,"RaSAWD_fal","WNE","passive",44858.7280032587,0.217553235906246,-4851.51253124097,45286.3075758655,0.209921818823479,215729.397876198
2019,"RaSPFI_fcd","WNE","active",64133.0156975329,0.0596322127027481,16605.9863054156,72036.8530757019,0.0692946333085149,1039573.33542669
2017,"Na1010471_frn","WNE","both",34488.4699544385,0.0500832550512644,688622.77260407,0,0,0
2017,"RaMCONdy_fmd","OEC","passive",17233.2687166392,1.59258865018181,10820.9164461092,0,0,0
2017,"RaMCONdy_fmd","WEC","active",93706.7504005823,0.0559269533324723,1675520.38537694,0,0,0
2017,"RaPIPOm_fpd","WCB","active",30197.8342973261,0.24411856200857,123701.508188738,0,0,0
2017,"RaPIPOm_fpd","WEC","both",5769.92422389758,0.0983891077411402,58643.9328129506,0,0,0
2017,"RaPIPOm_fpd","WEC","passive",18224.1895832548,0.310760017432363,58643.9328129506,0,0,0
2017,"RaSPFI_fcd","WNE","passive",56547.6694208923,0.0518912175616422,1089734.87380054,0,0,0
2018,"Na1010471_frn","WNE","both",34923.8948318083,0.0523874225515152,666646.556193252,0,0,0
2018,"RaABAMlw_fsi","WEC","both",18683.8321378725,0.0604939465641533,308854.574697956,0,0,0
2018,"RaMCONdy_fmd","OEC","passive",15186.9624631014,1.59258865018182,9536.02329224663,0,0,0
2018,"RaMCONdy_fmd","WEC","active",42159.9802041629,0.0253569159011853,1662661.98809265,0,0,0
2018,"RaPIPOm_fpd","WCB","active",40695.7477937529,0.334378663187774,121705.575965234,0,0,0
2018,"RaPIPOm_fpd","WEC","passive",13086.2920552142,0.184715527734851,70845.6523156992,0,0,0
2018,"RaSPFI_fcd","WNE","passive",46187.1564870623,0.0423689711955855,1090117.48890128,0,0,0
2019,"Na1010471_frn","WNE","both",33798.8639469381,0.0516596167714907,654260.833881962,0,0,0
2019,"RaABAMlw_fsi","WEC","both",16891.2639127389,0.0541723258623356,311806.141675797,0,0,0
2019,"RaMCONdy_fmd","OEC","passive",13757.5662192812,1.59258865018182,8638.4931964136,0,0,0
2019,"RaMCONdy_fmd","WEC","active",35951.9160675353,0.0213746143508481,1681991.33221361,0,0,0
2019,"RaPIPOm_fpd","WEC","passive",11632.1417246427,0.145638664339133,79869.8736865385,0,0,0
2019,"RaSPFI_fcd","WNE","passive",62034.7869555256,0.0587350894673742,1056179.3217321,0,0,0
