"YEAR","BpS_Code","BPS_LLID","type","CHNG_REST_ACRES","CHNG_REST_PCT","CHNG_FOR_ACRES","PREV_REST_ACRES","PREV_REST_PCT","PREV_FOR_ACRES"
2017,"Na0710412_fmh","Na0710412_fmh_WEC","active",-10234.7753783032,-0.0144422855710302,-708667.290088293,10234.7753783032,0.0144422855710302,708667.290088293
2017,"Na0710412_fmh","Na0710412_fmh_WEC","passive",-41749.4106503344,-0.0562245387539087,-10652.1453525421,166575.195674541,0.235054161528729,708667.290088293
2017,"Na1010471_frn","Na1010471_frn_17010214","active",0,0,0,3778.79202860707,0.169290118707728,22321.3974770199
2017,"Na1010471_frn","Na1010471_frn_17010214","both",0,0,0,807.169328540254,0.0361612362922726,22321.3974770199
2017,"Na1010471_frn","Na1010471_frn_17010215","both",0,0,0,6309.33762684625,0.075391006,83688.2005108972
2017,"Na1010471_frn","Na1010471_frn_17010215","passive",1275.25067459271,0.0152381179999999,0,28629.6971577871,0.342099567,83688.2005108972
2017,"Na1010471_frn","Na1010471_frn_17010216","passive",-36432.7514156113,-0.122973732089824,22674.9634588369,120665.277656886,0.355749817588788,339185.775202175
2017,"Na1010471_frn","Na1010471_frn_17010305","passive",1034.01097954846,1.11022302462516e-16,1310.91699830471,8253.36500383622,0.788769221,10463.5992177441
2017,"Na1010471_frn","Na1010471_frn_17020001","passive",2789.08732094197,0.0373854308138053,-12.343930079951,46592.7098889445,0.622717849867434,74821.5422102695
2017,"Na1010471_frn","Na1010471_frn_17020002","active",52.4573023737721,3.82079232165017e-05,520.716177943759,4587.44770230919,0.0972408916223134,47176.1172257344
2017,"Na1010471_frn","Na1010471_frn_17020002","both",-258.240500641158,-0.0054739668253217,-47176.1172257344,258.240500641158,0.0054739668253217,47176.1172257344
2017,"Na1010471_frn","Na1010471_frn_17020002","passive",5343.84332238127,0.108884712432221,520.716177943759,13624.8704481786,0.288808644064211,47176.1172257344
2017,"Na1010471_frn","Na1010471_frn_17020003","passive",-10284.6900548101,-0.120354183801637,285.600831873526,36986.1984239608,0.429142496045936,86186.2872233509
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17020011","both",-163.089910520102,-0.0027103332157579,-60173.3800006199,163.089910520102,0.0027103332157579,60173.3800006199
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17020011","passive",-3357.17918556251,-0.0497962774607892,-1098.7703608349,22753.6611920793,0.378135002418759,60173.3800006199
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17030001","passive",9195.86741857076,0.066096000737756,1045.71462692617,74527.9479667884,0.578011923367989,128938.426620207
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17030002","active",1011.97835992071,0.0133044959998647,46.0125431690976,4390.20967581166,0.05790564372291,75816.6111893978
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17030002","both",2015.54958457269,0.0265589421316529,46.0125431690976,1183.983556722,0.0156164135820353,75816.6111893978
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17030002","passive",-4250.14245732375,-0.0562343238850074,46.0125431690976,26266.4191682136,0.346446758251926,75816.6111893978
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17070105A","active",6614.78536737364,0.144166036611414,-25.271997828102,225.000024827056,0.00490097515774042,45909.2359347506
2017,"RaABAMlw_fsi","RaABAMlw_fsi_17070105A","passive",-191.760320407278,-0.00404287054652164,-25.271997828102,11367.2129005297,0.247601875071187,45909.2359347506
2017,"RaABLA_faf","RaABLA_faf_WNE","active",102.843438312875,0.016008848,0,851.079469282134,0.132481003,6424.16233278468
2017,"RaABLA_faf","RaABLA_faf_WNE","both",1061.15422450431,0.16518172635347,0,102.843438312875,0.016008848,6424.16233278468
2017,"RaABLA_faf","RaABLA_faf_WNE","passive",-3656.66763333114,-0.56920536,-6424.16233278468,3656.66763333114,0.56920536,6424.16233278468
2017,"RaDFHEdy_fwi","RaDFHEdy_fwi_17070105B","active",-25.0237905286747,1.38777878078145e-17,-287.433723265545,1450.98629910003,0.087059341,16666.6354515598
2017,"RaDFHEdy_fwi","RaDFHEdy_fwi_17070105B","both",-42.7771422068818,0,-287.433723265545,2480.40148776478,0.148824368,16666.6354515598
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021405","active",0,0,0,4112.3136076913,0.404233341,10173.1183220023
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021405","both",0,0,0,3890.64729038286,0.382443924,10173.1183220023
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021405","passive",0,0,0,1043.58014621302,0.10258213,10173.1183220023
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021601","both",-2637.50644868698,-0.0584772485848433,665.767796445965,9170.85046282073,0.196485834379249,46674.3594610465
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021601","passive",2037.84732811412,0.0398056446940976,665.767796445965,10757.2877080602,0.23047531518966,46674.3594610465
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021602","active",55076.6479746249,0.384897738430692,5002.53853593304,1093.48518554173,0.00792445439109012,137988.70326911
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021602","both",-11586.4705255564,-0.0884830146537603,5002.53853593304,29399.4526864573,0.213056953141458,137988.70326911
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021602","passive",-20761.9348291542,-0.151123239476594,5002.53853593304,23373.4884594527,0.169386970858542,137988.70326911
2017,"RaMCONdy_fdd","RaMCONdy_fdd_1701021603","active",4458.16931111166,0.100205212848269,0,1892.10737197143,0.0425284480487573,44490.3931082131
