"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","MAP_ZONE1","MAP_ZONE2","sclass1","sclass2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp","OEC","OEC",NA,"A","Non-forest","Forest",11.7344822104334,139.693331013821,1,4789
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd","WCB","WCB",NA,"A","Non-forest","Forest",226.171512724405,55429.2962709852,1,3466
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd","WCB","WCB",NA,"D","Non-forest","Forest",26.1113860058314,627.353281995933,1,3466
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd","WEC","WEC",NA,"A","Non-forest","Forest",142.210064093217,14863.1154854097,3,3466
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd","WNE","WNE",NA,"A","Non-forest","Forest",983.39028866997,620858.564863149,3,3466
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd","WNE","WNE",NA,"D","Non-forest","Forest",109.122078467051,10989.2618723456,1,3466
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl","OEC","OEC",NA,"A","Non-forest","Forest",242.380112660992,16962.0646546711,13,9917
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl","OEC","OEC",NA,"B","Non-forest","Forest",102.017466283875,3115.84476483244,6,4789
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl","OEC","OEC",NA,"C","Non-forest","Forest",800.571061244694,146546.838562734,9,9917
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl","OEC","OEC",NA,"D","Non-forest","Forest",88.7488563157833,2749.35912235701,4,4789
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl","OEC","OEC",NA,"E","Non-forest","Forest",40.9967964806568,1174.25106206895,5,4789
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","OEC","OEC",NA,"A","Non-forest","Forest",1198.12654156159,216560.025914095,10,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","OEC","OEC",NA,"B","Non-forest","Forest",106.602111364496,3781.46758914189,6,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","OEC","OEC",NA,"C","Non-forest","Forest",1264.6620165433,1137544.88340032,5,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","OEC","OEC",NA,"E","Non-forest","Forest",70.4093369084485,4592.91397551334,1,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OBM","OBM",NA,"A","Non-forest","Forest",11978.0222543885,9863561.92550305,22,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OBM","OBM",NA,"B","Non-forest","Forest",238.174441506924,27456.4733948796,4,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OBM","OBM",NA,"C","Non-forest","Forest",3497.04610125787,1725681.26720622,14,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OBM","OBM",NA,"D","Non-forest","Forest",60.2002869514807,3727.93407443653,1,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OBM","OBM",NA,"E","Non-forest","Forest",373.725071178567,61680.684788745,3,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OEC","OEC",NA,"A","Non-forest","Forest",4332.92656817253,3106102.64836196,13,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OEC","OEC",NA,"B","Non-forest","Forest",43.2548901662776,1420.88817091711,2,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OEC","OEC",NA,"C","Non-forest","Forest",1546.03432174463,1115537.63058496,7,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OEC","OEC",NA,"D","Non-forest","Forest",124.729071518874,15636.9731430664,1,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OEC","OEC",NA,"E","Non-forest","Forest",3.90464451571125,22.1807527359528,1,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OSE","OSE",NA,"A","Non-forest","Forest",7.39895518770457,58.4054428714806,1,5128
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","OSE","OSE",NA,"C","Non-forest","Forest",630.329222311068,478965.663715403,1,5128
2017,0,1,"RaREFI_fcw","RaREFI_fcw","OEC","OEC",NA,"E","Non-forest","Forest",10.8925709816093,129.013104329842,1,4789
2017,0,1,"RaREFI_fcw","RaREFI_fcw","OSW","OSW",NA,"A","Non-forest","Forest",307.281251225018,57473.935923072,4,9917
2017,0,1,"RaREFI_fcw","RaREFI_fcw","OSW","OSW",NA,"C","Non-forest","Forest",182.513575633647,29928.11189644,1,4789
2017,0,1,"RaREFI_fcw","RaREFI_fcw","OSW","OSW",NA,"E","Non-forest","Forest",23.7544516975088,291.315370045434,2,4789
2017,0,1,"RaREFI_frm","RaREFI_frm","OSW","OSW",NA,"E","Non-forest","Forest",215.934908646059,52980.3272746709,1,5128
2017,0,1,"RaSAWD_fal","RaSAWD_fal","WEC","WEC",NA,"A","Non-forest","Forest",172.737410779941,25599.7870782498,1,185
2017,0,1,"RaSAWD_fal","RaSAWD_fal","WEC","WEC",NA,"B","Non-forest","Forest",607.838864655373,242421.48510402,1,185
2017,0,1,"RaSAWD_fal","RaSAWD_fal","WNE","WNE",NA,"A","Non-forest","Forest",81.7719493179216,3992.32082674929,2,2140
2017,0,1,"RaSAWD_fal","RaSAWD_fal","WNE","WNE",NA,"B","Non-forest","Forest",81.7205085981539,6479.49470406051,1,1955
2017,0,1,"RaSAWD_fal","RaSAWD_fal","WNE","WNE",NA,"C","Non-forest","Forest",0.738551166401179,0.52922480826763,1,1955
2017,0,1,"RaSAWD_fsw","RaSAWD_fsw","OBM","OBM",NA,"A","Non-forest","Forest",713.545611130058,334073.963836959,2,5011
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","OBM","OBM",NA,"A","Non-forest","Forest",196.533777488967,24871.0435680364,3,5011
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","OBM","OBM",NA,"B","Non-forest","Forest",240.773030158074,37260.9241999297,4,4789
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","OBM","OBM",NA,"C","Non-forest","Forest",54.7536486724141,3231.34942594891,1,4789
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","OBM","OBM",NA,"D","Non-forest","Forest",59.4760485947032,1121.23011442912,6,5011
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","OBM","OBM",NA,"E","Non-forest","Forest",22.2067294642432,492.116633650199,2,4789
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","WNE","WNE",NA,"A","Non-forest","Forest",491.68909683946,157295.67452341,3,5421
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","WNE","WNE",NA,"C","Non-forest","Forest",82.9179268249075,7885.17329667308,1,1955
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd","WNE","WNE",NA,"D","Non-forest","Forest",28.602068383192,713.496562051972,2,1955
2017,0,1,"RaSPFI_fmz","RaSPFI_fmz","OEC","OEC",NA,"B","Non-forest","Forest",9.30953710125891,77.676294346344,1,4789
2017,0,1,"RaSPFI_fmz","RaSPFI_fmz","OEC","OEC",NA,"C","Non-forest","Forest",16.1044292403117,138.96812438714,2,4789
2017,0,1,"RaSSHE_fss","RaSSHE_fss","OSW","OSW",NA,"B","Non-forest","Forest",470.239184359744,185771.421774856,2,5128
2017,0,1,"RaSSHE_fss","RaSSHE_fss","OSW","OSW",NA,"D","Non-forest","Forest",26.7658437522901,762.846869451513,1,5128
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm","OSW","OSW",NA,"A","Non-forest","Forest",548.499836534903,167351.487309896,3,10139
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm","OSW","OSW",NA,"B","Non-forest","Forest",14.7409275966326,228.64920516244,1,4789
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm","OSW","OSW",NA,"C","Non-forest","Forest",44.3643443241961,1286.38994828835,2,4789
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm","OSW","OSW",NA,"D","Non-forest","Forest",961.374079317865,457263.791679074,4,5011
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm","OSW","OSW",NA,"E","Non-forest","Forest",4.66928675845017,12.5744017222364,2,9917
2017,1,0,"Na0210290_fwo","Na0210290_fwo","OSW","OSW","A",NA,"Forest","Non-forest",174.307086256186,32841.5127641545,1,5128
2017,1,0,"Na0210290_fwo","Na0210290_fwo","OSW","OSW","B",NA,"Forest","Non-forest",865.928943524169,349006.118212083,2,5128
2017,1,0,"Na0710270_fdd","Na0710270_fdd","OSW","OSW","A",NA,"Forest","Non-forest",687.264427997223,146141.455822475,5,9917
2017,1,0,"Na0710270_fdd","Na0710270_fdd","OSW","OSW","B",NA,"Forest","Non-forest",2183.11041067042,1448076.47241456,11,9917
