"YEAR","BpS_Code","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2018,"RaDFHEdy_fwx","E",-2.1170487230407,-862.712564403203,40750.718441855,0.513928408297275,1239524.29378432,202058936.531555,14,5728
2018,"RaDFHEwt_fdm","A",NA,0,0,NA,0,0,0,5469
2018,"RaDFHEwt_fdm","B",NA,0,0,NA,0,0,0,5469
2018,"RaDFHEwt_fdm","C",-2.34354045267381,-48.3957329500322,2065.06923722252,5.7709025432216,2510.97613641996,4571910.04136681,1,5469
2018,"RaDFHEwt_fdm","D",NA,0,0,NA,0,0,0,5469
2018,"RaDFHEwt_fdm","E",NA,0,0,NA,0,0,0,5469
2018,"RaDFHEwt_fhc","A",10.0828197673168,854.803577483958,8477.82264495874,63.4859840497224,1171698.36819683,44602591.2285637,3,11339
2018,"RaDFHEwt_fhc","B",-3.99115922782137,-490.775422836286,12296.5633496959,8.43720585745079,244073.480372517,81308088.1539774,2,5870
2018,"RaDFHEwt_fhc","C",-5.30583502822639,-462.177996923597,8710.74947609315,24.5222332147992,1085708.92868842,68846108.9829701,2,11339
2018,"RaDFHEwt_fhc","D",Inf,227.029118559261,0,NA,30116.6308006725,0,2,5870
2018,"RaDFHEwt_fhc","E",-0.285767042706785,-25.9376803411907,9076.51214622545,0.067613596261935,568.331376298242,69594889.9040743,1,11339
2018,"RaDFHEwt_fwm","A",-3.08117554058161,-2327.99243770826,75555.332925589,0.809308267272231,5892628.02738529,511355392.916704,24,17647
2018,"RaDFHEwt_fwm","B",-1.34586530404542,-1048.6904100455,77919.4178565511,0.166184055079565,4412133.70911679,594166379.306162,14,17647
2018,"RaDFHEwt_fwm","C",8.37746185568091,2917.86502751843,34829.9410702751,12.5149529412284,3568515.82587282,214251370.361603,18,17647
2018,"RaDFHEwt_fwm","D",-3.70063007466082,-738.776246112144,19963.5259727996,3.00815962118879,766222.961388778,91294922.1461838,8,17647
2018,"RaDFHEwt_fwm","E",0.392180884654714,319.632266502274,81501.2355290304,0.0138842100000486,3649247.61477876,485217624.720397,23,18125
2018,"RaDFHEwt_fwn","A",-3.1312152661734,-2676.37141610005,85473.8875673276,0.822524608715585,7572480.67907298,643277558.463861,21,17647
2018,"RaDFHEwt_fwn","B",2.02202030073192,1173.43928643664,58033.0121320687,0.60283618252723,6634304.37292098,467039764.261295,12,17906
2018,"RaDFHEwt_fwn","C",-0.878044995750056,-394.54794639928,44934.8209156689,0.110056514647374,3014405.21095808,316694912.959967,9,17906
2018,"RaDFHEwt_fwn","D",-3.40154413315643,-246.897142048833,7258.38420387413,7.85942512616028,432226.468991863,37741171.9546352,3,17906
2018,"RaDFHEwt_fwn","E",7.12188539569896,1988.7536378076,27924.5386201896,14.7737612669509,2534100.99589007,225301473.421137,8,17906
2018,"RaDFHEwt_fww","A",NA,0,0,NA,0,0,0,15370
2018,"RaDFHEwt_fww","B",NA,0,0,NA,0,0,0,15370
2018,"RaDFHEwt_fww","C",0.743715063750675,46.2737720839284,6221.97590708493,0.588417535223033,2324.19128019941,42020257.6801122,1,15370
2018,"RaDFHEwt_fww","D",NA,0,0,NA,0,0,0,15370
2018,"RaDFHEwt_fww","E",0,0,2294.26833739933,0,0,5723839.28776788,1,17647
2018,"RaDFWV_fwx","A",0,0,980.772305370113,0,0,1031252.06207572,1,11339
2018,"RaDFWV_fwx","B",NA,0,0,NA,0,0,0,11339
2018,"RaDFWV_fwx","C",-10.5655546263977,-413.467805919076,3913.35637871806,68.854835939611,108625.031869803,9638685.18677981,2,5870
2018,"RaDFWV_fwx","D",NA,0,0,NA,0,0,0,11339
2018,"RaDFWV_fwx","E",2.11152826423024,136.211567341295,6450.85219311291,3.85543888769406,25518.9717654996,36869709.2223263,2,11339
2018,"RaMCONdy_fdd","A",1.48776591138294,16859.8660843689,1133233.79406488,0.0123174129130713,62855306.6847305,6761821988.05194,503,18125
2018,"RaMCONdy_fdd","B",-1.56749347722197,-22229.1418824051,1418132.97506037,0.00977485338649863,73993608.5313419,8524607106.4942,400,17906
2018,"RaMCONdy_fdd","C",-0.433804365533241,-10445.8893546927,2407972.39139178,0.00040485828919253,86992755.0455782,14293344918.6543,692,18125
2018,"RaMCONdy_fdd","D",2.28826331690571,3223.98119500138,140892.054300857,0.233199480938427,9943574.57926594,849682411.041129,59,17906
2018,"RaMCONdy_fdd","E",3.9068611553737,10987.0956638769,281225.649618099,0.319401874915946,20883117.941286,1622904452.34261,120,18125
2018,"RaMCONdy_fdg","A",-0.348108390015722,-604.844223124307,173751.693573657,0.00198976246088496,3157901.74280063,587938588.441326,135,11598
2018,"RaMCONdy_fdg","B",-0.373117208591787,-847.763276890394,227210.982867825,0.00138965772987622,4790803.93085902,613885849.780525,130,11598
2018,"RaMCONdy_fdg","C",-0.757810287696324,-3419.41162659358,451222.645312495,0.00382946065897238,6498762.85427704,1431606937.23965,221,11598
2018,"RaMCONdy_fdg","D",4.34166487178926,1290.30164249227,29719.0520363797,1.5257363827412,1060791.09552804,69699875.3899067,26,5469
2018,"RaMCONdy_fdg","E",4.08440128827628,4008.20601458709,98134.481205167,0.564944612356955,1581168.98909636,324088940.444222,63,5728
2018,"RaMCONdy_fdx","E",0,0,2273.52012447802,0,0,5676680.88316214,1,5469
2018,"RaMCONdy_fmd","A",1.50576714657288,8857.29821212985,588224.961096344,0.0262491013940559,32823785.8819215,3794215495.05269,238,17866
2018,"RaMCONdy_fmd","B",-1.20474518007047,-7609.9167478002,631661.937618634,0.0150729002312606,30196069.2188265,4420563891.82122,153,17647
2018,"RaMCONdy_fmd","C",-1.19549842626445,-12251.9295155562,1024838.61512387,0.00848239808711983,37478618.3367767,6571203955.05518,273,17866
2018,"RaMCONdy_fmd","D",4.4739848794914,4948.35499386216,110602.854661965,1.27556986475767,9831509.96900912,763595110.003136,47,17647
2018,"RaMCONdy_fmd","E",1.31363635537988,3106.59919834292,236488.52177546,0.0555910230166028,17554976.7721311,1676254818.68333,74,17647
2018,"RaMCONdy_fmx","A",-2.00789881223856,-3176.18134623178,158184.333138318,0.0942010430040369,5350099.26916907,615442660.819808,87,11598
2018,"RaMCONdy_fmx","B",-1.94506308745445,-2019.20038683214,103811.562712586,0.107517395388789,1928721.60854294,320179544.6956,53,11598
2018,"RaMCONdy_fmx","C",1.18112853000144,3674.26849012714,311081.173369225,0.0205852143122962,6073205.25013256,1384875363.87054,124,11339
2018,"RaMCONdy_fmx","D",5.93405795743976,909.148908005375,15320.8633034253,5.10005058763849,428470.48763117,33619415.9445378,14,5469
2018,"RaMCONdy_fmx","E",1.97483559766648,737.707653260983,37355.3957672568,0.250761053722936,623209.293909382,87283909.5387482,23,5469
2018,"RaMCONms_fcm","A",0.657360257459388,3614.83129859388,549901.10180447,0.00396895785461533,21583502.8858744,2414520997.75976,308,18125
2018,"RaMCONms_fcm","B",-1.06165207081352,-2964.38624599332,279223.893353477,0.0183169902106489,11401011.4310288,1402984774.36112,113,14094
2018,"RaMCONms_fcm","C",-0.352662491849134,-3819.63756834994,1083085.85591913,0.000457162064028054,28607034.8388498,4839111800.14306,428,18125
2018,"RaMCONms_fcm","D",0.346760898183218,727.730672037168,209865.263312548,0.00326711308296956,6258428.94541332,964174460.58958,105,18125
2018,"RaMCONms_fcm","E",1.28237978972817,2312.57275515612,180334.466721931,0.052066193617197,7310348.98867058,970465573.336174,83,14094
