"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","ew1","ew2","sclass1","sclass2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","eastside","eastside","C","E","Forest","Forest",13.1974711437327,156.484171256317,1,4789
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","eastside","eastside","E","A","Forest","Forest",1633.85741146619,1038916.45329046,9,9917
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","eastside","eastside","E","B","Forest","Forest",3007.07924229216,2145670.65167208,12,9917
2017,1,1,"RaMCONsw_fiw","RaMCONsw_fiw","eastside","eastside","E","D","Forest","Forest",262.114128998855,69209.2018082765,2,4789
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","A","B","Forest","Forest",956.048570610714,827460.464041329,1,5128
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","A","E","Forest","Forest",29.2349111280293,839.677973296747,1,4789
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","B","A","Forest","Forest",2.9342928973639,8.1608516206645,1,5128
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","B","E","Forest","Forest",1882.07888720979,1441259.15860678,3,9917
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","C","B","Forest","Forest",42.6369756669153,1786.00219459278,1,4789
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","C","E","Forest","Forest",23.9251623985836,562.365919352915,1,4789
2017,1,1,"RaMCONsw_fvw","RaMCONsw_fvw","eastside","eastside","E","B","Forest","Forest",191.542465719852,36014.5081701897,2,4789
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","B","A","Forest","Forest",782.839619123736,218047.779939229,3,4789
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","B","C","Forest","Forest",253.219154684787,75336.1414255357,1,4789
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","B","D","Forest","Forest",68.48810169366,4905.51248260173,1,4789
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","B","E","Forest","Forest",5940.48725407379,4370074.06925104,12,10139
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","E","A","Forest","Forest",1110.64820371364,317269.847079249,5,5011
2017,1,1,"RaMEVG_ftd","RaMEVG_ftd","eastside","eastside","E","B","Forest","Forest",4514.56008833167,2699629.81615614,13,10139
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","A","B","Forest","Forest",1306.71437714097,1471143.72847385,1,222
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","A","E","Forest","Forest",1255.47067607662,1358022.334512,1,222
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","B","A","Forest","Forest",310.292740691462,86503.2058158952,1,4789
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","B","E","Forest","Forest",1817.11345504914,1156025.12261371,4,5011
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","D","B","Forest","Forest",260.892462402508,79971.1473718266,1,4789
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","D","E","Forest","Forest",580.876656465501,172078.376052454,2,4789
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","E","A","Forest","Forest",16.158811754368,273.069358766723,1,4789
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","E","B","Forest","Forest",1120.58284400909,266327.56834085,7,4789
2017,1,1,"RaMEVG_fuc","RaMEVG_fuc","eastside","eastside","E","C","Forest","Forest",169.472230776923,35869.5822032712,1,4789
2017,1,1,"RaOAPI_fop","RaOAPI_fop","eastside","eastside","B","A","Forest","Forest",260.013981080597,84608.5837493917,1,4789
2017,1,1,"RaOAPI_fop","RaOAPI_fop","eastside","eastside","B","E","Forest","Forest",722.386526636677,713758.81076498,1,5128
2017,1,1,"RaPICOpu_fld","RaPICOpu_fld","eastside","eastside","A","B","Forest","Forest",4866.98865416564,3662368.22129025,13,9917
2017,1,1,"RaPICOpu_fld","RaPICOpu_fld","eastside","eastside","B","A","Forest","Forest",2615.20021134285,1336915.88208831,10,9917
2017,1,1,"RaPICOpu_fld","RaPICOpu_fld","eastside","eastside","B","E","Forest","Forest",1692.10660212319,1052672.73276419,4,9917
2017,1,1,"RaPICOpu_fld","RaPICOpu_fld","eastside","eastside","E","A","Forest","Forest",195.998995137483,43917.8546090993,1,4789
2017,1,1,"RaPICOpu_flp","RaPICOpu_flp","eastside","eastside","B","A","Forest","Forest",51.5860317695772,3428.52927495476,1,4789
2017,1,1,"RaPICOpu_flp","RaPICOpu_flp","eastside","eastside","B","E","Forest","Forest",77.3019237434737,5973.51017081537,1,4789
2017,1,1,"RaPICOpu_flp","RaPICOpu_flp","eastside","eastside","E","B","Forest","Forest",94.5090787194081,10044.5430499145,1,4789
2017,1,1,"RaPICOpu_flw","RaPICOpu_flw","eastside","eastside","A","B","Forest","Forest",69.6113351466389,4915.95318850707,1,4789
2017,1,1,"RaPICOpu_flw","RaPICOpu_flw","eastside","eastside","B","A","Forest","Forest",1614.76984098412,956355.869777337,3,9917
2017,1,1,"RaPICOpu_flw","RaPICOpu_flw","eastside","eastside","B","E","Forest","Forest",584.965944448317,170703.489157216,2,9917
2017,1,1,"RaPIJEsp_fjp","RaPIJEsp_fjp","eastside","eastside","A","B","Forest","Forest",385.725476045656,115749.426610432,1,5128
2017,1,1,"RaPIJEsp_fjp","RaPIJEsp_fjp","eastside","eastside","A","C","Forest","Forest",341.258244068749,98765.3685162926,1,5128
2017,1,1,"RaPIJEsp_fjp","RaPIJEsp_fjp","eastside","eastside","C","B","Forest","Forest",255.726275028201,76835.331378421,1,4789
2017,1,1,"RaPIJEsp_fjp","RaPIJEsp_fjp","eastside","eastside","D","E","Forest","Forest",238.567278939888,71080.5828153442,1,4789
2017,1,1,"RaPIJEsp_fjp","RaPIJEsp_fjp","eastside","eastside","E","B","Forest","Forest",255.726275028201,76835.331378421,1,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","A","B","Forest","Forest",2524.10396827705,1353731.92822859,11,9917
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","A","C","Forest","Forest",95.2983420696314,9342.04147771854,1,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","A","E","Forest","Forest",601.252972395875,147911.783183259,6,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","B","A","Forest","Forest",2064.95926049135,417072.216593235,12,9917
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","B","C","Forest","Forest",204.53036350094,22561.0284618685,2,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","B","D","Forest","Forest",51.9833917815234,3096.50989933081,1,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","B","E","Forest","Forest",10803.3971413027,3349677.12413253,42,9917
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","C","A","Forest","Forest",0.0460531854809126,0.00259082879963786,1,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","C","B","Forest","Forest",276.141273936567,72244.4185021198,2,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","E","A","Forest","Forest",1212.81524913611,259003.041199535,13,4789
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","E","B","Forest","Forest",6618.88467522931,2279390.84872676,25,9917
2017,1,1,"RaPIPOm_fdp","RaPIPOm_fdp","eastside","eastside","E","C","Forest","Forest",308.86068663254,81366.6984450514,2,4789
2017,1,1,"RaPIPOm_fpd","RaPIPOm_fpd","eastside","eastside","A","B","Forest","Forest",3746.18524030252,3720372.097253,4,3466
2017,1,1,"RaPIPOm_fpd","RaPIPOm_fpd","eastside","eastside","B","A","Forest","Forest",1374.36170992971,1255337.74963311,3,5421
2017,1,1,"RaPIPOm_fpd","RaPIPOm_fpd","eastside","eastside","B","E","Forest","Forest",8151.19861868415,7604414.79397071,9,5421
2017,1,1,"RaPIPOm_fpd","RaPIPOm_fpd","eastside","eastside","E","A","Forest","Forest",1693.49768672259,2114542.03513188,2,3466
2017,1,1,"RaPIPOm_fpd","RaPIPOm_fpd","eastside","eastside","E","B","Forest","Forest",2553.56876418205,1643041.54315065,5,10549
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","A","B","Forest","Forest",5188.85030660103,1973897.84121763,28,9917
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","A","E","Forest","Forest",350.18852779291,57241.9668225361,4,4789
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","B","A","Forest","Forest",8581.85417648382,4297176.38035649,34,9917
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","B","C","Forest","Forest",12.4254836567523,178.660373274086,1,4789
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","B","E","Forest","Forest",7822.62999718803,2361186.3281033,33,9917
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","C","B","Forest","Forest",499.20099746196,94618.4807165037,3,4789
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","E","A","Forest","Forest",432.68034090159,78867.2905925062,6,4789
2017,1,1,"RaPIPOm_fpl","RaPIPOm_fpl","eastside","eastside","E","B","Forest","Forest",5086.80094334487,1336017.44732148,24,4789
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","A","B","Forest","Forest",3408.07320633574,1794112.56189416,13,9917
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","A","E","Forest","Forest",0.503856128432353,0.246696395215925,1,4789
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","B","A","Forest","Forest",3410.62068377357,2604076.65778009,11,9917
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","B","E","Forest","Forest",2455.82113352719,647596.036260069,10,4789
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","E","A","Forest","Forest",763.192743094885,186177.425821017,4,4789
2017,1,1,"RaPIPOxe_fpd","RaPIPOxe_fpd","eastside","eastside","E","B","Forest","Forest",1612.34981103277,424428.584505121,7,4789
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","A","B","Forest","Forest",4806.77735134452,2678413.36787833,18,9917
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","A","C","Forest","Forest",262.507858393704,61907.0908605467,1,4789
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","A","E","Forest","Forest",393.318184721061,96018.0343776595,3,4789
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","B","A","Forest","Forest",7294.6763415098,4693237.78649956,21,9917
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","B","C","Forest","Forest",1025.08849819696,819730.914203342,2,5128
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","B","E","Forest","Forest",3669.96143414382,2019275.88834097,10,9917
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","C","A","Forest","Forest",292.705457511754,80109.2208601965,1,4789
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","C","B","Forest","Forest",4552.74699246636,3156227.07176312,9,9917
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","E","A","Forest","Forest",287.569300549998,35209.1884075719,3,9917
2017,1,1,"RaPIPOxe_fxp","RaPIPOxe_fxp","eastside","eastside","E","B","Forest","Forest",5388.88780699338,2838820.56667832,14,9917
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","A","B","Forest","Forest",2397.12917463947,2207524.86003478,4,9917
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","A","D","Forest","Forest",3.79953460976696,12.9702928426155,1,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","A","E","Forest","Forest",254.153504140154,14006.3549293861,7,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","B","A","Forest","Forest",6.64491363788728,45.0099964062796,1,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","B","E","Forest","Forest",454.836706588598,107354.995665492,2,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","C","B","Forest","Forest",240.952951729287,72509.3025299327,1,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","E","A","Forest","Forest",486.84851493567,91853.1680142742,5,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","E","B","Forest","Forest",68.3845346447184,4151.02617059983,2,4789
2017,1,1,"RaREFI_fcw","RaREFI_fcw","eastside","eastside","E","C","Forest","Forest",269.468153496396,65238.4846623731,1,4789
2017,1,1,"RaREFI_frf","RaREFI_frf","eastside","eastside","A","B","Forest","Forest",272.985628026035,75600.9717571253,1,4789
2017,1,1,"RaREFI_frf","RaREFI_frf","eastside","eastside","B","A","Forest","Forest",71.7570792975798,4960.09093717161,1,4789
2017,1,1,"RaREFI_frf","RaREFI_frf","eastside","eastside","C","B","Forest","Forest",67.3536520157533,5249.5723995854,1,4789
2017,1,1,"RaREFI_frf","RaREFI_frf","eastside","eastside","E","B","Forest","Forest",17.6257389603864,301.886978507177,1,4789
2017,1,1,"RaREFI_frm","RaREFI_frm","eastside","eastside","A","B","Forest","Forest",582.247771950568,172997.910523532,2,4789
2017,1,1,"RaREFI_frm","RaREFI_frm","eastside","eastside","B","E","Forest","Forest",647.804725938177,476822.945472038,1,5128
2017,1,1,"RaREFI_frm","RaREFI_frm","eastside","eastside","E","B","Forest","Forest",288.268236815518,82783.432630971,1,4789
2017,1,1,"RaSAWD_fal","RaSAWD_fal","eastside","eastside","A","B","Forest","Forest",751.716727364456,249107.976826284,2,6744
2017,1,1,"RaSAWD_fal","RaSAWD_fal","eastside","eastside","B","A","Forest","Forest",4834.10397288823,5164065.01086793,8,12057
2017,1,1,"RaSAWD_fal","RaSAWD_fal","eastside","eastside","B","C","Forest","Forest",490.615889759544,144939.528751413,2,1955
2017,1,1,"RaSAWD_fal","RaSAWD_fal","eastside","eastside","C","B","Forest","Forest",80.753172387078,7191.29906526063,1,185
2017,1,1,"RaSAWD_fal","RaSAWD_fal","westside","westside","B","A","Forest","Forest",171.272212160591,31280.3325291518,1,1955
2017,1,1,"RaSAWD_fsw","RaSAWD_fsw","eastside","eastside","A","B","Forest","Forest",228.311510744901,66064.4184741523,1,4789
2017,1,1,"RaSAWD_fsw","RaSAWD_fsw","eastside","eastside","B","A","Forest","Forest",380.933621203897,85040.8301915775,3,4789
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","A","B","Forest","Forest",1169.86351734988,500116.69991716,5,8477
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","A","C","Forest","Forest",2312.83707114148,2790095.44147896,5,7151
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","A","D","Forest","Forest",688.222343643608,415277.856565878,2,3466
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","A","E","Forest","Forest",8.43571191489982,101.386687281052,1,1955
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","B","A","Forest","Forest",359.01079709355,122925.457815542,2,1955
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","B","C","Forest","Forest",3967.96999065144,1411054.23241765,17,10210
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","B","E","Forest","Forest",1742.96111637828,1436178.14118544,4,8255
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","C","A","Forest","Forest",1398.32228588224,844685.789070465,14,10617
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","C","B","Forest","Forest",8640.62763958555,6126307.00738895,22,10617
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","C","D","Forest","Forest",1021.492904922,1042854.34514736,3,5421
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","C","E","Forest","Forest",8839.42387358543,7030072.39662606,28,10617
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","D","C","Forest","Forest",315.056733396017,46029.687865085,3,6744
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","E","A","Forest","Forest",43.0982829306285,671.231327030836,3,1955
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","E","B","Forest","Forest",3262.58382867867,3591697.15997877,9,6929
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","E","C","Forest","Forest",8123.95740871289,4744562.4043879,29,10617
2017,1,1,"RaSPFI_fcd","RaSPFI_fcd","eastside","eastside","E","D","Forest","Forest",134.591426465027,7400.20649541228,3,6744
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","B","C","Forest","Forest",471.541668858653,120916.689304811,2,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","C","A","Forest","Forest",19.4748391584429,305.367899628888,2,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","C","B","Forest","Forest",1522.96868718494,410763.061153614,6,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","C","E","Forest","Forest",1253.63722457092,973475.388572998,3,9917
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","D","B","Forest","Forest",289.406896835944,84185.0674900602,1,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","E","B","Forest","Forest",243.877031321786,59780.4404992388,1,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","E","C","Forest","Forest",288.268236815518,82783.432630971,1,4789
2017,1,1,"RaSPFI_fmz","RaSPFI_fmz","eastside","eastside","E","D","Forest","Forest",155.064368034893,35237.9763797593,1,222
2017,1,1,"RaSSHE_fss","RaSSHE_fss","eastside","eastside","A","B","Forest","Forest",191.019703459183,38853.6500812506,1,5128
2017,1,1,"RaSSHE_fss","RaSSHE_fss","eastside","eastside","B","E","Forest","Forest",653.35664163442,454544.191071589,1,5128
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","A","B","Forest","Forest",17177.2079452484,14426070.969858,29,10549
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","A","D","Forest","Forest",130.763228215743,11931.0889700499,2,3466
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","B","A","Forest","Forest",19123.0977620076,17128438.4935754,33,13383
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","B","D","Forest","Forest",836.422286355056,239085.23323244,3,3466
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","B","E","Forest","Forest",11092.305611524,9306519.70002796,18,15338
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","D","B","Forest","Forest",1299.92361316227,1054650.80016701,3,3466
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","E","A","Forest","Forest",6403.01091170746,5132902.06047469,14,13383
2017,1,1,"RaSSHE_fss","RaSSHE_fss","westside","westside","E","B","Forest","Forest",5386.80730550187,4155928.7824754,12,15338
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","A","B","Forest","Forest",4632.27236181897,3607487.72557087,8,9917
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","A","C","Forest","Forest",30.3106623263591,918.416878040471,1,4789
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","A","E","Forest","Forest",70.8665756368738,4787.88893957102,3,9917
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","B","A","Forest","Forest",3112.74723658229,2586063.49803775,4,9917
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","B","C","Forest","Forest",267.822463636568,49919.8246339648,2,9917
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","B","E","Forest","Forest",2808.8523942692,1157005.11948125,9,10139
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","C","A","Forest","Forest",265.699927360088,71963.6475359852,1,4789
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","C","B","Forest","Forest",226.561838752172,43532.3293621414,1,5128
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","D","A","Forest","Forest",901.610127382343,539488.041711094,1,5128
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","D","E","Forest","Forest",51.650250467252,3134.40511333703,1,4789
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","E","A","Forest","Forest",1962.56874788896,1256896.94823121,5,9917
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","E","B","Forest","Forest",2841.17681934705,2382677.71349853,4,10139
2017,1,1,"RaTAOAco_ftm","RaTAOAco_ftm","eastside","eastside","E","C","Forest","Forest",147.338162188678,6699.82344880867,4,4789
2018,0,1,"Na0210290_fwo","Na0210290_fwo","eastside","eastside",NA,"B","Non-forest","Forest",757.433696465455,249897.201898345,3,5870
2018,0,1,"Na0210350_fvg","Na0210350_fvg","westside","westside",NA,"A","Non-forest","Forest",54.3655896061258,1338.80924798309,1,5870
2018,0,1,"Na0210350_fvg","Na0210350_fvg","westside","westside",NA,"E","Non-forest","Forest",64.1162359201701,3070.95178003738,1,5870
2018,0,1,"Na0710270_fdd","Na0710270_fdd","eastside","eastside",NA,"A","Non-forest","Forest",158.179888264742,21618.6376962299,1,5870
2018,0,1,"Na0710270_fdd","Na0710270_fdd","eastside","eastside",NA,"B","Non-forest","Forest",1946.39980030871,514935.915918073,17,11339
2018,0,1,"Na0710270_fdd","Na0710270_fdd","eastside","eastside",NA,"E","Non-forest","Forest",1375.21218558386,394467.593775477,10,11339
2018,0,1,"Na0710411_fmt","Na0710411_fmt","westside","westside",NA,"A","Non-forest","Forest",58.0200836947259,2551.23489917385,2,6308
2018,0,1,"Na0710411_fmt","Na0710411_fmt","westside","westside",NA,"B","Non-forest","Forest",12.9633583012355,178.434854518656,1,2277
2018,0,1,"Na0710411_fmt","Na0710411_fmt","westside","westside",NA,"C","Non-forest","Forest",37.3637904118426,841.661362693592,2,2277
2018,0,1,"Na0710411_fmt","Na0710411_fmt","westside","westside",NA,"E","Non-forest","Forest",116.271147010334,7867.08583859141,2,6308
2018,0,1,"Na0710412_fmc","Na0710412_fmc","eastside","eastside",NA,"E","Non-forest","Forest",45.7438751572437,1037.93784700856,2,5469
2018,0,1,"Na0710412_fmc","Na0710412_fmc","westside","westside",NA,"A","Non-forest","Forest",139.660192952471,11019.7293316544,3,5688
2018,0,1,"Na0710412_fmc","Na0710412_fmc","westside","westside",NA,"B","Non-forest","Forest",55.2798541156117,2062.9121474761,2,7746
2018,0,1,"Na0710412_fmc","Na0710412_fmc","westside","westside",NA,"C","Non-forest","Forest",615.378767748957,112663.623983038,3,6308
2018,0,1,"Na0710412_fmc","Na0710412_fmc","westside","westside",NA,"E","Non-forest","Forest",349.303892276032,29365.1110369509,7,7965
2018,0,1,"Na0710412_fmh","Na0710412_fmh","eastside","eastside",NA,"A","Non-forest","Forest",220.44342735392,25831.7117937003,7,12036
2018,0,1,"Na0710412_fmh","Na0710412_fmh","eastside","eastside",NA,"B","Non-forest","Forest",465.180783056818,33432.2834298469,12,17647
2018,0,1,"Na0710412_fmh","Na0710412_fmh","eastside","eastside",NA,"E","Non-forest","Forest",181.018744304793,8885.5372343227,6,8005
2018,0,1,"Na0710412_fmi","Na0710412_fmi","eastside","eastside",NA,"E","Non-forest","Forest",5.88723574140331,34.2838327784048,1,5469
2018,0,1,"Na1010471_frn","Na1010471_frn","eastside","eastside",NA,"A","Non-forest","Forest",95.6429633149047,4589.51104778885,3,6308
2018,0,1,"Na1010471_frn","Na1010471_frn","eastside","eastside",NA,"B","Non-forest","Forest",1257.15262245352,1075119.2244465,7,6308
2018,0,1,"Na1010471_frn","Na1010471_frn","eastside","eastside",NA,"E","Non-forest","Forest",12.9628823561916,180.526216086702,1,2277
2018,0,1,"R1RFWF_fcw","R1RFWF_fcw","eastside","eastside",NA,"A","Non-forest","Forest",4.98406123419526,26.7245476383363,2,11339
2018,0,1,"R1RFWF_fcw","R1RFWF_fcw","eastside","eastside",NA,"B","Non-forest","Forest",44.1204866419183,705.857932415758,4,5469
2018,0,1,"R1RFWF_fcw","R1RFWF_fcw","eastside","eastside",NA,"E","Non-forest","Forest",99.4953929436453,2868.02683830319,5,5469
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","eastside","eastside",NA,"A","Non-forest","Forest",163.518468682161,20758.8156449364,1,2277
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","eastside","eastside",NA,"B","Non-forest","Forest",258.3965509963,9676.9959545109,7,7965
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","eastside","eastside",NA,"E","Non-forest","Forest",138.341092463238,11477.0258529249,5,7746
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","westside","westside",NA,"A","Non-forest","Forest",375.098938013031,45393.7474019847,10,13616
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","westside","westside",NA,"B","Non-forest","Forest",1450.49105888366,163047.777261551,40,11777
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","westside","westside",NA,"C","Non-forest","Forest",0.174278617279341,0.0230690772017546,1,5469
2018,0,1,"RaABAMlw_fsi","RaABAMlw_fsi","westside","westside",NA,"E","Non-forest","Forest",1039.3653165067,159671.742776141,16,12036
2018,0,1,"RaABAMlw_fsw","RaABAMlw_fsw","eastside","eastside",NA,"B","Non-forest","Forest",16.494740078365,298.804977756507,1,5469
2018,0,1,"RaABAMlw_fsw","RaABAMlw_fsw","westside","westside",NA,"B","Non-forest","Forest",329.50304050986,42110.0184275968,6,5469
2018,0,1,"RaABAMlw_fsw","RaABAMlw_fsw","westside","westside",NA,"E","Non-forest","Forest",27.5130280725063,627.030726914002,2,5469
2018,0,1,"RaABAMlw_fwc","RaABAMlw_fwc","westside","westside",NA,"B","Non-forest","Forest",7.82370507082458,65.24997835663,1,2277
2018,0,1,"RaABAMlw_fwc","RaABAMlw_fwc","westside","westside",NA,"E","Non-forest","Forest",17.1688654342015,271.504294827855,1,5469
2018,0,1,"RaABAMup_fsi","RaABAMup_fsi","westside","westside",NA,"E","Non-forest","Forest",2.22436131251623,7.18019144776224,1,5870
2018,0,1,"RaABAMup_fst","RaABAMup_fst","westside","westside",NA,"A","Non-forest","Forest",188.904322650704,13138.553076783,4,6308
2018,0,1,"RaABAMup_fst","RaABAMup_fst","westside","westside",NA,"B","Non-forest","Forest",357.228075459524,17969.3372917876,13,6527
2018,0,1,"RaABAMup_fst","RaABAMup_fst","westside","westside",NA,"C","Non-forest","Forest",34.7594536361816,1139.24716800414,3,2277
