"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","sclass1","sclass2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,0,1,"RaMEVG_ftd","RaMEVG_ftd",NA,"A","Non-forest","Forest",250.760716289789,73880.4048818242,1,4789
2017,0,1,"RaMEVG_ftd","RaMEVG_ftd",NA,"B","Non-forest","Forest",4.34340861423395,19.8509569064209,1,4789
2017,0,1,"RaMEVG_ftd","RaMEVG_ftd",NA,"C","Non-forest","Forest",9.57427775441839,91.6349291553203,1,4789
2017,0,1,"RaMEVG_ftd","RaMEVG_ftd",NA,"E","Non-forest","Forest",128.467567275889,10729.0072133639,2,9917
2017,0,1,"RaMEVG_fuc","RaMEVG_fuc",NA,"A","Non-forest","Forest",103.430913563821,9611.46731287725,1,4789
2017,0,1,"RaPICOpu_fld","RaPICOpu_fld",NA,"A","Non-forest","Forest",22.1412977831581,410.34674521825,2,9917
2017,0,1,"RaPICOpu_fld","RaPICOpu_fld",NA,"C","Non-forest","Forest",37.7952677039705,1078.24338722104,3,4789
2017,0,1,"RaPICOpu_fld","RaPICOpu_fld",NA,"D","Non-forest","Forest",20.3071827006357,481.305183602798,1,5128
2017,0,1,"RaPICOpu_flp","RaPICOpu_flp",NA,"C","Non-forest","Forest",5.90888293652686,34.9027603828724,1,4789
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp",NA,"A","Non-forest","Forest",318.92920070965,20854.4134560748,7,4789
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp",NA,"B","Non-forest","Forest",99.8590902762088,2872.61401000624,7,4789
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp",NA,"C","Non-forest","Forest",1115.27007668287,664744.601461825,8,9917
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp",NA,"D","Non-forest","Forest",217.627049808566,13093.4319449478,9,4789
2017,0,1,"RaPIPOm_fdp","RaPIPOm_fdp",NA,"E","Non-forest","Forest",51.3716019452397,548.758886148381,7,4789
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd",NA,"A","Non-forest","Forest",1351.77186548759,690926.439927757,7,3466
2017,0,1,"RaPIPOm_fpd","RaPIPOm_fpd",NA,"D","Non-forest","Forest",135.233464472882,11616.6151543415,2,3466
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl",NA,"A","Non-forest","Forest",242.380112660992,16962.0646546711,13,9917
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl",NA,"B","Non-forest","Forest",102.017466283875,3115.84476483244,6,4789
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl",NA,"C","Non-forest","Forest",800.571061244694,146546.838562734,9,9917
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl",NA,"D","Non-forest","Forest",88.7488563157833,2749.35912235701,4,4789
2017,0,1,"RaPIPOm_fpl","RaPIPOm_fpl",NA,"E","Non-forest","Forest",40.9967964806568,1174.25106206895,5,4789
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd",NA,"A","Non-forest","Forest",1198.12654156159,216560.025914095,10,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd",NA,"B","Non-forest","Forest",106.602111364496,3781.46758914189,6,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd",NA,"C","Non-forest","Forest",1264.6620165433,1137544.88340032,5,9917
2017,0,1,"RaPIPOxe_fpd","RaPIPOxe_fpd",NA,"E","Non-forest","Forest",70.4093369084485,4592.91397551334,1,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp",NA,"A","Non-forest","Forest",16318.3477777487,12949731.6600749,36,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp",NA,"B","Non-forest","Forest",281.429331673202,28877.3615657967,6,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp",NA,"C","Non-forest","Forest",5673.40964531356,3320184.56150658,22,9917
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp",NA,"D","Non-forest","Forest",184.929358470355,19364.907217503,2,4789
2017,0,1,"RaPIPOxe_fxp","RaPIPOxe_fxp",NA,"E","Non-forest","Forest",377.629715694278,61702.865541481,4,9917
2017,0,1,"RaREFI_fcw","RaREFI_fcw",NA,"A","Non-forest","Forest",307.281251225018,57473.935923072,4,9917
2017,0,1,"RaREFI_fcw","RaREFI_fcw",NA,"C","Non-forest","Forest",182.513575633647,29928.11189644,1,4789
2017,0,1,"RaREFI_fcw","RaREFI_fcw",NA,"E","Non-forest","Forest",34.6470226791182,420.328474375277,3,4789
2017,0,1,"RaREFI_frm","RaREFI_frm",NA,"E","Non-forest","Forest",215.934908646059,52980.3272746709,1,5128
2017,0,1,"RaSAWD_fal","RaSAWD_fal",NA,"A","Non-forest","Forest",254.509360097863,29592.107904999,3,2140
2017,0,1,"RaSAWD_fal","RaSAWD_fal",NA,"B","Non-forest","Forest",689.559373253527,248900.979808081,2,2140
2017,0,1,"RaSAWD_fal","RaSAWD_fal",NA,"C","Non-forest","Forest",0.738551166401179,0.52922480826763,1,1955
2017,0,1,"RaSAWD_fsw","RaSAWD_fsw",NA,"A","Non-forest","Forest",713.545611130058,334073.963836959,2,5011
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd",NA,"A","Non-forest","Forest",688.222874328427,182166.718091446,6,10432
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd",NA,"B","Non-forest","Forest",240.773030158074,37260.9241999297,4,4789
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd",NA,"C","Non-forest","Forest",137.671575497322,11116.522722622,2,6744
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd",NA,"D","Non-forest","Forest",88.0781169778952,1834.7266764811,8,6966
2017,0,1,"RaSPFI_fcd","RaSPFI_fcd",NA,"E","Non-forest","Forest",22.2067294642432,492.116633650199,2,4789
2017,0,1,"RaSPFI_fmz","RaSPFI_fmz",NA,"B","Non-forest","Forest",9.30953710125891,77.676294346344,1,4789
2017,0,1,"RaSPFI_fmz","RaSPFI_fmz",NA,"C","Non-forest","Forest",16.1044292403117,138.96812438714,2,4789
2017,0,1,"RaSSHE_fss","RaSSHE_fss",NA,"B","Non-forest","Forest",470.239184359744,185771.421774856,2,5128
2017,0,1,"RaSSHE_fss","RaSSHE_fss",NA,"D","Non-forest","Forest",26.7658437522901,762.846869451513,1,5128
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm",NA,"A","Non-forest","Forest",548.499836534903,167351.487309896,3,10139
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm",NA,"B","Non-forest","Forest",14.7409275966326,228.64920516244,1,4789
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm",NA,"C","Non-forest","Forest",44.3643443241961,1286.38994828835,2,4789
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm",NA,"D","Non-forest","Forest",961.374079317865,457263.791679074,4,5011
2017,0,1,"RaTAOAco_ftm","RaTAOAco_ftm",NA,"E","Non-forest","Forest",4.66928675845017,12.5744017222364,2,9917
2017,1,0,"Na0210290_fwo","Na0210290_fwo","A",NA,"Forest","Non-forest",174.307086256186,32841.5127641545,1,5128
2017,1,0,"Na0210290_fwo","Na0210290_fwo","B",NA,"Forest","Non-forest",865.928943524169,349006.118212083,2,5128
2017,1,0,"Na0710270_fdd","Na0710270_fdd","A",NA,"Forest","Non-forest",687.264427997223,146141.455822475,5,9917
2017,1,0,"Na0710270_fdd","Na0710270_fdd","B",NA,"Forest","Non-forest",2183.11041067042,1448076.47241456,11,9917
2017,1,0,"Na0710270_fdd","Na0710270_fdd","C",NA,"Forest","Non-forest",869.234767087731,311184.936801068,6,5128
2017,1,0,"Na0710270_fdd","Na0710270_fdd","E",NA,"Forest","Non-forest",78.546848943514,6876.03693071221,1,5128
2017,1,0,"Na0710412_fmc","Na0710412_fmc","D",NA,"Forest","Non-forest",0.982641762651833,0.734330255677052,1,4789
