"YEAR","BpS_Code","BPS_LLID","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"Na0210290_fwo","Na0210290_fwo_1710031001","B",0.746293173269551,64849.0067348059,0.00251745369194016,4257493065.73912,1,740
2002,"Na0210350_fvg","Na0210350_fvg_17100303A","D",0,0,0,0,0,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030201","A",0.138678697483163,13148.172665163,7.97179388020903e-06,316693572.183216,1,714
2002,"Na0710270_fdd","Na0710270_fdd_1710030203","D",0.160980277202225,15262.5927323672,9.23753724940334e-06,303694328.108526,1,714
2002,"Na0710270_fdd","Na0710270_fdd_1710030204","A",0.0229745078203797,2178.22060058046,1.59981646770244e-07,3840472.55733765,1,714
2002,"Na0710270_fdd","Na0710270_fdd_1710030204","E",0.237135854025279,22482.9278786947,1.70440255047181e-05,409153884.454249,1,714
2002,"Na0710270_fdd","Na0710270_fdd_1710030205","A",1.05257544917391,91463.3482352869,0.00500695925398753,5523977152.62122,2,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030205","B",0.325161254262789,28254.8268198742,0.000484194813253864,964578385.789535,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030205","C",0.21392568441089,18589.0326295388,0.000211880531368952,349833078.342891,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030207","E",0.524377098745403,45565.6506398677,0.00126605933795513,3168097722.62423,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030209","B",0.964802692501849,83836.3508401182,0.00419859141055651,5637892684.30467,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030210","A",0.691203278811117,60061.9805838051,0.00214512005875832,3588215099.78838,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030501","B",0.697388876830178,60599.4769752561,0.00219506376392936,4207725893.08553,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030704","B",0.964802692501849,83836.3508401182,0.00419859141055651,5637892684.30467,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030704","C",1.08953007955701,94674.5139814467,0.00531516817483096,6403520961.03171,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030705","A",0.687187361733113,59713.0182149053,0.00216258347465069,4308144614.55208,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030707","C",0.912277133451379,79272.1521382991,0.0037932348814936,5985676255.68943,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030802","B",0.608911910920179,52911.2874491001,0.00170576823475055,3382586292.10597,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030803","C",0.746293173269551,64849.0067348059,0.00251745369194016,4257493065.73912,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030902","B",0.340216504601061,32256.0380737358,3.37323603029201e-05,662250225.869305,2,714
2002,"Na0710270_fdd","Na0710270_fdd_1710030903","B",0.35728646185006,64920.7870722975,0.000147674068842975,3393161752.63381,2,1454
2002,"Na0710270_fdd","Na0710270_fdd_1710030904","A",0.0108451671562524,942.388786533743,5.41550708504975e-07,1355138.35320802,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030904","B",0.51353193158915,44623.2618533339,0.00121423161020846,3038407666.77881,1,740
2002,"Na0710270_fdd","Na0710270_fdd_1710030905","A",0.0441723127741532,3838.34491749851,9.01294059938757e-06,14654370.5036319,1,740
